host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
104,119,none,8,10,8/10,10
104,119,trans,2,10,2/10,10
112,141,complex,4,10,4/10,10
112,141,none,3,10,3/10,10
112,141,trans,2,10,2/10,10
112,691,none,5,10,5/10,8
113,436,complex,7,10,7/10,10
113,436,none,2,10,2/10,10
113,440,none,5,10,5/10,6
113,570,none,7,10,7/10,7
129,394,complex,2,10,2/10,6
129,394,none,2,10,2/10,6
129,849,complex,3,10,3/10,6
129,849,none,2,10,2/10,6
130,140,complex,1,10,1/10,9
130,148,trans,10,10,10/10,10
130,279,trans,10,10,10/10,10
140,130,trans,8,10,8/10,9
140,394,complex,4,10,4/10,7
140,394,none,1,10,1/10,7
140,394,trans,1,10,1/10,7
140,485,none,1,10,1/10,7
140,485,trans,6,10,6/10,7
140,718,complex,4,10,4/10,9
140,718,trans,5,10,5/10,9
140,807,complex,2,10,2/10,8
140,807,trans,6,10,6/10,8
140,849,complex,1,10,1/10,6
140,849,none,1,10,1/10,6
140,849,trans,4,10,4/10,6
140,956,complex,2,10,2/10,10
140,956,trans,7,10,7/10,10
141,112,trans,1,10,1/10,10
141,691,complex,3,10,3/10,8
141,691,none,5,10,5/10,8
148,279,none,10,10,10/10,10
220,222,none,9,10,9/10,9
220,436,none,8,10,8/10,8
220,440,none,7,10,7/10,8
220,511,none,6,10,6/10,6
220,823,none,9,10,9/10,9
220,871,none,6,10,6/10,6
220,980,none,6,10,6/10,6
222,436,none,9,10,9/10,9
222,440,none,8,10,8/10,8
222,511,none,6,10,6/10,6
222,823,none,10,10,10/10,10
222,871,none,6,10,6/10,6
222,980,none,6,10,6/10,6
301,440,none,2,10,2/10,8
382,750,complex,1,10,1/10,6
382,750,none,3,10,3/10,6
394,129,trans,2,10,2/10,6
394,140,trans,1,10,1/10,7
394,849,complex,3,10,3/10,8
394,849,none,1,10,1/10,8
394,849,trans,3,10,3/10,8
436,104,trans,10,10,10/10,10
436,113,trans,1,10,1/10,10
436,119,trans,8,10,8/10,8
436,440,complex,3,10,3/10,9
436,440,none,5,10,5/10,9
436,440,trans,1,10,1/10,9
436,511,none,7,10,7/10,10
436,511,trans,3,10,3/10,10
436,570,none,6,10,6/10,7
436,570,trans,1,10,1/10,7
436,823,complex,5,10,5/10,10
436,823,none,5,10,5/10,10
436,871,none,7,10,7/10,10
436,871,trans,3,10,3/10,10
436,980,none,7,10,7/10,10
436,980,trans,3,10,3/10,10
440,113,trans,1,10,1/10,6
440,220,trans,1,10,1/10,8
440,301,trans,6,10,6/10,8
440,469,complex,6,10,6/10,10
440,469,none,1,10,1/10,10
440,469,trans,3,10,3/10,10
440,511,none,5,10,5/10,6
440,511,trans,1,10,1/10,6
440,600,complex,1,10,1/10,9
440,600,none,3,10,3/10,9
440,600,trans,5,10,5/10,9
440,750,complex,5,10,5/10,7
440,750,none,1,10,1/10,7
440,823,none,8,10,8/10,8
440,871,none,5,10,5/10,6
440,871,trans,1,10,1/10,6
440,980,none,5,10,5/10,6
440,980,trans,1,10,1/10,6
469,600,complex,1,10,1/10,6
469,600,none,4,10,4/10,6
469,600,trans,1,10,1/10,6
485,1,trans,10,10,10/10,10
485,344,trans,10,10,10/10,10
485,374,trans,9,10,9/10,9
511,823,none,6,10,6/10,6
511,871,none,10,10,10/10,10
511,980,none,10,10,10/10,10
533,116,trans,10,10,10/10,10
533,656,trans,10,10,10/10,10
533,751,trans,10,10,10/10,10
570,691,none,7,10,7/10,7
691,112,trans,3,10,3/10,8
691,790,complex,2,10,2/10,10
691,790,none,1,10,1/10,10
691,790,trans,6,10,6/10,10
691,819,trans,9,10,9/10,9
718,807,complex,3,10,3/10,6
718,807,none,1,10,1/10,6
718,807,trans,1,10,1/10,6
750,382,trans,2,10,2/10,6
750,440,trans,1,10,1/10,7
790,691,trans,1,10,1/10,10
807,718,trans,1,10,1/10,6
823,871,none,6,10,6/10,6
823,980,none,6,10,6/10,6
849,129,trans,1,10,1/10,6
849,394,trans,1,10,1/10,8
871,980,none,10,10,10/10,10
956,124,trans,10,10,10/10,10
956,140,trans,1,10,1/10,10
980,533,trans,10,10,10/10,10
