host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
348,395,none,8,10,8/10,8
348,512,none,7,10,7/10,7
348,520,complex,2,10,2/10,10
348,520,none,1,10,1/10,10
348,520,trans,7,10,7/10,10
348,682,none,1,10,1/10,10
348,682,trans,9,10,9/10,10
348,92,none,10,10,10/10,10
395,512,none,7,10,7/10,7
395,514,trans,10,10,10/10,10
395,92,none,8,10,8/10,9
500,92,none,2,10,2/10,10
512,92,none,7,10,7/10,10
520,44,trans,10,10,10/10,10
92,221,trans,10,10,10/10,10
92,395,trans,1,10,1/10,9
92,500,trans,8,10,8/10,10
92,512,trans,3,10,3/10,10
92,921,trans,10,10,10/10,10
