host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
1,106,none,10,10,10/10,10
1,114,none,10,10,10/10,10
1,15,none,10,10,10/10,10
1,163,none,10,10,10/10,10
1,17,none,10,10,10/10,10
1,21,none,10,10,10/10,10
1,252,none,10,10,10/10,10
1,262,none,1,10,1/10,10
1,262,trans,9,10,9/10,10
1,288,none,10,10,10/10,10
1,331,trans,10,10,10/10,10
1,4,none,10,10,10/10,10
1,40,none,10,10,10/10,10
1,421,none,6,10,6/10,6
1,425,none,10,10,10/10,10
1,494,none,10,10,10/10,10
1,50,none,1,10,1/10,10
1,50,trans,9,10,9/10,10
1,535,none,10,10,10/10,10
1,586,none,1,10,1/10,10
1,586,trans,9,10,9/10,10
1,591,none,6,10,6/10,6
1,628,none,1,10,1/10,9
1,628,trans,8,10,8/10,9
1,668,none,10,10,10/10,10
1,738,none,10,10,10/10,10
1,875,none,10,10,10/10,10
1,96,none,8,10,8/10,8
101,19,none,9,10,9/10,9
101,202,none,9,10,9/10,10
101,202,trans,1,10,1/10,10
101,50,none,4,10,4/10,10
101,63,none,9,10,9/10,10
101,63,trans,1,10,1/10,10
106,114,none,10,10,10/10,10
106,13,trans,8,10,8/10,8
106,15,none,10,10,10/10,10
106,163,none,10,10,10/10,10
106,17,none,10,10,10/10,10
106,21,none,10,10,10/10,10
106,24,trans,7,10,7/10,7
106,252,none,10,10,10/10,10
106,288,none,10,10,10/10,10
106,304,trans,10,10,10/10,10
106,4,none,10,10,10/10,10
106,40,none,10,10,10/10,10
106,421,none,6,10,6/10,6
106,425,none,10,10,10/10,10
106,494,none,10,10,10/10,10
106,535,none,10,10,10/10,10
106,591,complex,1,10,1/10,10
106,591,none,5,10,5/10,10
106,591,trans,4,10,4/10,10
106,668,none,10,10,10/10,10
106,738,none,10,10,10/10,10
106,767,trans,7,10,7/10,7
106,875,none,10,10,10/10,10
106,96,none,8,10,8/10,8
114,15,none,10,10,10/10,10
114,163,none,10,10,10/10,10
114,17,none,10,10,10/10,10
114,21,none,10,10,10/10,10
114,252,none,10,10,10/10,10
114,288,none,10,10,10/10,10
114,4,none,10,10,10/10,10
114,40,none,10,10,10/10,10
114,421,none,6,10,6/10,6
114,425,none,10,10,10/10,10
114,494,none,10,10,10/10,10
114,535,none,10,10,10/10,10
114,591,none,6,10,6/10,6
114,668,none,10,10,10/10,10
114,738,none,10,10,10/10,10
114,875,none,10,10,10/10,10
114,876,complex,3,10,3/10,10
114,876,trans,7,10,7/10,10
114,96,none,8,10,8/10,8
13,24,none,8,10,8/10,8
13,281,trans,10,10,10/10,10
13,304,none,8,10,8/10,10
13,767,none,9,10,9/10,10
13,767,trans,1,10,1/10,10
14,218,trans,10,10,10/10,10
15,163,none,10,10,10/10,10
15,17,none,10,10,10/10,10
15,21,none,10,10,10/10,10
15,252,none,10,10,10/10,10
15,288,none,10,10,10/10,10
15,4,none,10,10,10/10,10
15,40,none,10,10,10/10,10
15,421,none,6,10,6/10,6
15,425,none,10,10,10/10,10
15,494,none,10,10,10/10,10
15,535,none,10,10,10/10,10
15,591,none,6,10,6/10,6
15,668,none,10,10,10/10,10
15,738,none,10,10,10/10,10
15,875,none,10,10,10/10,10
15,96,none,8,10,8/10,8
163,17,none,10,10,10/10,10
163,21,none,10,10,10/10,10
163,22,trans,10,10,10/10,10
163,247,trans,10,10,10/10,10
163,252,none,10,10,10/10,10
163,288,none,10,10,10/10,10
163,4,none,10,10,10/10,10
163,40,none,10,10,10/10,10
163,421,none,6,10,6/10,6
163,425,none,10,10,10/10,10
163,494,none,10,10,10/10,10
163,535,none,10,10,10/10,10
163,57,complex,1,10,1/10,10
163,57,none,1,10,1/10,10
163,57,trans,8,10,8/10,10
163,591,none,6,10,6/10,6
163,668,none,10,10,10/10,10
163,738,none,10,10,10/10,10
163,875,none,10,10,10/10,10
163,96,none,8,10,8/10,8
17,173,trans,10,10,10/10,10
17,21,none,10,10,10/10,10
17,228,trans,10,10,10/10,10
17,252,none,10,10,10/10,10
17,288,none,10,10,10/10,10
17,4,none,10,10,10/10,10
17,40,none,10,10,10/10,10
17,421,none,6,10,6/10,6
17,425,complex,2,10,2/10,10
17,425,none,8,10,8/10,10
17,494,none,10,10,10/10,10
17,535,none,10,10,10/10,10
17,591,none,6,10,6/10,6
17,668,none,10,10,10/10,10
17,738,none,10,10,10/10,10
17,874,trans,10,10,10/10,10
17,875,none,10,10,10/10,10
17,96,none,8,10,8/10,8
19,202,none,8,10,8/10,8
19,3,none,3,10,3/10,9
19,3,trans,6,10,6/10,9
19,42,none,3,10,3/10,9
19,42,trans,6,10,6/10,9
19,50,none,4,10,4/10,9
19,539,complex,2,10,2/10,10
19,539,none,1,10,1/10,10
19,539,trans,7,10,7/10,10
19,63,none,8,10,8/10,8
202,50,none,3,10,3/10,9
202,63,none,10,10,10/10,10
21,180,trans,10,10,10/10,10
21,203,trans,10,10,10/10,10
21,252,none,10,10,10/10,10
21,288,none,10,10,10/10,10
21,384,trans,10,10,10/10,10
21,4,none,10,10,10/10,10
21,40,none,10,10,10/10,10
21,421,none,6,10,6/10,6
21,425,none,10,10,10/10,10
21,444,trans,10,10,10/10,10
21,494,none,10,10,10/10,10
21,534,trans,10,10,10/10,10
21,535,none,10,10,10/10,10
21,561,trans,10,10,10/10,10
21,591,none,6,10,6/10,6
21,668,none,10,10,10/10,10
21,738,none,10,10,10/10,10
21,875,none,10,10,10/10,10
21,96,none,8,10,8/10,10
21,96,trans,2,10,2/10,10
24,304,none,7,10,7/10,10
24,583,trans,10,10,10/10,10
24,767,none,7,10,7/10,7
252,288,none,10,10,10/10,10
252,4,none,10,10,10/10,10
252,40,none,10,10,10/10,10
252,421,none,6,10,6/10,6
252,425,none,10,10,10/10,10
252,494,none,10,10,10/10,10
252,535,none,10,10,10/10,10
252,591,none,6,10,6/10,6
252,668,none,10,10,10/10,10
252,73,trans,10,10,10/10,10
252,738,none,10,10,10/10,10
252,875,none,10,10,10/10,10
252,96,none,8,10,8/10,8
259,64,none,10,10,10/10,10
262,50,none,10,10,10/10,10
262,586,none,10,10,10/10,10
262,628,none,9,10,9/10,9
288,4,none,10,10,10/10,10
288,40,none,10,10,10/10,10
288,421,none,6,10,6/10,6
288,425,none,10,10,10/10,10
288,494,none,10,10,10/10,10
288,535,none,10,10,10/10,10
288,591,none,6,10,6/10,6
288,668,none,10,10,10/10,10
288,738,none,10,10,10/10,10
288,875,none,10,10,10/10,10
288,96,none,8,10,8/10,8
3,42,none,10,10,10/10,10
3,539,none,5,10,5/10,6
304,13,trans,2,10,2/10,10
304,24,trans,3,10,3/10,10
304,767,none,7,10,7/10,9
304,767,trans,2,10,2/10,9
308,425,none,5,10,5/10,10
331,841,trans,10,10,10/10,10
4,40,none,10,10,10/10,10
4,421,none,6,10,6/10,6
4,425,none,10,10,10/10,10
4,494,none,10,10,10/10,10
4,535,none,10,10,10/10,10
4,591,none,6,10,6/10,6
4,668,none,10,10,10/10,10
4,738,none,10,10,10/10,10
4,875,none,10,10,10/10,10
4,96,none,8,10,8/10,8
40,14,trans,10,10,10/10,10
40,421,complex,4,10,4/10,10
40,421,none,3,10,3/10,10
40,421,trans,3,10,3/10,10
40,425,none,10,10,10/10,10
40,459,trans,10,10,10/10,10
40,494,none,10,10,10/10,10
40,535,none,10,10,10/10,10
40,591,none,6,10,6/10,6
40,668,none,10,10,10/10,10
40,738,none,10,10,10/10,10
40,798,trans,10,10,10/10,10
40,875,none,10,10,10/10,10
40,96,none,8,10,8/10,8
40,977,trans,10,10,10/10,10
42,263,trans,10,10,10/10,10
42,539,none,5,10,5/10,6
421,425,none,6,10,6/10,6
421,494,none,6,10,6/10,6
421,535,none,6,10,6/10,6
421,668,none,6,10,6/10,6
421,738,none,6,10,6/10,6
421,875,none,6,10,6/10,6
425,308,trans,5,10,5/10,10
425,494,none,10,10,10/10,10
425,535,none,10,10,10/10,10
425,591,none,6,10,6/10,6
425,668,none,10,10,10/10,10
425,738,none,10,10,10/10,10
425,875,none,10,10,10/10,10
