host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
104,168,none,10,10,10/10,10
104,261,none,10,10,10/10,10
139,261,none,1,10,1/10,10
14,13,trans,10,10,10/10,10
14,51,none,10,10,10/10,10
14,72,none,9,10,9/10,9
168,14,trans,10,10,10/10,10
168,261,complex,1,10,1/10,10
168,261,none,9,10,9/10,10
168,51,trans,10,10,10/10,10
168,72,trans,10,10,10/10,10
261,139,trans,9,10,9/10,10
261,641,complex,2,10,2/10,10
261,641,trans,8,10,8/10,10
51,72,none,9,10,9/10,9
72,59,trans,10,10,10/10,10
