host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1
118,1000_to_1099,1049.5,20,20,1,6,3.2447801999999997,3.2447801999999997,2.402815,7.53565,5.161317178947368,5.161317178947368,3.2447801999999997,3.2447801999999997,2.402815,7.53565,5.161317178947368,5.161317178947368,1
257,1000_to_1099,1049.5,20,20,1,1,1.9077609,1.9077609,3.247377,4.8609480000000005,2.3414304210526318,2.3414304210526318,1.9077609,1.9077609,3.247377,4.8609480000000005,2.3414304210526318,2.3414304210526318,1
359,1000_to_1099,1049.5,20,20,1,7,0.9376289,0.9376289,1.003263,1.960965,1.1771591368421053,1.1771591368421053,0.9376289,0.9376289,1.003263,1.960965,1.1771591368421053,1.1771591368421053,1
549,1000_to_1099,1049.5,20,20,1,1,0.14329590000000003,0.14329590000000003,0.13962,0.317058,0.17840785263157893,0.17840785263157893,0.14329590000000003,0.14329590000000003,0.13962,0.317058,0.17840785263157893,0.17840785263157893,1
760,1000_to_1099,1049.5,20,20,1,1,3.35213995,3.35213995,3.498616,7.327807,4.5337826578947364,4.5337826578947364,3.35213995,3.35213995,3.498616,7.327807,4.5337826578947364,4.5337826578947364,1
817,1000_to_1099,1049.5,20,20,1,1,2.18168735,2.18168735,1.957553,4.1643,2.126879005263158,2.126879005263158,2.18168735,2.18168735,1.957553,4.1643,2.126879005263158,2.126879005263158,1
118,1100_to_1199,1149.5,20,20,1,6,4.261921500000001,4.261921500000001,3.641882,9.784438999999999,6.716972800000001,6.716972800000001,4.261921500000001,4.261921500000001,3.641882,9.784438999999999,6.716972800000001,6.716972800000001,1
257,1100_to_1199,1149.5,20,20,1,1,2.6477387500000003,2.6477387500000003,3.584901,5.607022,2.8782845210526316,2.8782845210526316,2.6477387500000003,2.6477387500000003,3.584901,5.607022,2.8782845210526316,2.8782845210526316,1
359,1100_to_1199,1149.5,20,20,1,4,1.3609768,1.3609768,1.31674,2.602239,1.496395852631579,1.496395852631579,1.3609768,1.3609768,1.31674,2.602239,1.496395852631579,1.496395852631579,1
549,1100_to_1199,1149.5,20,20,1,1,0.1426131,0.1426131,0.200289,0.378588,0.19550004210526317,0.19550004210526317,0.1426131,0.1426131,0.200289,0.378588,0.19550004210526317,0.19550004210526317,1
760,1100_to_1199,1149.5,20,20,1,1,3.7050808999999996,3.7050808999999996,3.3465549999999995,7.729380999999999,5.144052105263158,5.144052105263158,3.7050808999999996,3.7050808999999996,3.3465549999999995,7.729380999999999,5.144052105263158,5.144052105263158,1
817,1100_to_1199,1149.5,20,20,1,1,1.9832769000000003,1.9832769000000003,1.502741,4.201721,2.26645,2.26645,1.9832769000000003,1.9832769000000003,1.502741,4.201721,2.26645,2.26645,1
118,1200_to_1299,1249.5,20,20,1,7,2.4820203999999997,2.4820203999999997,1.785767,5.69582,3.9133812947368423,3.9133812947368423,2.4820203999999997,2.4820203999999997,1.785767,5.69582,3.9133812947368423,3.9133812947368423,1
257,1200_to_1299,1249.5,20,20,1,1,1.3101851,1.3101851,1.492902,2.7901799999999994,1.6071189894736841,1.6071189894736841,1.3101851,1.3101851,1.492902,2.7901799999999994,1.6071189894736841,1.6071189894736841,1
359,1200_to_1299,1249.5,20,20,1,6,0.90508825,0.90508825,0.845553,1.515976,0.8987992894736841,0.8987992894736841,0.90508825,0.90508825,0.845553,1.515976,0.8987992894736841,0.8987992894736841,1
549,1200_to_1299,1249.5,20,20,1,1,0.1260184,0.1260184,0.085029,0.24775,0.12420102105263159,0.12420102105263159,0.1260184,0.1260184,0.085029,0.24775,0.12420102105263159,0.12420102105263159,1
760,1200_to_1299,1249.5,20,20,1,1,1.97073505,1.97073505,1.8342140000000002,4.4997110000000005,2.960526257894737,2.960526257894737,1.97073505,1.97073505,1.8342140000000002,4.4997110000000005,2.960526257894737,2.960526257894737,1
817,1200_to_1299,1249.5,20,20,1,1,1.2006691500000006,1.2006691500000006,0.8431580000000001,2.7507960000000002,1.4320838263157896,1.4320838263157896,1.2006691500000006,1.2006691500000006,0.8431580000000001,2.7507960000000002,1.4320838263157896,1.4320838263157896,1
118,1300_to_1399,1349.5,20,20,1,5,2.5415403999999997,2.5415403999999997,1.823463,6.017103,3.9327694,3.9327694,2.5415403999999997,2.5415403999999997,1.823463,6.017103,3.9327694,3.9327694,1
257,1300_to_1399,1349.5,20,20,1,1,1.9131426499999997,1.9131426499999997,2.597691,3.970349,1.9045109,1.9045109,1.9131426499999997,1.9131426499999997,2.597691,3.970349,1.9045109,1.9045109,1
359,1300_to_1399,1349.5,20,20,1,6,0.9370220499999998,0.9370220499999998,1.194613,1.9922399999999998,0.9967325315789474,0.9967325315789474,0.9370220499999998,0.9370220499999998,1.194613,1.9922399999999998,0.9967325315789474,0.9967325315789474,1
549,1300_to_1399,1349.5,20,20,1,1,0.19146555,0.19146555,0.095225,0.30424499999999993,0.15689686842105263,0.15689686842105263,0.19146555,0.19146555,0.095225,0.30424499999999993,0.15689686842105263,0.15689686842105263,1
760,1300_to_1399,1349.5,20,20,1,1,2.11785575,2.11785575,1.870406,4.517194,3.174021468421053,3.174021468421053,2.11785575,2.11785575,1.870406,4.517194,3.174021468421053,3.174021468421053,1
817,1300_to_1399,1349.5,20,20,1,1,1.9572003500000001,1.9572003500000001,1.314145,3.1414020000000002,1.6141430894736841,1.6141430894736841,1.9572003500000001,1.9572003500000001,1.314145,3.1414020000000002,1.6141430894736841,1.6141430894736841,1
118,1400_to_1499,1449.5,20,20,1,6,2.6932784499999998,2.6932784499999998,1.868729,6.139594000000001,4.278972089473684,4.278972089473684,2.6932784499999998,2.6932784499999998,1.868729,6.139594000000001,4.278972089473684,4.278972089473684,1
257,1400_to_1499,1449.5,20,20,1,1,1.9334548000000003,1.9334548000000003,2.4874389999999997,4.1151409999999995,2.1219972421052633,2.1219972421052633,1.9334548000000003,1.9334548000000003,2.4874389999999997,4.1151409999999995,2.1219972421052633,2.1219972421052633,1
359,1400_to_1499,1449.5,20,20,1,6,0.74449865,0.74449865,0.881656,1.686402,0.9754283631578947,0.9754283631578947,0.74449865,0.74449865,0.881656,1.686402,0.9754283631578947,0.9754283631578947,1
549,1400_to_1499,1449.5,20,20,1,1,0.2574434,0.2574434,0.101158,0.306918,0.15823757894736842,0.15823757894736842,0.2574434,0.2574434,0.101158,0.306918,0.15823757894736842,0.15823757894736842,1
760,1400_to_1499,1449.5,20,20,1,1,2.6244001,2.6244001,2.0747139999999997,5.544686,3.9737564105263155,3.9737564105263155,2.6244001,2.6244001,2.0747139999999997,5.544686,3.9737564105263155,3.9737564105263155,1
817,1400_to_1499,1449.5,20,20,1,1,1.6209742999999996,1.6209742999999996,1.248963,3.4978260000000003,1.7708732210526317,1.7708732210526317,1.6209742999999996,1.6209742999999996,1.248963,3.4978260000000003,1.7708732210526317,1.7708732210526317,1
118,1500_to_1599,1549.5,20,20,1,7,4.5880073,4.5880073,3.427286,10.586649,7.266215736842105,7.266215736842105,4.5880073,4.5880073,3.427286,10.586649,7.266215736842105,7.266215736842105,1
257,1500_to_1599,1549.5,20,20,1,1,3.5008939500000005,3.5008939500000005,4.47192,7.25797,3.6788948578947367,3.6788948578947367,3.5008939500000005,3.5008939500000005,4.47192,7.25797,3.6788948578947367,3.6788948578947367,1
359,1500_to_1599,1549.5,20,20,1,6,1.7601673499999997,1.7601673499999997,1.967864,3.342728,1.818745594736842,1.818745594736842,1.7601673499999997,1.7601673499999997,1.967864,3.342728,1.818745594736842,1.818745594736842,1
549,1500_to_1599,1549.5,20,20,1,1,0.18966465000000002,0.18966465000000002,0.180901,0.403243,0.22028283684210526,0.22028283684210526,0.18966465000000002,0.18966465000000002,0.180901,0.403243,0.22028283684210526,0.22028283684210526,1
760,1500_to_1599,1549.5,20,20,1,1,4.7939941,4.7939941,5.055948,10.844852,6.982429347368421,6.982429347368421,4.7939941,4.7939941,5.055948,10.844852,6.982429347368421,6.982429347368421,1
817,1500_to_1599,1549.5,20,20,1,1,2.224025,2.224025,1.74722,4.875808,2.632621652631579,2.632621652631579,2.224025,2.224025,1.74722,4.875808,2.632621652631579,2.632621652631579,1
118,1600_to_1699,1649.5,20,20,1,6,3.0380222000000003,3.0380222000000003,2.520667,7.477683999999999,4.810439052631579,4.810439052631579,3.0380222000000003,3.0380222000000003,2.520667,7.477683999999999,4.810439052631579,4.810439052631579,1
257,1600_to_1699,1649.5,20,20,1,1,1.8654207499999995,1.8654207499999995,2.8620959999999998,4.277832999999999,1.909910447368421,1.909910447368421,1.8654207499999995,1.8654207499999995,2.8620959999999998,4.277832999999999,1.909910447368421,1.909910447368421,1
359,1600_to_1699,1649.5,20,20,1,7,1.0023879,1.0023879,0.98492,1.774204,1.034125210526316,1.034125210526316,1.0023879,1.0023879,0.98492,1.774204,1.034125210526316,1.034125210526316,1
549,1600_to_1699,1649.5,20,20,1,1,0.08001359999999999,0.08001359999999999,0.097158,0.23171699999999998,0.12502603157894737,0.12502603157894737,0.08001359999999999,0.08001359999999999,0.097158,0.23171699999999998,0.12502603157894737,0.12502603157894737,1
760,1600_to_1699,1649.5,20,20,1,1,2.4563204500000007,2.4563204500000007,2.313612,5.706868,3.7322342578947367,3.7322342578947367,2.4563204500000007,2.4563204500000007,2.313612,5.706868,3.7322342578947367,3.7322342578947367,1
817,1600_to_1699,1649.5,20,20,1,1,1.7002404500000001,1.7002404500000001,0.863874,3.0253660000000004,1.6302539842105264,1.6302539842105264,1.7002404500000001,1.7002404500000001,0.863874,3.0253660000000004,1.6302539842105264,1.6302539842105264,1
118,1700_to_1799,1749.5,20,20,1,6,3.1165853500000003,3.1165853500000003,2.418349,7.647075,4.680715784210527,4.680715784210527,3.1165853500000003,3.1165853500000003,2.418349,7.647075,4.680715784210527,4.680715784210527,1
257,1700_to_1799,1749.5,20,20,1,1,1.871139,1.871139,2.205231,3.692444,2.022844042105263,2.022844042105263,1.871139,1.871139,2.205231,3.692444,2.022844042105263,2.022844042105263,1
359,1700_to_1799,1749.5,20,20,1,6,0.8915633,0.8915633,0.9537720000000001,1.7418420000000001,0.9622732210526316,0.9622732210526316,0.8915633,0.8915633,0.9537720000000001,1.7418420000000001,0.9622732210526316,0.9622732210526316,1
549,1700_to_1799,1749.5,20,20,1,1,0.16081784999999998,0.16081784999999998,0.136928,0.292624,0.13669023684210527,0.13669023684210527,0.16081784999999998,0.16081784999999998,0.136928,0.292624,0.13669023684210527,0.13669023684210527,1
760,1700_to_1799,1749.5,20,20,1,1,2.19671595,2.19671595,2.363686,5.260044,3.5118984578947368,3.5118984578947368,2.19671595,2.19671595,2.363686,5.260044,3.5118984578947368,3.5118984578947368,1
817,1700_to_1799,1749.5,20,20,1,1,1.27515915,1.27515915,0.931166,2.578495,1.4205177736842105,1.4205177736842105,1.27515915,1.27515915,0.931166,2.578495,1.4205177736842105,1.4205177736842105,1
118,1800_to_1899,1849.5,20,20,1,4,3.3587758499999993,3.3587758499999993,2.67183,7.739649,5.058405763157895,5.058405763157895,3.3587758499999993,3.3587758499999993,2.67183,7.739649,5.058405763157895,5.058405763157895,1
257,1800_to_1899,1849.5,20,20,1,1,2.8433182500000003,2.8433182500000003,3.148482,4.758962,2.3340120157894737,2.3340120157894737,2.8433182500000003,2.8433182500000003,3.148482,4.758962,2.3340120157894737,2.3340120157894737,1
359,1800_to_1899,1849.5,20,20,1,7,1.1287848999999999,1.1287848999999999,1.089674,1.942326,1.0823433368421052,1.0823433368421052,1.1287848999999999,1.1287848999999999,1.089674,1.942326,1.0823433368421052,1.0823433368421052,1
549,1800_to_1899,1849.5,20,20,1,1,0.11739295000000002,0.11739295000000002,0.124693,0.3231699999999999,0.15650697368421052,0.15650697368421052,0.11739295000000002,0.11739295000000002,0.124693,0.3231699999999999,0.15650697368421052,0.15650697368421052,1
760,1800_to_1899,1849.5,20,20,1,1,2.78224395,2.78224395,2.478928,5.889086,4.057866436842105,4.057866436842105,2.78224395,2.78224395,2.478928,5.889086,4.057866436842105,4.057866436842105,1
817,1800_to_1899,1849.5,20,20,1,1,1.5548746999999998,1.5548746999999998,1.3374700000000002,3.7551669999999997,1.9548852421052632,1.9548852421052632,1.5548746999999998,1.5548746999999998,1.3374700000000002,3.7551669999999997,1.9548852421052632,1.9548852421052632,1
118,1900_to_1999,1949.5,20,20,1,6,2.66603835,2.66603835,2.043128,6.243836999999999,4.320928089473684,4.320928089473684,2.66603835,2.66603835,2.043128,6.243836999999999,4.320928089473684,4.320928089473684,1
257,1900_to_1999,1949.5,20,20,1,1,1.7642285999999998,1.7642285999999998,2.378133,4.027628,2.047335136842105,2.047335136842105,1.7642285999999998,1.7642285999999998,2.378133,4.027628,2.047335136842105,2.047335136842105,1
359,1900_to_1999,1949.5,20,20,1,7,0.83996935,0.83996935,0.808478,1.78008,1.0691102789473683,1.0691102789473683,0.83996935,0.83996935,0.808478,1.78008,1.0691102789473683,1.0691102789473683,1
549,1900_to_1999,1949.5,20,20,1,1,0.12719365,0.12719365,0.106219,0.29356200000000005,0.1644847842105263,0.1644847842105263,0.12719365,0.12719365,0.106219,0.29356200000000005,0.1644847842105263,0.1644847842105263,1
760,1900_to_1999,1949.5,20,20,1,1,2.6824351,2.6824351,2.490387,5.726003,3.911443263157895,3.911443263157895,2.6824351,2.6824351,2.490387,5.726003,3.911443263157895,3.911443263157895,1
817,1900_to_1999,1949.5,20,20,1,1,1.3257605,1.3257605,1.282704,3.383696,1.7056506842105263,1.7056506842105263,1.3257605,1.3257605,1.282704,3.383696,1.7056506842105263,1.7056506842105263,1
