host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7
104,1000_to_1099,1049.5,10,10,1,7,0.6211,0.6211,0.578973,1.520908,1.0348642666666668,1.0348642666666668,0.6211,0.6211,0.578973,1.520908,1.0348642666666668,1.0348642666666668,1,0,0,0,0,0,0
105,1000_to_1099,1049.5,10,10,1,4,0.7632061,0.7632061,0.502493,1.936852,1.225314911111111,1.225314911111111,0.7632061,0.7632061,0.502493,1.936852,1.225314911111111,1.225314911111111,1,0,0,0,0,0,0
113,1000_to_1099,1049.5,10,10,1,5,0.0934111,0.0934111,0.056244,0.168028,0.09371002222222223,0.09371002222222223,0.0934111,0.0934111,0.056244,0.168028,0.09371002222222223,0.09371002222222223,1,0,0,0,0,0,0
136,1000_to_1099,1049.5,10,10,1,1,1.3299372999999999,1.3299372999999999,1.406843,3.538813,1.7104482,1.7104482,1.3299372999999999,1.3299372999999999,1.406843,3.538813,1.7104482,1.7104482,1,0,0,0,0,0,0
142,1000_to_1099,1049.5,10,10,1,1,1.6651522,1.6651522,2.184543,4.038506,2.6029174222222222,2.6029174222222222,1.6651522,1.6651522,2.184543,4.038506,2.6029174222222222,2.6029174222222222,1,0,0,0,0,0,0
18,1000_to_1099,1049.5,10,10,1,1,2.1215647,2.1215647,1.806811,5.551973,3.2242023333333334,3.2242023333333334,2.1215647,2.1215647,1.806811,5.551973,3.2242023333333334,3.2242023333333334,1,0,0,0,0,0,0
20,1000_to_1099,1049.5,10,10,2,2,2.7559174000000004,0.5089754,3.413864,6.318123,3.886663511111111,0.8969364,2.7559174000000004,0.5089754,3.413864,6.318123,3.886663511111111,0.8969364,0.5,0.5,0,0,0,0,0
209,1000_to_1099,1049.5,10,10,3,7,6.445422599999999,3.7997677142857142,8.447471,17.137497,9.683793555555555,5.8452038095238095,6.445422599999999,3.7997677142857142,8.447471,17.137497,9.683793555555555,5.8452038095238095,0.7,0.2,0.1,0,0,0,0
215,1000_to_1099,1049.5,10,10,1,2,3.1092172000000007,3.1092172000000007,2.848739,7.831657,5.4410852,5.4410852,3.1092172000000007,3.1092172000000007,2.848739,7.831657,5.4410852,5.4410852,1,0,0,0,0,0,0
227,1000_to_1099,1049.5,10,10,1,1,3.3744045999999996,3.3744045999999996,3.949754,11.484338000000001,5.675621688888889,5.675621688888889,3.3744045999999996,3.3744045999999996,3.949754,11.484338000000001,5.675621688888889,5.675621688888889,1,0,0,0,0,0,0
