host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
146,269,trans,10,10,10/10,10
146,37,none,10,10,10/10,10
146,473,trans,10,10,10/10,10
146,786,trans,10,10,10/10,10
238,650,none,6,10,6/10,10
310,786,none,3,10,3/10,10
310,97,none,8,10,8/10,8
37,238,trans,6,10,6/10,6
37,381,complex,1,10,1/10,10
37,381,trans,9,10,9/10,10
37,55,trans,10,10,10/10,10
37,650,trans,10,10,10/10,10
650,238,trans,4,10,4/10,10
786,310,trans,7,10,7/10,10
786,97,none,5,10,5/10,10
786,97,trans,5,10,5/10,10
