host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
112,908,trans,10,10,10/10,10
118,409,none,1,10,1/10,10
118,409,trans,9,10,9/10,10
118,570,none,10,10,10/10,10
118,608,trans,10,10,10/10,10
118,63,none,10,10,10/10,10
118,842,trans,10,10,10/10,10
118,972,trans,9,10,9/10,9
187,22,complex,2,10,2/10,10
187,22,none,2,10,2/10,10
187,22,trans,6,10,6/10,10
187,63,complex,1,10,1/10,9
19,322,trans,10,10,10/10,10
19,50,trans,10,10,10/10,10
215,299,trans,10,10,10/10,10
215,570,complex,1,10,1/10,10
22,52,trans,10,10,10/10,10
409,68,trans,10,10,10/10,10
570,215,trans,9,10,9/10,10
570,63,none,10,10,10/10,10
608,419,trans,10,10,10/10,10
621,922,none,10,10,10/10,10
63,112,trans,10,10,10/10,10
63,146,trans,10,10,10/10,10
63,187,trans,8,10,8/10,9
63,19,trans,10,10,10/10,10
63,73,complex,1,10,1/10,10
63,73,trans,9,10,9/10,10
68,396,trans,10,10,10/10,10
68,621,trans,10,10,10/10,10
68,922,trans,10,10,10/10,10
842,972,none,8,10,8/10,9
842,972,trans,1,10,1/10,9
