None	60	0.000000
60	94	0.460125
94	704	0.520579
60	172	0.677582
704	59	0.855747
94	250	0.864158
59	59	1.128926
172	172	1.583583
250	424	1.706195
250	109	1.962574
250	369	2.232427
250	770	2.332876
109	109	2.909694
60	186	4.127388
186	82	4.349094
82	698	4.812461
770	80	4.934767
60	552	5.093875
698	932	5.136468
80	217	5.165259
94	174	5.181754
552	552	5.261660
82	14	5.347091
174	174	5.656845
94	71	5.873369
71	88	6.216137
71	511	6.410582
82	333	6.629184
80	81	6.632893
217	1	6.698891
14	141	6.741694
333	103	6.763610
82	45	6.779664
424	415	6.821493
82	12	7.028982
1	693	7.073336
14	393	7.078844
71	458	7.118960
81	115	7.127042
369	369	7.129345
250	843	7.163541
217	5	7.164312
45	45	7.189922
81	661	7.242662
932	144	7.300624
424	424	7.388201
698	204	7.457083
60	801	7.460495
80	238	7.586222
81	139	7.609947
94	134	7.631051
82	681	7.722055
12	525	7.767477
71	387	7.791906
511	538	7.877829
115	115	8.238075
393	218	8.556629
250	250	8.617203
141	141	8.659394
238	626	8.669940
801	161	8.681146
134	449	8.784522
139	236	8.854852
387	436	8.940690
103	575	9.021386
103	103	9.053515
134	483	9.134182
770	340	9.388018
204	667	9.396415
60	60	9.429121
436	850	9.479522
387	387	9.494627
71	190	9.536386
190	247	9.545606
88	88	9.567769
82	284	9.568823
449	198	9.708249
238	167	9.776080
