host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
123,170,complex,1,10,1/10,10
123,170,none,9,10,9/10,10
123,446,complex,1,10,1/10,10
123,446,none,9,10,9/10,10
123,794,none,7,10,7/10,7
123,869,none,10,10,10/10,10
123,947,none,2,10,2/10,10
123,947,trans,8,10,8/10,10
170,446,none,9,10,9/10,10
170,794,none,7,10,7/10,10
170,794,trans,3,10,3/10,10
170,869,none,10,10,10/10,10
446,170,trans,1,10,1/10,10
446,794,none,7,10,7/10,7
446,869,none,9,10,9/10,10
446,869,trans,1,10,1/10,10
794,869,none,7,10,7/10,7
869,53,trans,10,10,10/10,10
