host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
23,25,complex,10,26,10/26,16
23,25,none,6,26,6/26,16
23,28,complex,26,26,26/26,26
25,28,complex,26,26,26/26,26
25,30,complex,5,26,5/26,16
25,30,none,11,26,11/26,16
28,30,complex,26,26,26/26,26
