None	930	0.000000
930	410	0.006800
930	600	1.246816
930	394	1.690184
930	197	1.922061
930	181	2.271874
930	723	3.662335
930	164	3.795175
930	822	4.548523
930	328	4.827767
930	930	6.436804
822	664	9.714616
822	323	9.834395
822	885	12.085408
822	626	12.768705
822	999	14.020015
822	822	15.193910
723	617	40.097421
723	408	40.100605
723	397	40.619719
723	136	40.991149
723	449	41.248721
723	176	41.711402
723	497	41.964402
723	189	42.653701
723	226	42.788348
723	723	43.283697
600	307	44.523219
600	133	44.749849
600	690	45.245020
600	121	45.576910
600	109	45.616224
600	490	45.775796
600	305	46.019515
600	600	46.885998
408	701	47.435382
408	905	47.638939
408	116	47.982064
408	393	48.505429
408	174	48.641214
408	528	48.776837
408	339	48.899764
