host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
10,329,none,1,10,1/10,10
112,202,complex,2,10,2/10,10
112,202,none,2,10,2/10,10
143,201,complex,5,10,5/10,10
143,201,trans,5,10,5/10,10
143,202,none,4,10,4/10,6
143,735,complex,4,10,4/10,7
143,735,trans,3,10,3/10,7
143,777,trans,9,10,9/10,10
143,811,none,1,10,1/10,7
143,811,trans,4,10,4/10,7
202,109,trans,10,10,10/10,10
202,112,trans,6,10,6/10,10
202,143,trans,2,10,2/10,6
202,217,complex,4,10,4/10,10
202,217,none,4,10,4/10,10
202,217,trans,2,10,2/10,10
202,329,none,1,10,1/10,10
202,329,trans,9,10,9/10,10
202,38,none,4,10,4/10,7
202,38,trans,3,10,3/10,7
217,942,complex,6,10,6/10,9
217,942,trans,3,10,3/10,9
326,811,none,2,10,2/10,6
326,811,trans,1,10,1/10,6
329,10,trans,9,10,9/10,10
38,896,trans,8,10,8/10,10
550,942,complex,2,10,2/10,10
550,942,trans,2,10,2/10,10
60,811,complex,2,10,2/10,9
60,811,none,1,10,1/10,9
735,811,complex,3,10,3/10,10
735,811,none,5,10,5/10,10
735,811,trans,2,10,2/10,10
777,143,trans,1,10,1/10,10
811,143,trans,2,10,2/10,7
811,326,trans,3,10,3/10,6
811,60,trans,6,10,6/10,9
896,38,trans,2,10,2/10,10
942,550,trans,6,10,6/10,10
942,997,complex,8,10,8/10,10
942,997,trans,2,10,2/10,10
