None	36	0.000000
36	360	1.058675
360	676	3.833581
36	19	4.043884
36	24	4.527390
676	676	4.553156
24	742	4.940858
24	509	5.056266
24	29	5.453215
19	201	5.487316
29	29	5.640000
201	408	5.665411
19	964	5.865913
36	657	5.874145
964	964	6.014450
360	477	6.201003
24	113	6.265490
509	744	6.318597
36	258	6.347792
744	744	6.398216
477	755	6.508963
36	395	6.707306
19	757	6.758603
24	833	7.031222
24	503	7.075203
509	509	7.213293
24	108	7.217816
258	610	8.037528
360	598	8.891670
610	87	8.924004
395	65	9.086101
610	610	9.119087
503	50	9.289101
19	19	9.491956
360	533	9.624751
113	228	9.625294
108	562	9.675384
65	2	9.784506
