host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
104,649,complex,3,10,3/10,10
104,649,none,1,10,1/10,10
104,777,trans,10,10,10/10,10
14,543,trans,9,10,9/10,10
14,708,trans,10,10,10/10,10
16,202,trans,1,10,1/10,10
16,315,none,1,10,1/10,10
16,315,trans,9,10,9/10,10
16,5,trans,9,10,9/10,10
19,22,complex,1,10,1/10,10
19,22,none,1,10,1/10,10
19,22,trans,1,10,1/10,10
202,16,trans,9,10,9/10,10
202,233,none,4,10,4/10,10
202,233,trans,2,10,2/10,10
209,304,none,10,10,10/10,10
22,14,trans,9,10,9/10,9
22,19,trans,7,10,7/10,10
22,209,trans,10,10,10/10,10
22,304,trans,10,10,10/10,10
22,64,complex,1,10,1/10,9
233,202,trans,4,10,4/10,10
233,622,none,6,10,6/10,6
233,64,none,6,10,6/10,7
233,649,none,6,10,6/10,6
233,90,none,6,10,6/10,7
303,91,none,1,10,1/10,10
472,41,trans,10,10,10/10,10
5,16,trans,1,10,1/10,10
543,14,trans,1,10,1/10,10
622,472,trans,10,10,10/10,10
622,64,none,6,10,6/10,7
622,649,none,6,10,6/10,6
622,677,complex,4,10,4/10,10
622,677,none,1,10,1/10,10
622,677,trans,5,10,5/10,10
622,90,complex,2,10,2/10,9
622,90,none,6,10,6/10,9
64,22,trans,8,10,8/10,9
64,233,trans,1,10,1/10,7
64,578,trans,10,10,10/10,10
64,622,trans,1,10,1/10,7
64,649,complex,2,10,2/10,8
64,649,none,6,10,6/10,8
64,738,none,8,10,8/10,9
64,738,trans,1,10,1/10,9
64,90,complex,1,10,1/10,10
64,90,none,8,10,8/10,10
64,90,trans,1,10,1/10,10
64,906,complex,4,10,4/10,10
64,906,none,5,10,5/10,10
64,906,trans,1,10,1/10,10
64,91,none,8,10,8/10,8
649,104,trans,6,10,6/10,10
649,738,none,8,10,8/10,8
649,90,none,8,10,8/10,8
649,906,complex,2,10,2/10,9
649,906,none,6,10,6/10,9
649,91,none,8,10,8/10,8
738,90,none,7,10,7/10,7
738,906,none,8,10,8/10,9
738,91,none,8,10,8/10,9
738,91,trans,1,10,1/10,9
90,233,trans,1,10,1/10,7
90,622,trans,1,10,1/10,9
90,906,none,8,10,8/10,8
90,91,none,7,10,7/10,7
906,649,trans,1,10,1/10,9
906,738,trans,1,10,1/10,9
906,91,none,7,10,7/10,8
906,91,trans,1,10,1/10,8
91,303,trans,9,10,9/10,10
