host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
10,139,trans,10,10,10/10,10
100,183,trans,10,10,10/10,10
100,271,none,10,10,10/10,10
102,917,none,9,10,9/10,10
134,564,trans,10,10,10/10,10
134,700,trans,9,10,9/10,9
134,81,complex,4,10,4/10,8
134,81,trans,4,10,4/10,8
137,134,trans,10,10,10/10,10
137,336,none,9,10,9/10,9
137,357,trans,10,10,10/10,10
137,713,none,10,10,10/10,10
137,912,trans,10,10,10/10,10
151,100,trans,10,10,10/10,10
151,103,trans,10,10,10/10,10
151,127,trans,10,10,10/10,10
151,271,trans,10,10,10/10,10
151,466,none,3,10,3/10,10
151,466,trans,7,10,7/10,10
151,621,trans,10,10,10/10,10
151,661,trans,10,10,10/10,10
151,847,trans,10,10,10/10,10
160,204,complex,1,10,1/10,10
160,204,trans,9,10,9/10,10
160,599,complex,2,10,2/10,10
160,599,trans,8,10,8/10,10
160,713,complex,2,10,2/10,10
175,24,trans,10,10,10/10,10
175,584,none,10,10,10/10,10
175,638,none,10,10,10/10,10
204,608,trans,10,10,10/10,10
204,640,trans,10,10,10/10,10
218,122,trans,10,10,10/10,10
218,587,trans,10,10,10/10,10
218,765,trans,10,10,10/10,10
218,891,trans,10,10,10/10,10
218,91,trans,10,10,10/10,10
227,466,none,1,10,1/10,10
23,704,none,10,10,10/10,10
23,719,none,10,10,10/10,10
23,909,none,10,10,10/10,10
336,30,trans,10,10,10/10,10
336,713,none,9,10,9/10,10
357,218,trans,10,10,10/10,10
466,227,trans,9,10,9/10,10
466,4,trans,10,10,10/10,10
466,496,trans,10,10,10/10,10
466,589,none,1,10,1/10,10
466,589,trans,9,10,9/10,10
584,638,none,10,10,10/10,10
584,79,none,1,10,1/10,10
584,79,trans,9,10,9/10,10
587,891,none,10,10,10/10,10
608,10,trans,10,10,10/10,10
700,81,complex,1,10,1/10,10
700,81,none,7,10,7/10,10
700,81,trans,1,10,1/10,10
704,719,none,10,10,10/10,10
704,909,none,10,10,10/10,10
713,160,trans,8,10,8/10,10
713,288,trans,10,10,10/10,10
713,336,trans,1,10,1/10,10
713,428,trans,10,10,10/10,10
719,909,none,10,10,10/10,10
81,102,trans,9,10,9/10,9
81,175,trans,10,10,10/10,10
81,463,trans,10,10,10/10,10
81,483,trans,10,10,10/10,10
81,584,trans,10,10,10/10,10
81,638,trans,10,10,10/10,10
81,700,trans,1,10,1/10,10
81,865,trans,10,10,10/10,10
81,917,trans,10,10,10/10,10
81,969,complex,5,10,5/10,10
81,969,trans,5,10,5/10,10
847,366,trans,10,10,10/10,10
912,151,trans,10,10,10/10,10
912,23,trans,10,10,10/10,10
912,704,trans,10,10,10/10,10
912,719,trans,10,10,10/10,10
912,909,trans,10,10,10/10,10
917,102,trans,1,10,1/10,10
