host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
12,387,complex,2,10,2/10,9
12,387,none,2,10,2/10,9
12,654,complex,1,10,1/10,10
12,654,trans,9,10,9/10,10
15,160,complex,1,10,1/10,6
15,160,none,5,10,5/10,6
15,172,complex,1,10,1/10,9
15,172,none,6,10,6/10,9
15,172,trans,1,10,1/10,9
15,232,complex,3,10,3/10,10
15,232,none,2,10,2/10,10
15,232,trans,5,10,5/10,10
15,477,complex,3,10,3/10,10
15,477,none,2,10,2/10,10
15,477,trans,5,10,5/10,10
15,63,none,6,10,6/10,6
15,752,none,6,10,6/10,8
160,172,none,5,10,5/10,6
160,172,trans,1,10,1/10,6
160,253,complex,4,10,4/10,10
160,253,none,1,10,1/10,10
160,253,trans,5,10,5/10,10
160,526,trans,10,10,10/10,10
160,63,none,7,10,7/10,9
160,752,complex,1,10,1/10,9
160,752,none,7,10,7/10,9
160,752,trans,1,10,1/10,9
160,90,none,7,10,7/10,7
17,80,complex,2,10,2/10,10
172,15,trans,1,10,1/10,9
172,63,none,6,10,6/10,6
172,752,none,6,10,6/10,8
197,63,none,2,10,2/10,8
197,699,complex,6,10,6/10,9
197,699,none,1,10,1/10,9
232,405,none,3,10,3/10,8
232,405,trans,5,10,5/10,8
232,80,complex,2,10,2/10,7
232,80,none,1,10,1/10,7
232,80,trans,4,10,4/10,7
238,387,complex,4,10,4/10,8
238,665,complex,3,10,3/10,8
238,665,none,2,10,2/10,8
238,665,trans,1,10,1/10,8
238,707,complex,1,10,1/10,6
238,707,none,3,10,3/10,6
238,707,trans,1,10,1/10,6
253,295,complex,2,10,2/10,9
253,295,none,1,10,1/10,9
253,295,trans,6,10,6/10,9
294,562,complex,5,10,5/10,10
294,562,trans,5,10,5/10,10
294,629,complex,1,10,1/10,10
294,629,trans,9,10,9/10,10
294,63,complex,3,10,3/10,8
294,699,complex,1,10,1/10,6
294,699,none,5,10,5/10,6
295,642,none,5,10,5/10,9
295,642,trans,4,10,4/10,9
387,12,trans,5,10,5/10,9
387,238,trans,4,10,4/10,8
387,665,complex,8,10,8/10,10
387,665,none,1,10,1/10,10
387,665,trans,1,10,1/10,10
387,707,complex,7,10,7/10,9
387,707,none,1,10,1/10,9
387,707,trans,1,10,1/10,9
387,90,complex,6,10,6/10,7
405,80,none,6,10,6/10,10
405,80,trans,2,10,2/10,10
477,895,complex,2,10,2/10,10
477,895,trans,8,10,8/10,10
63,160,trans,2,10,2/10,9
63,197,trans,6,10,6/10,8
63,294,trans,5,10,5/10,8
63,699,complex,5,10,5/10,7
63,699,none,1,10,1/10,7
63,699,trans,1,10,1/10,7
63,752,complex,2,10,2/10,9
63,752,none,7,10,7/10,9
63,90,none,7,10,7/10,9
63,90,trans,2,10,2/10,9
665,238,trans,2,10,2/10,8
665,707,complex,2,10,2/10,6
665,707,none,2,10,2/10,6
665,707,trans,2,10,2/10,6
699,197,trans,2,10,2/10,9
707,238,trans,1,10,1/10,6
752,15,trans,2,10,2/10,8
752,172,trans,2,10,2/10,8
752,90,none,7,10,7/10,7
80,17,trans,8,10,8/10,10
80,405,trans,2,10,2/10,10
80,810,none,2,10,2/10,10
80,810,trans,7,10,7/10,10
810,80,trans,1,10,1/10,10
90,387,trans,1,10,1/10,7
