host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6
12,1000_to_1099,1049.5,10,10,1,2,0.33849650000000003,0.33849650000000003,0.241433,0.701086,0.37981784444444444,0.37981784444444444,0.33849650000000003,0.33849650000000003,0.241433,0.701086,0.37981784444444444,0.37981784444444444,1,0,0,0,0,0
15,1000_to_1099,1049.5,10,10,1,6,2.0092907999999996,2.0092907999999996,2.353474,5.731876,3.281276044444444,3.281276044444444,2.0092907999999996,2.0092907999999996,2.353474,5.731876,3.281276044444444,3.281276044444444,1,0,0,0,0,0
160,1000_to_1099,1049.5,10,10,2,5,0.6901563000000001,0.30593733333333334,0.867359,1.2893809999999999,0.6179375333333333,0.47909783333333333,0.6901563000000001,0.30593733333333334,0.867359,1.2893809999999999,0.6179375333333333,0.47909783333333333,0.9,0.1,0,0,0,0
17,1000_to_1099,1049.5,10,10,1,1,0.1082198,0.1082198,0.094125,0.25158600000000003,0.15998644444444446,0.15998644444444446,0.1082198,0.1082198,0.094125,0.25158600000000003,0.15998644444444446,0.15998644444444446,1,0,0,0,0,0
172,1000_to_1099,1049.5,10,10,1,1,0.6413778,0.6413778,0.44179,1.569508,0.8784423555555555,0.8784423555555555,0.6413778,0.6413778,0.44179,1.569508,0.8784423555555555,0.8784423555555555,1,0,0,0,0,0
197,1000_to_1099,1049.5,10,10,1,8,0.1444696,0.1444696,0.126305,0.41067,0.2097690222222222,0.2097690222222222,0.1444696,0.1444696,0.126305,0.41067,0.2097690222222222,0.2097690222222222,1,0,0,0,0,0
232,1000_to_1099,1049.5,10,10,1,1,1.2303169999999999,1.2303169999999999,1.139309,3.0958099999999997,1.7803186222222223,1.7803186222222223,1.2303169999999999,1.2303169999999999,1.139309,3.0958099999999997,1.7803186222222223,1.7803186222222223,1,0,0,0,0,0
238,1000_to_1099,1049.5,10,10,1,6,0.5120962,0.5120962,0.417477,1.135563,0.7408866666666667,0.7408866666666667,0.5120962,0.5120962,0.417477,1.135563,0.7408866666666667,0.7408866666666667,1,0,0,0,0,0
253,1000_to_1099,1049.5,10,10,2,4,2.2746765,2.0514332222222222,1.9610979999999998,5.278447,3.4322205555555554,3.287142888888889,2.2746765,2.0514332222222222,1.9610979999999998,5.278447,3.4322205555555554,3.287142888888889,0.9,0.1,0,0,0,0
294,1000_to_1099,1049.5,10,10,1,7,1.4079465,1.4079465,1.47725,4.050917,2.132385577777778,2.132385577777778,1.4079465,1.4079465,1.47725,4.050917,2.132385577777778,2.132385577777778,1,0,0,0,0,0
295,1000_to_1099,1049.5,10,10,1,1,0.5688593,0.5688593,0.590989,1.362119,0.872289,0.872289,0.5688593,0.5688593,0.590989,1.362119,0.872289,0.872289,1,0,0,0,0,0
387,1000_to_1099,1049.5,10,10,5,5,4.6190024,2.2453236666666667,3.897663,10.376190999999999,7.715486755555555,2.8977606666666667,4.6190024,2.2453236666666667,3.897663,10.376190999999999,7.715486755555555,2.8977606666666667,0.3,0.3,0.2,0.1,0.1,0
405,1000_to_1099,1049.5,10,10,1,2,0.2804713,0.2804713,0.30105,0.8237630000000001,0.42335797777777784,0.42335797777777784,0.2804713,0.2804713,0.30105,0.8237630000000001,0.42335797777777784,0.42335797777777784,1,0,0,0,0,0
477,1000_to_1099,1049.5,10,10,1,2,1.7153641,1.7153641,1.678583,5.052998,2.4551338,2.4551338,1.7153641,1.7153641,1.678583,5.052998,2.4551338,2.4551338,1,0,0,0,0,0
526,1000_to_1099,1049.5,10,10,1,1,1.2253427000000001,1.2253427000000001,1.085996,2.9808609999999995,1.979766111111111,1.979766111111111,1.2253427000000001,1.2253427000000001,1.085996,2.9808609999999995,1.979766111111111,1.979766111111111,1,0,0,0,0,0
562,1000_to_1099,1049.5,10,10,1,1,0.2558535,0.2558535,0.304969,0.54774,0.3194066,0.3194066,0.2558535,0.2558535,0.304969,0.54774,0.3194066,0.3194066,1,0,0,0,0,0
629,1000_to_1099,1049.5,10,10,1,1,0.04142219999999999,0.04142219999999999,0.03896,0.09267500000000001,0.035173777777777776,0.035173777777777776,0.04142219999999999,0.04142219999999999,0.03896,0.09267500000000001,0.035173777777777776,0.035173777777777776,1,0,0,0,0,0
