host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
16,228,none,7,10,7/10,10
16,228,trans,3,10,3/10,10
16,281,trans,10,10,10/10,10
16,351,trans,10,10,10/10,10
16,671,trans,7,10,7/10,7
16,96,trans,10,10,10/10,10
228,571,trans,9,10,9/10,9
228,626,trans,10,10,10/10,10
281,371,trans,10,10,10/10,10
571,626,none,9,10,9/10,10
597,62,none,10,10,10/10,10
62,891,trans,10,10,10/10,10
626,571,trans,1,10,1/10,10
671,96,none,7,10,7/10,10
96,597,trans,10,10,10/10,10
96,62,trans,10,10,10/10,10
96,671,trans,3,10,3/10,10
96,785,trans,10,10,10/10,10
