host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
109,117,none,10,10,10/10,10
109,139,complex,1,10,1/10,10
109,139,trans,9,10,9/10,10
109,150,none,8,10,8/10,8
109,423,none,10,10,10/10,10
109,482,none,8,10,8/10,8
109,846,none,10,10,10/10,10
109,91,none,9,10,9/10,10
109,91,trans,1,10,1/10,10
117,150,none,8,10,8/10,8
117,218,trans,10,10,10/10,10
117,423,none,10,10,10/10,10
117,482,none,8,10,8/10,8
117,846,none,10,10,10/10,10
117,91,none,9,10,9/10,9
117,98,none,2,10,2/10,10
117,98,trans,8,10,8/10,10
138,129,trans,10,10,10/10,10
138,359,trans,10,10,10/10,10
138,91,complex,1,10,1/10,10
138,91,none,1,10,1/10,10
139,188,trans,10,10,10/10,10
139,26,complex,1,10,1/10,10
139,26,trans,9,10,9/10,10
145,312,trans,10,10,10/10,10
150,260,trans,10,10,10/10,10
150,423,none,8,10,8/10,8
150,482,none,10,10,10/10,10
150,846,none,8,10,8/10,8
150,91,none,8,10,8/10,10
165,270,trans,10,10,10/10,10
165,875,none,3,10,3/10,10
312,332,none,2,10,2/10,10
312,332,trans,8,10,8/10,10
382,464,none,6,10,6/10,10
382,464,trans,1,10,1/10,10
385,709,complex,1,10,1/10,10
385,709,trans,9,10,9/10,10
423,145,trans,10,10,10/10,10
423,425,trans,10,10,10/10,10
423,482,none,8,10,8/10,8
423,770,complex,2,10,2/10,10
423,770,trans,8,10,8/10,10
423,846,none,10,10,10/10,10
423,91,none,9,10,9/10,9
434,770,none,3,10,3/10,10
448,709,complex,1,10,1/10,10
464,382,trans,3,10,3/10,10
482,846,none,8,10,8/10,8
482,91,none,8,10,8/10,10
570,313,trans,10,10,10/10,10
709,448,trans,9,10,9/10,10
770,434,trans,7,10,7/10,10
770,886,none,1,10,1/10,10
770,886,trans,9,10,9/10,10
846,91,none,9,10,9/10,9
875,165,trans,7,10,7/10,10
875,94,none,5,10,5/10,10
91,138,trans,8,10,8/10,10
91,150,trans,2,10,2/10,10
91,482,trans,2,10,2/10,10
91,570,trans,10,10,10/10,10
91,60,trans,10,10,10/10,10
91,94,complex,2,10,2/10,10
91,94,trans,8,10,8/10,10
94,382,trans,7,10,7/10,7
94,385,trans,10,10,10/10,10
94,464,trans,9,10,9/10,9
94,802,trans,10,10,10/10,10
94,875,trans,5,10,5/10,10
98,859,trans,10,10,10/10,10
98,912,trans,10,10,10/10,10
