None	902	0.000000
902	186	2.291770
186	93	2.457920
186	732	3.483234
93	230	4.812270
230	20	4.978074
186	186	5.269191
230	130	5.638985
20	22	5.737986
22	959	6.096708
959	126	6.401997
130	142	6.589617
142	13	6.640419
126	389	6.695010
20	20	6.762236
22	11	6.873036
126	455	6.965340
22	28	7.061770
11	921	7.226820
126	580	7.326092
142	406	7.360074
13	710	7.758503
11	576	7.876729
142	107	8.112840
921	114	8.358986
13	418	8.360958
13	496	8.551536
22	118	8.649508
28	28	8.812892
406	577	8.930932
11	366	9.070646
580	211	9.376412
