host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
122,55,trans,10,10,10/10,10
137,56,complex,1,10,1/10,10
151,122,trans,10,10,10/10,10
151,157,trans,10,10,10/10,10
151,989,none,1,10,1/10,10
157,793,trans,10,10,10/10,10
157,838,trans,6,10,6/10,6
41,55,none,3,10,3/10,10
426,56,none,8,10,8/10,10
426,691,none,7,10,7/10,7
55,41,trans,7,10,7/10,10
56,137,trans,9,10,9/10,10
56,164,trans,10,10,10/10,10
56,426,trans,2,10,2/10,10
56,68,trans,10,10,10/10,10
56,691,none,8,10,8/10,10
56,691,trans,2,10,2/10,10
56,972,complex,1,10,1/10,10
793,838,none,6,10,6/10,10
793,838,trans,4,10,4/10,10
838,898,trans,10,10,10/10,10
972,426,trans,8,10,8/10,8
972,48,trans,10,10,10/10,10
972,56,trans,9,10,9/10,10
972,691,trans,8,10,8/10,8
972,911,trans,10,10,10/10,10
972,989,none,10,10,10/10,10
989,151,trans,9,10,9/10,10
