None	718	0.000000
718	62	0.753899
62	130	1.374915
62	674	1.941906
62	133	1.988507
62	4	2.106495
718	718	2.437528
130	508	2.569317
508	144	2.768574
4	158	2.884396
62	379	3.616955
133	133	3.831177
62	260	3.839927
62	21	3.980004
21	983	4.515339
130	178	4.577025
508	512	4.992327
130	130	5.075416
4	481	5.685125
983	983	5.688944
379	138	5.943155
21	21	6.223996
144	844	6.861744
158	523	7.410435
674	250	7.511248
178	836	8.224771
62	1	8.228836
138	162	8.357494
178	178	8.361501
162	866	8.441872
508	560	8.510943
138	336	8.721259
138	613	8.869860
1	1	8.916167
379	452	9.012737
379	386	9.039768
162	162	9.311755
508	230	9.369659
144	902	9.386305
379	30	9.582576
30	30	9.598257
386	171	9.607458
