host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
102,11,complex,1,10,1/10,8
102,11,none,7,10,7/10,8
102,141,complex,1,10,1/10,9
102,141,none,8,10,8/10,9
102,164,complex,3,10,3/10,10
102,164,none,6,10,6/10,10
102,18,complex,1,10,1/10,9
102,18,none,8,10,8/10,9
102,361,complex,2,10,2/10,6
102,361,none,4,10,4/10,6
102,908,complex,2,10,2/10,8
102,908,none,6,10,6/10,8
103,21,none,6,10,6/10,6
103,240,none,9,10,9/10,10
103,240,trans,1,10,1/10,10
103,663,none,9,10,9/10,9
103,909,none,9,10,9/10,10
103,909,trans,1,10,1/10,10
105,164,complex,7,10,7/10,9
105,164,none,1,10,1/10,9
105,579,complex,1,10,1/10,6
105,579,none,5,10,5/10,6
11,141,none,9,10,9/10,9
11,164,none,9,10,9/10,9
11,18,none,9,10,9/10,9
11,441,complex,1,10,1/10,10
11,441,none,1,10,1/10,10
11,441,trans,8,10,8/10,10
11,908,none,9,10,9/10,9
116,56,none,6,10,6/10,6
120,175,none,1,10,1/10,8
120,402,none,8,10,8/10,8
120,878,none,10,10,10/10,10
120,993,none,8,10,8/10,10
133,164,complex,2,10,2/10,6
133,164,none,3,10,3/10,6
133,175,complex,1,10,1/10,7
133,175,none,5,10,5/10,7
133,370,complex,5,10,5/10,8
133,370,none,1,10,1/10,8
133,370,trans,1,10,1/10,8
141,164,complex,2,10,2/10,10
141,164,none,8,10,8/10,10
141,18,none,10,10,10/10,10
141,372,none,2,10,2/10,6
141,372,trans,4,10,4/10,6
141,439,trans,10,10,10/10,10
141,501,none,2,10,2/10,10
141,501,trans,8,10,8/10,10
141,908,complex,1,10,1/10,8
141,908,none,7,10,7/10,8
152,164,complex,4,10,4/10,6
162,175,none,4,10,4/10,10
162,312,none,9,10,9/10,9
164,102,trans,1,10,1/10,10
164,105,trans,1,10,1/10,9
164,133,trans,1,10,1/10,6
164,152,trans,2,10,2/10,6
164,175,complex,5,10,5/10,7
164,175,none,1,10,1/10,7
164,175,trans,1,10,1/10,7
164,18,none,10,10,10/10,10
164,272,complex,8,10,8/10,10
164,272,trans,2,10,2/10,10
164,361,complex,5,10,5/10,7
164,361,none,2,10,2/10,7
164,370,complex,3,10,3/10,7
164,370,none,1,10,1/10,7
164,370,trans,3,10,3/10,7
164,49,complex,3,10,3/10,6
164,49,none,2,10,2/10,6
164,49,trans,1,10,1/10,6
164,541,complex,6,10,6/10,8
164,541,trans,2,10,2/10,8
164,579,complex,6,10,6/10,8
164,579,trans,2,10,2/10,8
164,908,none,8,10,8/10,9
164,908,trans,1,10,1/10,9
164,922,complex,5,10,5/10,8
164,922,trans,3,10,3/10,8
175,103,trans,10,10,10/10,10
175,120,trans,7,10,7/10,8
175,133,trans,1,10,1/10,7
175,162,trans,6,10,6/10,10
175,176,trans,10,10,10/10,10
175,21,trans,6,10,6/10,6
175,214,trans,10,10,10/10,10
175,240,trans,9,10,9/10,9
175,250,trans,10,10,10/10,10
175,274,trans,10,10,10/10,10
175,278,trans,10,10,10/10,10
175,302,trans,10,10,10/10,10
175,312,none,4,10,4/10,10
175,312,trans,6,10,6/10,10
175,370,complex,5,10,5/10,9
175,370,none,2,10,2/10,9
175,370,trans,1,10,1/10,9
175,387,trans,10,10,10/10,10
175,402,none,1,10,1/10,10
175,402,trans,9,10,9/10,10
175,562,trans,10,10,10/10,10
175,663,trans,9,10,9/10,9
175,682,trans,10,10,10/10,10
175,776,trans,10,10,10/10,10
175,805,none,1,10,1/10,10
175,805,trans,9,10,9/10,10
175,85,trans,10,10,10/10,10
175,878,none,1,10,1/10,8
175,878,trans,7,10,7/10,8
175,909,trans,9,10,9/10,9
175,993,none,1,10,1/10,8
175,993,trans,7,10,7/10,8
176,250,none,10,10,10/10,10
176,274,none,10,10,10/10,10
176,302,none,10,10,10/10,10
176,562,none,10,10,10/10,10
