host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
AJ199,AJ6,complex,21,21,21/21,21
AJ199,AJ86,complex,8,21,8/21,21
AJ199,AJ86,trans,13,21,13/21,21
AJ6,AJ86,complex,20,21,20/21,21
AJ6,AJ86,none,1,21,1/21,21
