None	939	0.000000
939	86	1.542105
86	33	4.448362
939	71	5.477612
939	21	5.550579
71	366	5.683552
71	190	5.956083
21	808	6.196556
366	366	6.515424
21	965	7.067618
71	108	7.333953
33	405	7.500819
405	764	7.738204
808	28	7.778440
190	464	7.793643
405	692	8.054604
939	61	8.071429
28	170	8.157164
464	464	8.243075
86	34	8.262695
170	876	8.474302
170	56	8.498464
108	213	8.580166
170	535	8.601892
33	33	8.653621
71	36	8.828182
34	612	9.305913
86	783	9.448347
61	117	9.469724
808	808	9.507625
21	159	9.594792
56	143	9.714425
213	597	9.741703
56	595	9.810433
535	432	9.833028
