host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
115,156,trans,7,10,7/10,7
115,35,none,1,10,1/10,10
115,772,none,1,10,1/10,10
115,772,trans,9,10,9/10,10
126,79,none,4,10,4/10,10
128,226,trans,10,10,10/10,10
128,80,none,2,10,2/10,10
146,257,complex,2,10,2/10,10
146,257,trans,8,10,8/10,10
146,315,trans,10,10,10/10,10
146,331,complex,3,10,3/10,10
146,331,trans,7,10,7/10,10
146,777,trans,10,10,10/10,10
156,772,none,6,10,6/10,9
168,331,complex,3,10,3/10,10
180,944,none,10,10,10/10,10
183,509,none,9,10,9/10,10
183,757,trans,10,10,10/10,10
257,265,complex,2,10,2/10,10
257,265,none,1,10,1/10,10
257,265,trans,7,10,7/10,10
257,710,trans,10,10,10/10,10
263,532,complex,1,10,1/10,10
263,532,none,1,10,1/10,10
263,862,complex,2,10,2/10,10
263,862,none,3,10,3/10,10
263,862,trans,5,10,5/10,10
265,845,trans,10,10,10/10,10
299,532,none,7,10,7/10,7
299,61,none,8,10,8/10,8
299,622,none,8,10,8/10,8
299,80,none,3,10,3/10,10
299,830,complex,1,10,1/10,9
299,830,none,8,10,8/10,9
331,168,trans,7,10,7/10,10
331,37,none,3,10,3/10,10
331,37,trans,7,10,7/10,10
331,74,none,3,10,3/10,10
331,74,trans,7,10,7/10,10
35,115,trans,9,10,9/10,10
35,120,trans,10,10,10/10,10
35,70,none,6,10,6/10,6
37,191,trans,10,10,10/10,10
509,183,trans,1,10,1/10,10
532,263,trans,8,10,8/10,10
532,61,none,6,10,6/10,6
532,622,complex,8,10,8/10,10
532,622,trans,2,10,2/10,10
532,80,complex,4,10,4/10,8
532,80,none,2,10,2/10,8
532,830,complex,1,10,1/10,8
532,830,none,7,10,7/10,8
575,179,trans,10,10,10/10,10
575,180,trans,10,10,10/10,10
575,80,complex,1,10,1/10,10
575,80,none,1,10,1/10,10
575,944,trans,10,10,10/10,10
61,622,none,7,10,7/10,7
61,80,complex,1,10,1/10,10
61,80,none,2,10,2/10,10
61,830,none,7,10,7/10,7
622,80,complex,1,10,1/10,8
622,80,none,2,10,2/10,8
622,830,none,8,10,8/10,8
74,79,trans,10,10,10/10,10
772,156,trans,3,10,3/10,9
777,184,trans,10,10,10/10,10
777,35,trans,10,10,10/10,10
777,70,trans,10,10,10/10,10
79,126,trans,6,10,6/10,10
80,105,trans,10,10,10/10,10
80,128,trans,8,10,8/10,10
80,146,trans,10,10,10/10,10
80,183,trans,9,10,9/10,9
80,299,trans,7,10,7/10,10
80,509,trans,10,10,10/10,10
80,532,trans,2,10,2/10,8
80,575,trans,8,10,8/10,10
80,61,trans,7,10,7/10,10
80,622,trans,5,10,5/10,8
80,82,none,2,10,2/10,10
80,82,trans,8,10,8/10,10
80,829,complex,1,10,1/10,10
80,829,trans,9,10,9/10,10
80,830,none,2,10,2/10,9
80,830,trans,7,10,7/10,9
