host.1,host.2,adjacent,contiguous,paths12,paths21,nodes1,nodes2,ancestry,min.distance.between.subgraphs
112,16,FALSE,FALSE,0,0,1,1,none,1.3583387
112,165,FALSE,FALSE,0,0,1,1,none,4.9938457000000005
16,165,FALSE,FALSE,1,0,1,1,anc,3.4948919999999997
112,176,FALSE,FALSE,0,0,1,1,none,2.9732077
16,176,FALSE,FALSE,1,0,1,1,anc,1.4742540000000002
165,176,TRUE,TRUE,0,1,1,1,desc,0.3873962
112,189,FALSE,FALSE,0,0,1,1,none,4.895149000000001
16,189,FALSE,FALSE,0,0,1,1,none,4.3020517
165,189,FALSE,FALSE,0,0,1,1,none,7.937558699999999
176,189,FALSE,FALSE,0,0,1,1,none,5.9169207
112,193,TRUE,TRUE,0,1,1,1,desc,0.975718
16,193,TRUE,TRUE,0,1,1,1,desc,0.358084
165,193,FALSE,FALSE,0,1,1,1,desc,3.9935909999999994
176,193,FALSE,FALSE,0,1,1,1,desc,1.9729530000000002
189,193,TRUE,TRUE,0,1,1,1,desc,1.94391
112,229,FALSE,FALSE,0,0,1,1,none,3.9537193
16,229,FALSE,FALSE,1,0,1,1,anc,2.4547656000000004
165,229,FALSE,FALSE,0,0,1,1,none,2.8710304
176,229,TRUE,TRUE,1,0,1,1,anc,0.915452
189,229,FALSE,FALSE,0,0,1,1,none,6.8974323
193,229,FALSE,FALSE,1,0,1,1,anc,2.9534646
112,230,FALSE,FALSE,0,0,1,1,none,4.973891300000001
16,230,FALSE,FALSE,1,0,1,1,anc,3.4749376
165,230,FALSE,FALSE,0,0,1,1,none,3.8912024
176,230,FALSE,FALSE,1,0,1,1,anc,1.9356239999999998
189,230,FALSE,FALSE,0,0,1,1,none,7.917604300000001
193,230,FALSE,FALSE,1,0,1,1,anc,3.9736366
229,230,FALSE,FALSE,1,0,1,1,anc,0.7557229999999999
112,232,FALSE,FALSE,0,0,1,1,none,1.8832537
16,232,TRUE,TRUE,1,0,1,1,anc,0.3843
165,232,FALSE,FALSE,0,1,1,1,desc,2.726396
176,232,TRUE,TRUE,0,1,1,1,desc,0.705758
189,232,FALSE,FALSE,0,0,1,1,none,4.8269667
193,232,FALSE,FALSE,1,0,1,1,anc,0.8829990000000001
229,232,FALSE,FALSE,0,1,1,1,desc,1.6862696000000001
230,232,FALSE,FALSE,0,1,1,1,desc,2.7064416
112,238,FALSE,FALSE,0,0,1,1,none,4.705329300000001
16,238,FALSE,FALSE,1,0,1,1,anc,3.2063756
165,238,FALSE,FALSE,0,0,1,1,none,3.6226404
176,238,FALSE,FALSE,1,0,1,1,anc,1.667062
189,238,FALSE,FALSE,0,0,1,1,none,7.6490423000000005
193,238,FALSE,FALSE,1,0,1,1,anc,3.7050745999999997
229,238,FALSE,FALSE,1,0,1,1,anc,0.487161
230,238,FALSE,FALSE,0,0,1,1,none,0.6587879999999999
232,238,FALSE,FALSE,1,0,1,1,anc,2.4378796
112,285,TRUE,TRUE,1,0,1,1,anc,0.138872
16,285,FALSE,FALSE,0,0,1,1,none,2.5571717
165,285,FALSE,FALSE,0,0,1,1,none,6.192678699999999
176,285,FALSE,FALSE,0,0,1,1,none,4.1720407
189,285,FALSE,FALSE,0,0,1,1,none,6.093982000000001
193,285,FALSE,FALSE,1,0,1,1,anc,2.174551
229,285,FALSE,FALSE,0,0,1,1,none,5.1525523
230,285,FALSE,FALSE,0,0,1,1,none,6.1727243000000005
232,285,FALSE,FALSE,0,0,1,1,none,3.0820867
238,285,FALSE,FALSE,0,0,1,1,none,5.9041623
112,292,FALSE,FALSE,0,0,1,1,none,1.6499575
16,292,FALSE,FALSE,0,0,1,1,none,1.0077868
165,292,FALSE,FALSE,0,0,1,1,none,4.6432938
176,292,FALSE,FALSE,0,0,1,1,none,2.6226558
189,292,FALSE,FALSE,0,0,1,1,none,4.5936705
193,292,TRUE,TRUE,0,0,1,1,none,0.5982879
229,292,FALSE,FALSE,0,0,1,1,none,3.6031674
230,292,FALSE,FALSE,0,0,1,1,none,4.6233394
232,292,FALSE,FALSE,0,0,1,1,none,1.5327018
238,292,FALSE,FALSE,0,0,1,1,none,4.3547774
285,292,FALSE,FALSE,0,0,1,1,none,2.8487905000000002
112,321,FALSE,FALSE,0,0,1,1,none,2.530124
16,321,FALSE,FALSE,0,0,1,1,none,1.8879533
165,321,FALSE,FALSE,0,0,1,1,none,5.523460299999999
176,321,FALSE,FALSE,0,0,1,1,none,3.5028222999999996
189,321,FALSE,FALSE,0,0,1,1,none,5.4738370000000005
193,321,FALSE,FALSE,0,0,1,1,none,1.4784544
229,321,FALSE,FALSE,0,0,1,1,none,4.4833339
230,321,FALSE,FALSE,0,0,1,1,none,5.5035059
232,321,FALSE,FALSE,0,0,1,1,none,2.4128683
238,321,FALSE,FALSE,0,0,1,1,none,5.2349439
285,321,FALSE,FALSE,0,0,1,1,none,3.728957
292,321,TRUE,TRUE,1,0,1,1,anc,0.618
112,369,FALSE,FALSE,0,0,1,1,none,4.9431314
16,369,FALSE,FALSE,1,0,1,1,anc,3.4441776999999996
165,369,TRUE,TRUE,0,0,1,1,none,0.1373221
176,369,TRUE,TRUE,1,0,1,1,anc,0.33668190000000003
189,369,FALSE,FALSE,0,0,1,1,none,7.886844399999999
193,369,FALSE,FALSE,1,0,1,1,anc,3.9428766999999993
229,369,FALSE,FALSE,0,0,1,1,none,2.8203161
230,369,FALSE,FALSE,0,0,1,1,none,3.8404881
232,369,FALSE,FALSE,1,0,1,1,anc,2.6756816999999997
238,369,FALSE,FALSE,0,0,1,1,none,3.5719260999999998
285,369,FALSE,FALSE,0,0,1,1,none,6.141964399999999
292,369,FALSE,FALSE,0,0,1,1,none,4.5925795
321,369,FALSE,FALSE,0,0,1,1,none,5.472745999999999
112,401,TRUE,TRUE,0,0,1,1,none,1.23519
16,401,FALSE,FALSE,0,0,1,1,none,0.9520187
165,401,FALSE,FALSE,0,0,1,1,none,4.5875257
176,401,FALSE,FALSE,0,0,1,1,none,2.5668877
189,401,FALSE,FALSE,0,0,1,1,none,4.488829000000001
193,401,TRUE,TRUE,1,0,1,1,anc,0.569398
229,401,FALSE,FALSE,0,0,1,1,none,3.5473993
230,401,FALSE,FALSE,0,0,1,1,none,4.5675713
232,401,FALSE,FALSE,0,0,1,1,none,1.4769337
238,401,FALSE,FALSE,0,0,1,1,none,4.2990093
