unique.split,parent.split,host,parent.host
AN12,unassigned_region-SPLIT1,AN12,unassigned_region
AN13,AN12,AN13,AN12
AR8-SPLIT1,unassigned_region-SPLIT1,AR8,unassigned_region
BC30,unassigned_region-SPLIT1,BC30,unassigned_region
BC46,BC30,BC46,BC30
AR7-SPLIT2,unassigned_region-SPLIT1,AR7,unassigned_region
AR8-SPLIT2,AR7-SPLIT2,AR8,AR7
AR9,AR8-SPLIT2,AR9,AR8
AR7-SPLIT1,AR8-SPLIT2,AR7,AR8
AR6-SPLIT1,AR8-SPLIT2,AR6,AR8
AR6-SPLIT2,AR8-SPLIT2,AR6,AR8
AR8-SPLIT3,AR7-SPLIT2,AR8,AR7
AR8-SPLIT4,AR7-SPLIT2,AR8,AR7
BU23,unassigned_region-SPLIT1,BU23,unassigned_region
BT68-SPLIT1,BT51-SPLIT4,BT68,BT51
BT51-SPLIT4,BU23,BT51,BU23
BT68-SPLIT2,BT51-SPLIT4,BT68,BT51
BT68-SPLIT3,BT51-SPLIT4,BT68,BT51
BT68-SPLIT4,BT51-SPLIT4,BT68,BT51
BT51-SPLIT1,BT68-SPLIT4,BT51,BT68
BT51-SPLIT2,BT68-SPLIT4,BT51,BT68
BT68-SPLIT5,BT51-SPLIT4,BT68,BT51
BT68-SPLIT6,BT51-SPLIT4,BT68,BT51
BT51-SPLIT3,BT68-SPLIT7,BT51,BT68
BT68-SPLIT7,BT51-SPLIT4,BT68,BT51
BU18,BU23,BU18,BU23
AV40-SPLIT2,unassigned_region-SPLIT1,AV40,unassigned_region
AV42,AV40-SPLIT2,AV42,AV40
AV40-SPLIT1,AV42,AV40,AV42
BN25-SPLIT9,unassigned_region-SPLIT1,BN25,unassigned_region
BN35-SPLIT1,BN25-SPLIT9,BN35,BN25
BN35-SPLIT2,BN25-SPLIT9,BN35,BN25
BN35-SPLIT3,BN25-SPLIT9,BN35,BN25
BN35-SPLIT4,BN25-SPLIT9,BN35,BN25
BN35-SPLIT5,BN25-SPLIT9,BN35,BN25
BN35-SPLIT6,BN25-SPLIT9,BN35,BN25
BN35-SPLIT7,BN25-SPLIT9,BN35,BN25
BN35-SPLIT8,BN25-SPLIT9,BN35,BN25
BN25-SPLIT1,BN35-SPLIT8,BN25,BN35
BN25-SPLIT2,BN35-SPLIT8,BN25,BN35
BN25-SPLIT3,BN35-SPLIT8,BN25,BN35
BN25-SPLIT4,BN35-SPLIT8,BN25,BN35
BN25-SPLIT5,BN35-SPLIT8,BN25,BN35
BN25-SPLIT6,BN35-SPLIT8,BN25,BN35
BN25-SPLIT7,BN35-SPLIT8,BN25,BN35
BN35-SPLIT9,BN25-SPLIT9,BN35,BN25
BN35-SPLIT10,BN25-SPLIT9,BN35,BN25
BN35-SPLIT11,BN25-SPLIT9,BN35,BN25
BN25-SPLIT8,BN35-SPLIT11,BN25,BN35
AC124-SPLIT2,unassigned_region-SPLIT1,AC124,unassigned_region
AC121-SPLIT1,AC124-SPLIT2,AC121,AC124
AC124-SPLIT1,AC121-SPLIT1,AC124,AC121
