host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9,prop.gp.10,prop.gp.11,prop.gp.12,prop.gp.13,prop.gp.14,prop.gp.15,prop.gp.16,prop.gp.17,prop.gp.18
BB45,1400_to_1499,1449.5,92,92,4,5,0.09427289130434788,0.09713155172413797,0.0612,0.20060200000000003,0.045341074534161495,0.035272941459502806,0.09427289130434788,0.09713155172413797,0.0612,0.20060200000000003,0.045341074534161495,0.035272941459502806,0.9456521739130435,0.03260869565217391,0.010869565217391304,0.010869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC30,1400_to_1499,1449.5,17,17,1,9,0.008240000000000004,0.008240000000000004,0.018826,0.032873,0.009280014705882352,0.009280014705882352,0.008240000000000004,0.008240000000000004,0.018826,0.032873,0.009280014705882352,0.009280014705882352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC46,1400_to_1499,1449.5,57,57,4,4,0.037328894736842096,0.03428444999999999,0.023779,0.12101100000000004,0.0433041052631579,0.025819356410256414,0.037328894736842096,0.03428444999999999,0.023779,0.12101100000000004,0.0433041052631579,0.025819356410256414,0.7017543859649122,0.2631578947368421,0.017543859649122806,0.017543859649122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BD002,1400_to_1499,1449.5,23,23,14,22,0.006007565217391304,0.0038280000000000002,0.014046,0.041734999999999994,0.011892308300395256,0.0076548,0.006007565217391304,0.0038280000000000002,0.014046,0.041734999999999994,0.011892308300395256,0.0076548,0.2608695652173913,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0,0,0,0
BD003,1400_to_1499,1449.5,29,29,11,25,0.009240103448275859,0.016805874999999998,0.047529,0.06600800000000001,0.018174512315270935,0.02936639285714286,0.009240103448275859,0.016805874999999998,0.047529,0.06600800000000001,0.018174512315270935,0.02936639285714286,0.27586206896551724,0.2413793103448276,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0,0,0,0,0,0,0
BD004,1400_to_1499,1449.5,17,17,11,15,0.004320352941176471,0.004562333333333334,0.018478,0.027652000000000003,0.00863164705882353,0.009124,0.004320352941176471,0.004562333333333334,0.018478,0.027652000000000003,0.00863164705882353,0.009124,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0,0
BD005,1400_to_1499,1449.5,20,20,12,16,0.0092015,0.0034352499999999995,0.028161,0.046655,0.010980578947368421,0.006869166666666666,0.0092015,0.0034352499999999995,0.028161,0.046655,0.010980578947368421,0.006869166666666666,0.2,0.15,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0
BE04,1400_to_1499,1449.5,3,3,1,1,0.001535666666666667,0.001535666666666667,0.0046040000000000005,0.004605000000000001,0.003070666666666667,0.003070666666666667,0.001535666666666667,0.001535666666666667,0.0046040000000000005,0.004605000000000001,0.003070666666666667,0.003070666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE24,1400_to_1499,1449.5,13,13,13,13,0.0875536153846154,0,0.07155900000000001,0.20525900000000002,0.10224200000000001,NA,0.0875536153846154,0,0.07155900000000001,0.20525900000000002,0.10224200000000001,NA,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,0,0
BEHCW,1400_to_1499,1449.5,1,1,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEPA,1400_to_1499,1449.5,73,73,1,43,0.08062886301369866,0.08062886301369866,0.035503,0.21508900000000003,0.09337092465753426,0.09337092465753426,0.08062886301369866,0.08062886301369866,0.035503,0.21508900000000003,0.09337092465753426,0.09337092465753426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI10,1400_to_1499,1449.5,16,16,3,14,0.00975025,0.009103538461538462,0.028596,0.061587,0.018626816666666667,0.017108692307692307,0.00975025,0.009103538461538462,0.028596,0.061587,0.018626816666666667,0.017108692307692307,0.8125,0.125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI21,1400_to_1499,1449.5,21,21,13,14,0.02337985714285714,0.0209588,0.064777,0.14038099999999998,0.04252552380952381,0.0161672,0.02337985714285714,0.0209588,0.064777,0.14038099999999998,0.04252552380952381,0.0161672,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0,0,0,0,0
BI29,1400_to_1499,1449.5,25,25,8,18,0.019252959999999993,0.012518090909090908,0.039386,0.087591,0.023176993333333333,0.01784901818181818,0.019252959999999993,0.012518090909090908,0.039386,0.087591,0.023176993333333333,0.01784901818181818,0.44,0.24,0.08,0.08,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0
BI38,1400_to_1499,1449.5,12,12,3,5,0.02582983333333333,0.018288600000000002,0.042667,0.105431,0.04259427272727273,0.0326424,0.02582983333333333,0.018288600000000002,0.042667,0.105431,0.04259427272727273,0.0326424,0.8333333333333334,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ23,1400_to_1499,1449.5,5,5,5,5,0.0037241999999999996,0,0.009330999999999997,0.013979999999999996,0.007446399999999999,NA,0.0037241999999999996,0,0.009330999999999997,0.013979999999999996,0.007446399999999999,NA,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ25,1400_to_1499,1449.5,13,13,4,5,0.02589961538461538,0.004620888888888888,0.023528999999999998,0.05595599999999999,0.019947205128205126,0.008213944444444442,0.02589961538461538,0.004620888888888888,0.023528999999999998,0.05595599999999999,0.019947205128205126,0.008213944444444442,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ28,1400_to_1499,1449.5,40,40,2,22,0.022276599999999997,0.022954459459459453,0.023795,0.084521,0.028144358974358973,0.02946321021021021,0.022276599999999997,0.022954459459459453,0.023795,0.084521,0.028144358974358973,0.02946321021021021,0.925,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ30,1400_to_1499,1449.5,5,5,2,2,0.032683000000000004,0.0015780000000000002,0.051454,0.065522,0.0365014,0.0031553333333333333,0.032683000000000004,0.0015780000000000002,0.051454,0.065522,0.0365014,0.0031553333333333333,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BK269,1400_to_1499,1449.5,9,9,4,6,0.0051957777777777775,0.0046647500000000005,0.014094999999999998,0.028061999999999997,0.010126444444444443,0.007769166666666666,0.0051957777777777775,0.0046647500000000005,0.014094999999999998,0.028061999999999997,0.010126444444444443,0.007769166666666666,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BK270,1400_to_1499,1449.5,20,20,7,15,0.0137653,0.010532583333333333,0.018789,0.061007000000000006,0.018239442105263157,0.018938954545454547,0.0137653,0.010532583333333333,0.018789,0.061007000000000006,0.018239442105263157,0.018938954545454547,0.6,0.1,0.1,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0
BK271,1400_to_1499,1449.5,12,12,5,10,0.007792916666666668,0.009348571428571428,0.009435,0.03748,0.013462136363636364,0.012476761904761905,0.007792916666666668,0.009348571428571428,0.009435,0.03748,0.013462136363636364,0.012476761904761905,0.5833333333333334,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
BN25,1400_to_1499,1449.5,37,37,13,15,0.07415113513513515,0.013035999999999997,0.086295,0.20995999999999998,0.07385042942942943,0.02493709090909091,0.07415113513513515,0.013035999999999997,0.086295,0.20995999999999998,0.07385042942942943,0.02493709090909091,0.2972972972972973,0.24324324324324326,0.10810810810810811,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0,0,0,0,0
BN35,1400_to_1499,1449.5,23,23,2,17,0.06829404347826086,0.06758268181818182,0.084704,0.145653,0.06431004743083005,0.06517991774891775,0.06829404347826086,0.06758268181818182,0.084704,0.145653,0.06431004743083005,0.06517991774891775,0.9565217391304348,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BP22,1400_to_1499,1449.5,26,26,3,25,0.015562615384615385,0.015671749999999998,0.014577,0.04307,0.014864387692307692,0.015289427536231883,0.015562615384615385,0.015671749999999998,0.014577,0.04307,0.014864387692307692,0.015289427536231883,0.9230769230769231,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BP45,1400_to_1499,1449.5,22,22,15,18,0.014483318181818179,0.006353333333333333,0.019146999999999997,0.028709999999999996,0.011511450216450217,0.009518666666666667,0.014483318181818179,0.006353333333333333,0.019146999999999997,0.028709999999999996,0.011511450216450217,0.009518666666666667,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0,0,0
BT51,1400_to_1499,1449.5,18,18,3,13,0.016362111111111105,0.010771399999999999,0.009381999999999998,0.032655000000000003,0.011298718954248365,0.006531822222222221,0.016362111111111105,0.010771399999999999,0.009381999999999998,0.032655000000000003,0.011298718954248365,0.006531822222222221,0.5555555555555556,0.3888888888888889,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT68,1400_to_1499,1449.5,11,11,8,11,0.011005,0.003495,0.013971,0.027922999999999996,0.009644763636363636,0.0069893333333333335,0.011005,0.003495,0.013971,0.027922999999999996,0.009644763636363636,0.0069893333333333335,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0,0,0,0,0,0,0,0,0
BU18,1400_to_1499,1449.5,22,22,3,3,0.012746727272727269,0.0042217,0.014082,0.032673999999999995,0.010088225108225107,0.008387894736842105,0.012746727272727269,0.0042217,0.014082,0.032673999999999995,0.010088225108225107,0.008387894736842105,0.9090909090909091,0.045454545454545456,0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BU23,1400_to_1499,1449.5,22,22,1,10,0.0135445,0.0135445,0.018946,0.037537,0.01169221212121212,0.01169221212121212,0.0135445,0.0135445,0.018946,0.037537,0.01169221212121212,0.01169221212121212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX1,1400_to_1499,1449.5,10,10,9,9,0.024962099999999997,0.01357,0.047094,0.09699,0.03967268888888889,0.02714,0.024962099999999997,0.01357,0.047094,0.09699,0.03967268888888889,0.02714,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0
BX100,1400_to_1499,1449.5,26,26,1,15,0.018026,0.018026,0.038351,0.075118,0.024051864615384617,0.024051864615384617,0.018026,0.018026,0.038351,0.075118,0.024051864615384617,0.024051864615384617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX308,1400_to_1499,1449.5,7,7,1,6,0.015341000000000002,0.015341000000000002,0.014114999999999999,0.023240999999999998,0.010518095238095238,0.010518095238095238,0.015341000000000002,0.015341000000000002,0.014114999999999999,0.023240999999999998,0.010518095238095238,0.010518095238095238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA20,1500_to_1599,1549.5,17,17,1,3,0.00697735294117647,0.00697735294117647,0.013752,0.031888,0.013746794117647058,0.013746794117647058,0.00697735294117647,0.00697735294117647,0.013752,0.031888,0.013746794117647058,0.013746794117647058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA45,1500_to_1599,1549.5,75,75,6,22,0.11768698666666666,0.033233307692307694,0.13589299999999999,0.330588,0.09852960792792792,0.02757883130904184,0.11768698666666666,0.033233307692307694,0.13589299999999999,0.330588,0.09852960792792792,0.02757883130904184,0.52,0.26666666666666666,0.17333333333333334,0.013333333333333334,0.013333333333333334,0.013333333333333334,0,0,0,0,0,0,0,0,0,0,0,0
AA8,1500_to_1599,1549.5,26,26,4,17,0.010846923076923077,0.005911260869565217,0.099064,0.13239499999999998,0.021537495384615385,0.01181501185770751,0.010846923076923077,0.005911260869565217,0.099064,0.13239499999999998,0.021537495384615385,0.01181501185770751,0.8846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB117,1500_to_1599,1549.5,16,16,1,8,0.007624375,0.007624375,0.018147,0.04534099999999999,0.013888566666666666,0.013888566666666666,0.007624375,0.007624375,0.018147,0.04534099999999999,0.013888566666666666,0.013888566666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB120,1500_to_1599,1549.5,32,32,2,5,0.06252684375,0.021040700000000002,0.07445,0.21772000000000002,0.08923052620967742,0.025719947368421054,0.06252684375,0.021040700000000002,0.07445,0.21772000000000002,0.08923052620967742,0.025719947368421054,0.625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC121,1500_to_1599,1549.5,20,20,3,9,0.021830299999999997,0.020887294117647056,0.018435,0.072648,0.025549778947368422,0.023155867647058823,0.021830299999999997,0.020887294117647056,0.018435,0.072648,0.025549778947368422,0.023155867647058823,0.85,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122,1500_to_1599,1549.5,13,13,1,1,0.0031516153846153847,0.0031516153846153847,0.00913,0.018227,0.006299923076923077,0.006299923076923077,0.0031516153846153847,0.0031516153846153847,0.00913,0.018227,0.006299923076923077,0.006299923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC123,1500_to_1599,1549.5,19,19,1,4,0.036169947368421045,0.036169947368421045,0.028311,0.065276,0.021508994152046785,0.021508994152046785,0.036169947368421045,0.036169947368421045,0.028311,0.065276,0.021508994152046785,0.021508994152046785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC124,1500_to_1599,1549.5,34,34,4,15,0.27541632352941164,0.06978883333333334,0.22244399999999998,0.5857489999999997,0.23170598752228158,0.0460489393939394,0.27541632352941164,0.06978883333333334,0.22244399999999998,0.5857489999999997,0.23170598752228158,0.0460489393939394,0.35294117647058826,0.3235294117647059,0.23529411764705882,0.08823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD001,1500_to_1599,1549.5,8,8,3,5,0.013498625,2.25e-6,0.017998,0.027000000000000003,0.016071678571428574,3.1666666666666667e-6,0.013498625,2.25e-6,0.017998,0.027000000000000003,0.016071678571428574,3.1666666666666667e-6,0.5,0.375,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AD002,1500_to_1599,1549.5,68,68,3,18,0.1662846176470588,0.16881996666666663,0.070471,0.398292,0.1252734021071115,0.13363052768361583,0.1662846176470588,0.16881996666666663,0.070471,0.398292,0.1252734021071115,0.13363052768361583,0.8823529411764706,0.10294117647058823,0.014705882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE12,1500_to_1599,1549.5,6,6,1,5,0.0030331666666666666,0.0030331666666666666,0.009107,0.01365,0.006063000000000001,0.006063000000000001,0.0030331666666666666,0.0030331666666666666,0.009107,0.01365,0.006063000000000001,0.006063000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE3,1500_to_1599,1549.5,9,9,2,5,0.013621000000000001,0.01214025,0.011405,0.045724,0.02117477777777778,0.01830842857142857,0.013621000000000001,0.01214025,0.011405,0.045724,0.02117477777777778,0.01830842857142857,0.8888888888888888,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE4,1500_to_1599,1549.5,14,14,2,6,0.017832357142857143,0.015648769230769233,0.032647999999999996,0.04622,0.012104516483516483,0.007985974358974359,0.017832357142857143,0.015648769230769233,0.032647999999999996,0.04622,0.012104516483516483,0.007985974358974359,0.9285714285714286,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH05,1500_to_1599,1549.5,35,35,1,11,0.09667471428571428,0.09667471428571428,0.091913,0.202742,0.06630036302521009,0.06630036302521009,0.09667471428571428,0.09667471428571428,0.091913,0.202742,0.06630036302521009,0.06630036302521009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AH10,1500_to_1599,1549.5,18,18,1,1,0.011927999999999998,0.011927999999999998,0.013739,0.036629,0.019198980392156863,0.019198980392156863,0.011927999999999998,0.011927999999999998,0.013739,0.036629,0.019198980392156863,0.019198980392156863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI001,1500_to_1599,1549.5,12,12,3,9,0.007885666666666668,0.005573,0.02312,0.032228,0.011810848484848485,0.010909857142857143,0.007885666666666668,0.005573,0.02312,0.032228,0.011810848484848485,0.010909857142857143,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI002,1500_to_1599,1549.5,18,18,9,18,0.07538227777777778,0.0330814,0.097969,0.196765,0.09129749673202615,0.04836986666666667,0.07538227777777778,0.0330814,0.097969,0.196765,0.09129749673202615,0.04836986666666667,0.5555555555555556,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0,0,0
AI003,1500_to_1599,1549.5,8,8,7,7,0.13584525000000003,0.0068544999999999995,0.20232599999999998,0.301492,0.16124092857142855,0.013708999999999999,0.13584525000000003,0.0068544999999999995,0.20232599999999998,0.301492,0.16124092857142855,0.013708999999999999,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0
AI004,1500_to_1599,1549.5,29,29,14,22,0.15995655172413792,0.1309561818181818,0.079639,0.339788,0.15971279310344827,0.12096454545454546,0.15995655172413792,0.1309561818181818,0.079639,0.339788,0.15971279310344827,0.12096454545454546,0.3793103448275862,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0,0,0,0
AI005,1500_to_1599,1549.5,10,10,6,9,0.0741874,0.0054564,0.088809,0.21057000000000003,0.0923596888888889,0.010005,0.0741874,0.0054564,0.088809,0.21057000000000003,0.0923596888888889,0.010005,0.5,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
AI007,1500_to_1599,1549.5,7,7,4,5,0.007343857142857143,0.004686,0.00937,0.023409,0.013349142857142858,0.009372,0.007343857142857143,0.004686,0.00937,0.023409,0.013349142857142858,0.009372,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI052,1500_to_1599,1549.5,5,5,3,5,0.010030800000000001,2e-6,0.018296000000000003,0.031952,0.0182412,3.3333333333333333e-6,0.010030800000000001,2e-6,0.018296000000000003,0.031952,0.0182412,3.3333333333333333e-6,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI102,1500_to_1599,1549.5,7,7,2,5,0.011739571428571429,0.0068645,0.018219999999999997,0.036542,0.016551809523809524,0.013138733333333335,0.011739571428571429,0.0068645,0.018219999999999997,0.036542,0.016551809523809524,0.013138733333333335,0.8571428571428571,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
