unique.split,parent.split,host,parent.host
AR7,unassigned_region-SPLIT1,AR7,unassigned_region
AR8-SPLIT1,AR7,AR8,AR7
AR6-SPLIT1,AR8-SPLIT1,AR6,AR8
AR6-SPLIT2,AR8-SPLIT1,AR6,AR8
AR9,AR7,AR9,AR7
AR8-SPLIT2,AR7,AR8,AR7
AR8-SPLIT3,unassigned_region-SPLIT1,AR8,unassigned_region
BC46,AR8-SPLIT3,BC46,AR8
BC30,BC46,BC30,BC46
AV40-SPLIT5,unassigned_region-SPLIT1,AV40,unassigned_region
AV42,AV40-SPLIT5,AV42,AV40
AV40-SPLIT1,AV42,AV40,AV42
AV40-SPLIT2,AV42,AV40,AV42
AV40-SPLIT3,AV42,AV40,AV42
AV40-SPLIT4,AV42,AV40,AV42
AN12,unassigned_region-SPLIT1,AN12,unassigned_region
AJ6-SPLIT2,AN12,AJ6,AN12
AJ199-SPLIT1,AJ6-SPLIT2,AJ199,AJ6
AJ199-SPLIT2,AJ6-SPLIT2,AJ199,AJ6
AJ199-SPLIT4,AJ6-SPLIT2,AJ199,AJ6
AJ86-SPLIT2,AJ199-SPLIT4,AJ86,AJ199
AJ6-SPLIT1,AJ86-SPLIT2,AJ6,AJ86
AJ199-SPLIT3,AJ86-SPLIT2,AJ199,AJ86
AA45-SPLIT5,AJ199-SPLIT3,AA45,AJ199
AA8-SPLIT4,AA45-SPLIT5,AA8,AA45
AA8-SPLIT1,AA45-SPLIT3,AA8,AA45
AA45-SPLIT3,AA8-SPLIT4,AA45,AA8
AA20,AA45-SPLIT3,AA20,AA45
AA45-SPLIT1,AA20,AA45,AA20
AA45-SPLIT2,AA20,AA45,AA20
AB120-SPLIT2,unassigned_region-SPLIT2,AB120,unassigned_region
AB117-SPLIT2,AB120-SPLIT2,AB117,AB120
AB120-SPLIT1,AB117-SPLIT2,AB120,AB117
AB117-SPLIT1,AB120-SPLIT1,AB117,AB120
AW22-SPLIT1,unassigned_region-SPLIT2,AW22,unassigned_region
AW2-SPLIT3,unassigned_region-SPLIT2,AW2,unassigned_region
AW22-SPLIT2,AW2-SPLIT3,AW22,AW2
AW21-SPLIT3,AW22-SPLIT2,AW21,AW22
AW7-SPLIT1,AW21-SPLIT3,AW7,AW21
AL200,AW21-SPLIT3,AL200,AW21
AL204-SPLIT1,AL200,AL204,AL200
AL204-SPLIT2,AL200,AL204,AL200
AW2-SPLIT2,AW21-SPLIT3,AW2,AW21
AW4-SPLIT1,AW2-SPLIT2,AW4,AW2
AW2-SPLIT1,AW4-SPLIT1,AW2,AW4
AW8-SPLIT1,AW2-SPLIT2,AW8,AW2
AW8-SPLIT2,AW2-SPLIT2,AW8,AW2
AW8-SPLIT3,AW2-SPLIT2,AW8,AW2
AW8-SPLIT4,AW2-SPLIT2,AW8,AW2
AW13-SPLIT1,AW21-SPLIT3,AW13,AW21
AW34-SPLIT1,AW21-SPLIT3,AW34,AW21
AW10-SPLIT1,AW21-SPLIT3,AW10,AW21
AW34-SPLIT2,AW1-SPLIT5,AW34,AW1
AW1-SPLIT1,AW34-SPLIT2,AW1,AW34
AW15-SPLIT1,AW7-SPLIT4,AW15,AW7
AW28-SPLIT1,AW7-SPLIT4,AW28,AW7
AW10-SPLIT2,AW28-SPLIT1,AW10,AW28
AW34-SPLIT3,AW28-SPLIT1,AW34,AW28
AW1-SPLIT2,unassigned_region-SPLIT3,AW1,unassigned_region
AW7-SPLIT2,unassigned_region-SPLIT3,AW7,unassigned_region
AW18,unassigned_region-SPLIT3,AW18,unassigned_region
AW13-SPLIT2,AW28-SPLIT1,AW13,AW28
AW10-SPLIT3,unassigned_region-SPLIT4,AW10,unassigned_region
AW20-SPLIT1,unassigned_region-SPLIT4,AW20,unassigned_region
AW10-SPLIT4,unassigned_region-SPLIT5,AW10,unassigned_region
AW16-SPLIT1,unassigned_region-SPLIT5,AW16,unassigned_region
AW13-SPLIT3,unassigned_region-SPLIT6,AW13,unassigned_region
AW12-SPLIT2,unassigned_region-SPLIT6,AW12,unassigned_region
AW4-SPLIT2,AW12-SPLIT2,AW4,AW12
AW27-SPLIT1,unassigned_region-SPLIT7,AW27,unassigned_region
AW12-SPLIT1,AW27-SPLIT1,AW12,AW27
AW4-SPLIT3,unassigned_region-SPLIT7,AW4,unassigned_region
AW9-SPLIT1,AW7-SPLIT4,AW9,AW7
AW7-SPLIT4,AW1-SPLIT5,AW7,AW1
AW35-SPLIT2,AW7-SPLIT4,AW35,AW7
AW16-SPLIT2,AW35-SPLIT2,AW16,AW35
AW28-SPLIT2,AW35-SPLIT2,AW28,AW35
AW35-SPLIT1,AW28-SPLIT2,AW35,AW28
AW10-SPLIT5,AW35-SPLIT2,AW10,AW35
AW28-SPLIT3,AW7-SPLIT4,AW28,AW7
AW20-SPLIT2,unassigned_region-SPLIT8,AW20,unassigned_region
AW34-SPLIT4,unassigned_region-SPLIT8,AW34,unassigned_region
AW10-SPLIT6,AW13-SPLIT5,AW10,AW13
AW16-SPLIT3,AW13-SPLIT5,AW16,AW13
AW13-SPLIT5,AW7-SPLIT4,AW13,AW7
AW35-SPLIT3,AW13-SPLIT5,AW35,AW13
AW1-SPLIT3,AW35-SPLIT4,AW1,AW35
AW35-SPLIT4,AW13-SPLIT5,AW35,AW13
AW16-SPLIT4,AW35-SPLIT4,AW16,AW35
AW13-SPLIT4,AW35-SPLIT4,AW13,AW35
AW28-SPLIT4,AW35-SPLIT4,AW28,AW35
AW28-SPLIT5,AW35-SPLIT4,AW28,AW35
AW28-SPLIT6,AW35-SPLIT4,AW28,AW35
AW9-SPLIT2,AW35-SPLIT4,AW9,AW35
