host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
112,126,complex,1,10,1/10,10
112,176,none,10,10,10/10,10
112,300,complex,1,10,1/10,10
112,300,trans,9,10,9/10,10
122,380,trans,10,10,10/10,10
126,112,trans,9,10,9/10,10
126,176,trans,10,10,10/10,10
126,189,trans,10,10,10/10,10
126,319,trans,9,10,9/10,9
126,415,trans,10,10,10/10,10
126,478,trans,10,10,10/10,10
126,508,trans,9,10,9/10,9
126,574,trans,10,10,10/10,10
140,646,complex,1,10,1/10,10
140,646,none,5,10,5/10,10
170,135,trans,10,10,10/10,10
170,210,trans,10,10,10/10,10
170,279,trans,10,10,10/10,10
170,864,trans,10,10,10/10,10
180,306,complex,1,10,1/10,10
180,306,none,1,10,1/10,10
180,306,trans,8,10,8/10,10
180,371,none,10,10,10/10,10
189,415,none,10,10,10/10,10
253,178,trans,10,10,10/10,10
306,122,trans,10,10,10/10,10
306,717,trans,10,10,10/10,10
319,478,none,9,10,9/10,10
319,508,none,9,10,9/10,9
371,739,trans,10,10,10/10,10
371,852,none,1,10,1/10,10
371,852,trans,9,10,9/10,10
478,319,trans,1,10,1/10,10
478,508,none,9,10,9/10,10
478,508,trans,1,10,1/10,10
646,140,trans,4,10,4/10,10
646,717,complex,1,10,1/10,10
717,140,trans,6,10,6/10,6
717,646,trans,9,10,9/10,10
739,126,trans,10,10,10/10,10
739,170,trans,10,10,10/10,10
739,253,trans,10,10,10/10,10
739,269,trans,10,10,10/10,10
