None	46	0.000000
46	209	0.162087
46	133	1.691094
209	242	2.434873
133	133	2.834323
242	132	2.894601
209	69	3.260301
69	1	3.508781
132	276	4.117660
46	46	4.308160
132	277	4.326400
209	209	4.818716
1	1	4.853398
132	143	5.079189
143	808	5.539049
143	103	5.724202
132	376	5.969178
69	382	6.139932
69	69	6.228725
143	143	6.508771
132	371	7.020493
242	212	7.027342
132	123	7.061656
382	754	7.190543
103	359	7.207197
808	234	7.435970
132	293	7.458273
754	754	7.764413
123	186	8.005797
293	293	8.099911
382	989	8.283143
371	0	8.294689
123	388	8.420992
123	229	8.702434
103	106	8.865848
132	82	8.982849
123	129	9.068131
103	677	9.154374
382	565	9.327065
186	311	9.398267
82	651	9.608420
186	543	9.789044
359	536	9.973240
