host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4
122,1000_to_1099,1049.5,10,10,1,1,1.4217833999999998,1.4217833999999998,1.201999,3.014145,2.355477555555556,2.355477555555556,1.4217833999999998,1.4217833999999998,1.201999,3.014145,2.355477555555556,2.355477555555556,1,0,0,0
132,1000_to_1099,1049.5,10,10,1,1,0.9862340999999999,0.9862340999999999,0.732893,2.134041,1.4585810444444445,1.4585810444444445,0.9862340999999999,0.9862340999999999,0.732893,2.134041,1.4585810444444445,1.4585810444444445,1,0,0,0
136,1000_to_1099,1049.5,10,10,1,1,1.061391,1.061391,0.9391419999999999,1.970435,1.5781580444444445,1.5781580444444445,1.061391,1.061391,0.9391419999999999,1.970435,1.5781580444444445,1.5781580444444445,1,0,0,0
166,1000_to_1099,1049.5,10,10,1,1,1.2724673,1.2724673,1.076164,3.215162,2.1373052666666665,2.1373052666666665,1.2724673,1.2724673,1.076164,3.215162,2.1373052666666665,2.1373052666666665,1,0,0,0
220,1000_to_1099,1049.5,10,10,1,1,1.2785501000000001,1.2785501000000001,0.76025,2.8175120000000002,2.0161793111111113,2.0161793111111113,1.2785501000000001,1.2785501000000001,0.76025,2.8175120000000002,2.0161793111111113,2.0161793111111113,1,0,0,0
254,1000_to_1099,1049.5,10,10,1,1,0.7645018999999998,0.7645018999999998,0.63418,1.687262,1.3473202888888889,1.3473202888888889,0.7645018999999998,0.7645018999999998,0.63418,1.687262,1.3473202888888889,1.3473202888888889,1,0,0,0
258,1000_to_1099,1049.5,10,10,1,1,0.2117054,0.2117054,0.305558,0.391916,0.15935933333333333,0.15935933333333333,0.2117054,0.2117054,0.305558,0.391916,0.15935933333333333,0.15935933333333333,1,0,0,0
297,1000_to_1099,1049.5,10,10,1,1,1.6056721,1.6056721,1.020581,3.6793739999999997,2.584848733333333,2.584848733333333,1.6056721,1.6056721,1.020581,3.6793739999999997,2.584848733333333,2.584848733333333,1,0,0,0
419,1000_to_1099,1049.5,10,10,1,1,1.0071409,1.0071409,1.116693,2.238981,1.6873566444444443,1.6873566444444443,1.0071409,1.0071409,1.116693,2.238981,1.6873566444444443,1.6873566444444443,1,0,0,0
488,1000_to_1099,1049.5,10,10,1,1,1.7060568,1.7060568,1.643478,4.388596,3.0409339555555555,3.0409339555555555,1.7060568,1.7060568,1.643478,4.388596,3.0409339555555555,3.0409339555555555,1,0,0,0
