None	745	0.000000
745	229	0.729989
745	745	0.843861
229	250	10.657033
229	241	10.719839
229	59	10.853314
229	284	10.878960
229	248	11.745149
229	229	12.318239
59	978	15.977149
59	328	16.401659
59	59	16.725339
978	870	24.338188
978	945	24.588862
978	577	24.671040
978	381	25.389188
978	978	25.510689
577	132	25.773457
241	183	25.788014
577	577	25.868254
241	241	25.917899
870	528	26.917693
528	528	27.036542
870	372	27.354326
870	870	27.426030
183	845	28.106999
183	585	28.543625
183	273	28.873324
183	179	28.995148
183	183	29.098810
248	174	33.175789
945	233	33.402189
248	248	33.466206
945	945	33.594813
845	845	35.204523
132	89	36.958078
132	398	36.966650
250	609	37.072512
250	460	37.148434
132	594	37.295897
132	122	37.571583
250	172	37.614573
132	523	37.621053
250	269	37.805369
250	530	37.845976
132	28	37.890008
132	55	37.951576
132	195	37.955046
273	273	37.989864
132	132	38.042937
250	250	38.054296
179	671	40.450903
89	89	40.513906
179	135	40.561676
179	308	40.608174
28	886	41.077734
179	591	41.087103
179	179	41.102571
886	369	41.604817
886	886	41.778493
28	28	41.850183
122	813	43.338060
122	122	43.373447
591	595	44.187886
172	805	44.242710
172	118	44.649956
172	172	44.656373
591	405	44.698865
591	624	44.757061
609	609	45.397374
591	591	45.725512
381	138	46.072257
405	101	46.307052
405	52	46.462969
381	73	46.512406
381	381	46.623129
269	106	46.953183
594	12	47.040740
405	761	47.041433
405	923	47.095059
269	367	47.116963
594	594	47.137918
405	755	47.225960
405	405	47.283923
269	252	48.564417
