host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
103,247,complex,1,10,1/10,10
170,260,complex,2,10,2/10,10
170,311,none,3,10,3/10,9
170,311,trans,6,10,6/10,9
170,513,trans,10,10,10/10,10
170,840,complex,1,10,1/10,10
170,840,trans,9,10,9/10,10
19,264,trans,6,10,6/10,10
247,103,trans,9,10,9/10,10
247,630,complex,2,10,2/10,10
260,170,trans,8,10,8/10,10
260,309,complex,2,10,2/10,10
260,309,none,8,10,8/10,10
260,829,none,4,10,4/10,6
260,829,trans,2,10,2/10,6
260,860,trans,10,10,10/10,10
264,19,trans,4,10,4/10,10
309,762,complex,2,10,2/10,9
309,762,none,1,10,1/10,9
309,762,trans,6,10,6/10,9
309,829,complex,2,10,2/10,8
309,829,none,3,10,3/10,8
309,829,trans,3,10,3/10,8
582,829,complex,2,10,2/10,10
630,247,trans,8,10,8/10,10
630,860,complex,1,10,1/10,10
829,19,trans,6,10,6/10,6
829,582,trans,8,10,8/10,10
860,630,trans,9,10,9/10,10
