None	538	0.000000
538	362	0.075057
362	344	3.183637
362	307	4.614354
344	61	5.711014
307	307	5.843286
61	97	5.979454
344	127	6.909495
61	856	6.942521
127	89	7.212520
61	618	7.340944
61	542	7.363333
97	68	7.376462
89	562	7.614170
68	312	7.759921
61	114	8.357650
68	185	8.379779
89	18	8.434078
185	587	8.524634
97	17	8.689182
68	68	8.788994
344	167	8.868679
61	501	9.140249
61	623	9.162039
362	362	9.240762
587	373	9.339448
562	562	9.484330
17	554	9.636905
61	132	9.684449
344	388	9.734604
132	49	9.889850
