host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
121,273,none,10,10,10/10,10
121,70,trans,10,10,10/10,10
186,543,none,3,10,3/10,10
186,543,trans,7,10,7/10,10
186,9,complex,4,10,4/10,10
229,121,trans,10,10,10/10,10
229,148,trans,10,10,10/10,10
229,235,trans,10,10,10/10,10
229,273,trans,10,10,10/10,10
229,449,complex,3,10,3/10,10
229,449,none,7,10,7/10,10
229,812,none,7,10,7/10,7
229,9,none,8,10,8/10,8
235,127,trans,10,10,10/10,10
235,73,trans,10,10,10/10,10
235,931,trans,10,10,10/10,10
449,812,complex,2,10,2/10,10
449,812,none,7,10,7/10,10
449,812,trans,1,10,1/10,10
449,9,complex,1,10,1/10,9
449,9,none,8,10,8/10,9
70,714,trans,10,10,10/10,10
812,9,none,7,10,7/10,9
812,9,trans,1,10,1/10,9
9,186,trans,6,10,6/10,10
9,759,trans,9,10,9/10,9
9,812,trans,1,10,1/10,9
