host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5
108,1000_to_1099,1049.5,10,10,2,2,1.7727775000000001,1.3453774285714286,1.43411,4.124278,2.3209180666666667,1.2902248571428572,1.7727775000000001,1.3453774285714286,1.43411,4.124278,2.3209180666666667,1.2902248571428572,0.7,0.3,0,0,0
117,1000_to_1099,1049.5,10,10,1,4,0.4563435,0.4563435,0.416092,1.207867,0.6293412666666667,0.6293412666666667,0.4563435,0.4563435,0.416092,1.207867,0.6293412666666667,0.6293412666666667,1,0,0,0,0
121,1000_to_1099,1049.5,10,10,2,5,1.8928464000000003,1.8097893333333335,2.254861,5.163425,3.3045634222222224,3.0610001666666666,1.8928464000000003,1.8097893333333335,2.254861,5.163425,3.3045634222222224,3.0610001666666666,0.9,0.1,0,0,0
127,1000_to_1099,1049.5,10,10,1,1,1.2052459000000002,1.2052459000000002,1.017929,2.478649,1.3269154888888888,1.3269154888888888,1.2052459000000002,1.2052459000000002,1.017929,2.478649,1.3269154888888888,1.3269154888888888,1,0,0,0,0
128,1000_to_1099,1049.5,10,10,1,1,1.1251937,1.1251937,1.664862,3.919200000000001,1.818024288888889,1.818024288888889,1.1251937,1.1251937,1.664862,3.919200000000001,1.818024288888889,1.818024288888889,1,0,0,0,0
144,1000_to_1099,1049.5,10,10,1,1,1.3348308,1.3348308,1.419598,3.196865,2.2793877333333334,2.2793877333333334,1.3348308,1.3348308,1.419598,3.196865,2.2793877333333334,2.2793877333333334,1,0,0,0,0
146,1000_to_1099,1049.5,10,10,4,9,8.271790600000001,0.663335,8.78943,20.263306999999998,10.043367066666667,1.136166,8.271790600000001,0.663335,8.78943,20.263306999999998,10.043367066666667,1.136166,0.5,0.2,0.2,0.1,0
168,1000_to_1099,1049.5,10,10,3,8,0.7778616,0.683868,0.7545830000000002,1.9676520000000002,1.0621474222222222,0.8298423571428571,0.7778616,0.683868,0.7545830000000002,1.9676520000000002,1.0621474222222222,0.8298423571428571,0.8,0.1,0.1,0,0
170,1000_to_1099,1049.5,10,10,3,7,1.7569933,1.7499423333333333,1.545302,3.7977229999999995,2.7119377555555553,2.007925333333333,1.7569933,1.7499423333333333,1.545302,3.7977229999999995,2.7119377555555553,2.007925333333333,0.6,0.3,0.1,0,0
178,1000_to_1099,1049.5,10,10,1,1,2.1395798000000004,2.1395798000000004,2.938487,6.176241,2.6163844444444444,2.6163844444444444,2.1395798000000004,2.1395798000000004,2.938487,6.176241,2.6163844444444444,2.6163844444444444,1,0,0,0,0
187,1000_to_1099,1049.5,10,10,1,1,0.6178428000000001,0.6178428000000001,0.42689900000000003,1.4917600000000002,0.9843881777777779,0.9843881777777779,0.6178428000000001,0.6178428000000001,0.42689900000000003,1.4917600000000002,0.9843881777777779,0.9843881777777779,1,0,0,0,0
195,1000_to_1099,1049.5,10,10,2,2,0.7220188999999999,0.6204802857142857,0.517911,1.8094720000000002,1.0937578444444445,0.9015879047619048,0.7220188999999999,0.6204802857142857,0.517911,1.8094720000000002,1.0937578444444445,0.9015879047619048,0.7,0.3,0,0,0
20,1000_to_1099,1049.5,10,10,2,7,0.09837660000000001,0.10731075000000001,0.092393,0.28928,0.1654791111111111,0.1688337857142857,0.09837660000000001,0.10731075000000001,0.092393,0.28928,0.1654791111111111,0.1688337857142857,0.8,0.2,0,0,0
202,1000_to_1099,1049.5,10,10,2,5,8.019112000000002,2.7180954,6.316266000000001,18.43532,11.392513911111111,2.6044188,8.019112000000002,2.7180954,6.316266000000001,18.43532,11.392513911111111,2.6044188,0.5,0.5,0,0,0
214,1000_to_1099,1049.5,10,10,1,2,1.5769881,1.5769881,1.673774,4.582704,2.4032158444444445,2.4032158444444445,1.5769881,1.5769881,1.673774,4.582704,2.4032158444444445,2.4032158444444445,1,0,0,0,0
224,1000_to_1099,1049.5,10,10,2,2,2.025032,1.50234175,1.887457,4.039214,2.810745777777778,2.337354642857143,2.025032,1.50234175,1.887457,4.039214,2.810745777777778,2.337354642857143,0.8,0.2,0,0,0
251,1000_to_1099,1049.5,10,10,4,4,2.1355283,0.71912,3.8988,6.073964,3.297524288888889,1.203623,2.1355283,0.71912,3.8988,6.073964,3.297524288888889,1.203623,0.4,0.4,0.1,0.1,0
292,1000_to_1099,1049.5,10,10,2,3,5.5943738,3.6035811428571427,5.10731,11.620300999999998,7.411229733333333,6.006485428571429,5.5943738,3.6035811428571427,5.10731,11.620300999999998,7.411229733333333,6.006485428571429,0.7,0.3,0,0,0
295,1000_to_1099,1049.5,10,10,1,1,0.5983223000000001,0.5983223000000001,0.929868,1.916146,0.8703514444444445,0.8703514444444445,0.5983223000000001,0.5983223000000001,0.929868,1.916146,0.8703514444444445,0.8703514444444445,1,0,0,0,0
309,1000_to_1099,1049.5,10,10,1,1,1.4945391999999997,1.4945391999999997,1.047756,3.991593,2.3014976444444444,2.3014976444444444,1.4945391999999997,1.4945391999999997,1.047756,3.991593,2.3014976444444444,2.3014976444444444,1,0,0,0,0
342,1000_to_1099,1049.5,10,10,1,1,0.2735147,0.2735147,0.1822,0.6513289999999999,0.3714587777777778,0.3714587777777778,0.2735147,0.2735147,0.1822,0.6513289999999999,0.3714587777777778,0.3714587777777778,1,0,0,0,0
375,1000_to_1099,1049.5,10,10,1,1,1.2276700000000003,1.2276700000000003,1.323027,3.971383,2.105152933333333,2.105152933333333,1.2276700000000003,1.2276700000000003,1.323027,3.971383,2.105152933333333,2.105152933333333,1,0,0,0,0
427,1000_to_1099,1049.5,10,10,1,1,0.1747847,0.1747847,0.130986,0.385931,0.21745157777777777,0.21745157777777777,0.1747847,0.1747847,0.130986,0.385931,0.21745157777777777,0.21745157777777777,1,0,0,0,0
456,1000_to_1099,1049.5,10,10,1,2,1.3200642999999999,1.3200642999999999,1.73747,3.441765,1.9919019777777778,1.9919019777777778,1.3200642999999999,1.3200642999999999,1.73747,3.441765,1.9919019777777778,1.9919019777777778,1,0,0,0,0
459,1000_to_1099,1049.5,10,10,2,5,3.4297902000000002,2.969678333333333,6.255898,9.681221,5.040885511111111,4.0865205555555555,3.4297902000000002,2.969678333333333,6.255898,9.681221,5.040885511111111,4.0865205555555555,0.9,0.1,0,0,0
482,1000_to_1099,1049.5,10,10,1,4,1.0595786999999999,1.0595786999999999,0.871432,2.698808,1.5020268666666667,1.5020268666666667,1.0595786999999999,1.0595786999999999,0.871432,2.698808,1.5020268666666667,1.5020268666666667,1,0,0,0,0
491,1000_to_1099,1049.5,10,10,1,1,0.8640462,0.8640462,0.879569,2.31468,1.2817054222222222,1.2817054222222222,0.8640462,0.8640462,0.879569,2.31468,1.2817054222222222,1.2817054222222222,1,0,0,0,0
515,1000_to_1099,1049.5,10,10,1,1,2.653517,2.653517,2.04626,4.501258,2.8718123555555555,2.8718123555555555,2.653517,2.653517,2.04626,4.501258,2.8718123555555555,2.8718123555555555,1,0,0,0,0
576,1000_to_1099,1049.5,10,10,1,1,0.7695131999999999,0.7695131999999999,0.8028970000000001,1.8297560000000002,1.3452743999999999,1.3452743999999999,0.7695131999999999,0.7695131999999999,0.8028970000000001,1.8297560000000002,1.3452743999999999,1.3452743999999999,1,0,0,0,0
582,1000_to_1099,1049.5,10,10,1,1,7.9027316,7.9027316,6.666443,21.132237,12.351446622222221,12.351446622222221,7.9027316,7.9027316,6.666443,21.132237,12.351446622222221,12.351446622222221,1,0,0,0,0
