host.1,host.2,adjacent,contiguous,paths12,paths21,nodes1,nodes2,ancestry,min.distance.between.subgraphs
10,103,FALSE,FALSE,0,0,1,1,none,7.659612899999999
10,155,TRUE,TRUE,0,1,1,1,desc,0.0340922
103,155,FALSE,FALSE,0,0,1,1,none,7.289858999999999
10,200,FALSE,FALSE,0,0,1,1,none,Inf
103,200,FALSE,FALSE,1,0,1,1,anc,0.3521239
155,200,FALSE,FALSE,0,0,1,1,none,7.985853899999999
10,238,FALSE,FALSE,0,0,1,1,none,8.0917695
103,238,FALSE,FALSE,0,0,1,1,none,4.0142446000000005
155,238,FALSE,FALSE,0,0,1,1,none,7.7220156
200,238,FALSE,FALSE,0,0,1,1,none,4.710239500000001
10,245,FALSE,FALSE,0,0,1,1,none,Inf
103,245,TRUE,TRUE,1,0,1,1,anc,0.21084809999999998
155,245,FALSE,FALSE,0,0,1,1,none,7.844578099999999
200,245,TRUE,TRUE,0,1,1,1,desc,0.0992998
238,245,FALSE,FALSE,0,0,1,1,none,4.5689637
10,259,FALSE,FALSE,0,0,1,1,none,7.9510999
103,259,FALSE,FALSE,0,0,1,1,none,7.213381
155,259,FALSE,FALSE,0,0,1,1,none,7.581346
200,259,FALSE,FALSE,0,0,1,1,none,7.9093759
238,259,FALSE,FALSE,0,0,1,1,none,7.645537600000001
245,259,FALSE,FALSE,0,0,1,1,none,7.7681001
10,293,FALSE,FALSE,0,0,1,1,none,3.4634198999999994
103,293,FALSE,FALSE,0,0,1,1,none,4.513259
155,293,FALSE,FALSE,0,0,1,1,none,3.093666
200,293,FALSE,FALSE,0,0,1,1,none,5.209253899999999
238,293,FALSE,FALSE,0,0,1,1,none,4.9454156000000005
245,293,FALSE,FALSE,0,0,1,1,none,5.0679780999999995
259,293,FALSE,FALSE,0,0,1,1,none,4.804746
10,32,FALSE,FALSE,0,0,1,1,none,8.206735010000003
103,32,FALSE,FALSE,0,0,1,1,none,7.469016109999999
155,32,FALSE,FALSE,0,0,1,1,none,7.836981109999999
200,32,FALSE,FALSE,0,0,1,1,none,8.165011010000002
238,32,FALSE,FALSE,0,0,1,1,none,7.90117271
245,32,FALSE,FALSE,0,0,1,1,none,8.02373521
259,32,TRUE,TRUE,1,0,1,1,anc,0.110537
293,32,FALSE,FALSE,0,0,1,1,none,5.060381109999999
10,378,FALSE,FALSE,0,0,1,1,none,4.170326899999999
103,378,FALSE,FALSE,0,0,1,1,none,5.759025999999999
155,378,FALSE,FALSE,0,0,1,1,none,3.800573
200,378,FALSE,FALSE,0,0,1,1,none,6.455020899999999
238,378,FALSE,FALSE,0,0,1,1,none,6.191182599999999
245,378,FALSE,FALSE,0,0,1,1,none,6.3137450999999984
259,378,FALSE,FALSE,0,0,1,1,none,6.050513
293,378,FALSE,FALSE,0,0,1,1,none,1.562833
32,378,FALSE,FALSE,0,0,1,1,none,6.306148109999999
10,380,FALSE,FALSE,0,0,1,1,none,Inf
103,380,TRUE,TRUE,1,0,1,1,anc,0.402888
155,380,FALSE,FALSE,0,0,1,1,none,8.116796999999998
200,380,FALSE,FALSE,0,0,1,1,none,1.5229329000000003
238,380,FALSE,FALSE,0,0,1,1,none,4.841182600000001
245,380,FALSE,FALSE,0,0,1,1,none,1.3816571
259,380,FALSE,FALSE,0,0,1,1,none,8.040319
293,380,FALSE,FALSE,0,0,1,1,none,5.340197
32,380,FALSE,FALSE,0,0,1,1,none,8.295954110000002
378,380,FALSE,FALSE,0,0,1,1,none,6.585963999999999
10,386,FALSE,FALSE,0,0,1,1,none,5.5761379
103,386,FALSE,FALSE,0,0,1,1,none,4.296609
155,386,FALSE,FALSE,0,0,1,1,none,5.206384
200,386,FALSE,FALSE,0,0,1,1,none,4.9926039
238,386,FALSE,FALSE,0,0,1,1,none,4.728765600000001
245,386,FALSE,FALSE,0,0,1,1,none,4.8513281
259,386,FALSE,FALSE,0,0,1,1,none,5.129906
293,386,FALSE,FALSE,0,0,1,1,none,2.429784
32,386,FALSE,FALSE,0,0,1,1,none,5.385541109999999
378,386,FALSE,FALSE,0,0,1,1,none,3.675551
380,386,FALSE,FALSE,0,0,1,1,none,5.123547
10,393,FALSE,FALSE,0,0,1,1,none,8.5136864
103,393,FALSE,FALSE,0,0,1,1,none,7.234157499999999
155,393,FALSE,FALSE,0,0,1,1,none,8.143932499999998
200,393,FALSE,FALSE,0,0,1,1,none,7.930152399999999
238,393,FALSE,FALSE,0,0,1,1,none,7.666314099999999
245,393,FALSE,FALSE,0,0,1,1,none,7.788876599999999
259,393,FALSE,FALSE,0,0,1,1,none,8.0674545
293,393,FALSE,FALSE,0,0,1,1,none,5.367332499999999
32,393,FALSE,FALSE,0,0,1,1,none,8.323089610000002
378,393,FALSE,FALSE,0,0,1,1,none,6.613099499999999
380,393,FALSE,FALSE,0,0,1,1,none,8.0610955
386,393,FALSE,FALSE,0,0,1,1,none,3.7425064999999997
10,395,FALSE,FALSE,0,0,1,1,none,7.7446311
103,395,FALSE,FALSE,0,0,1,1,none,3.6671062000000005
155,395,FALSE,FALSE,0,0,1,1,none,7.3748772
200,395,FALSE,FALSE,0,0,1,1,none,4.363101100000001
238,395,FALSE,FALSE,0,0,1,1,none,2.1510044
245,395,FALSE,FALSE,0,0,1,1,none,4.221825300000001
259,395,FALSE,FALSE,0,0,1,1,none,7.2983992
293,395,FALSE,FALSE,0,0,1,1,none,4.598277200000001
32,395,FALSE,FALSE,0,0,1,1,none,7.55403431
378,395,FALSE,FALSE,0,0,1,1,none,5.844044200000001
380,395,FALSE,FALSE,0,0,1,1,none,4.4940442
386,395,FALSE,FALSE,0,0,1,1,none,4.3816272000000005
393,395,FALSE,FALSE,0,0,1,1,none,7.319175699999999
10,458,FALSE,FALSE,0,0,1,1,none,4.7295489
103,458,FALSE,FALSE,0,0,1,1,none,3.99183
155,458,FALSE,FALSE,0,0,1,1,none,4.359795
200,458,FALSE,FALSE,0,0,1,1,none,4.6878249
238,458,FALSE,FALSE,0,0,1,1,none,4.423986600000001
245,458,FALSE,FALSE,0,0,1,1,none,4.5465491
259,458,TRUE,TRUE,0,1,1,1,desc,2.86571
293,458,TRUE,TRUE,0,0,1,1,none,1.583195
32,458,FALSE,FALSE,0,1,1,1,desc,3.12134511
378,458,FALSE,FALSE,0,0,1,1,none,2.8289619999999998
380,458,FALSE,FALSE,0,0,1,1,none,4.818768
386,458,FALSE,FALSE,0,0,1,1,none,1.908355
393,458,FALSE,FALSE,0,0,1,1,none,4.8459034999999995
395,458,FALSE,FALSE,0,0,1,1,none,4.076848200000001
10,471,FALSE,FALSE,0,0,1,1,none,8.3859035
103,471,FALSE,FALSE,0,0,1,1,none,4.3083786
155,471,FALSE,FALSE,0,0,1,1,none,8.016149599999999
200,471,FALSE,FALSE,0,0,1,1,none,5.004373500000002
238,471,TRUE,TRUE,0,0,1,1,none,1.302886
245,471,FALSE,FALSE,0,0,1,1,none,4.863097700000001
259,471,FALSE,FALSE,0,0,1,1,none,7.9396716000000005
293,471,FALSE,FALSE,0,0,1,1,none,5.2395496
32,471,FALSE,FALSE,0,0,1,1,none,8.195306710000002
378,471,FALSE,FALSE,0,0,1,1,none,6.485316599999999
380,471,FALSE,FALSE,0,0,1,1,none,5.135316600000001
386,471,FALSE,FALSE,0,0,1,1,none,5.0228996000000015
393,471,FALSE,FALSE,0,0,1,1,none,7.9604481
395,471,FALSE,FALSE,0,0,1,1,none,2.4451384
458,471,FALSE,FALSE,0,0,1,1,none,4.718120600000001
10,487,FALSE,FALSE,0,0,1,1,none,5.1691519
103,487,FALSE,FALSE,0,0,1,1,none,7.403795
155,487,FALSE,FALSE,0,0,1,1,none,4.799398
200,487,FALSE,FALSE,0,0,1,1,none,8.0997899
238,487,FALSE,FALSE,0,0,1,1,none,7.8359516000000005
245,487,FALSE,FALSE,0,0,1,1,none,7.9585140999999995
259,487,FALSE,FALSE,0,0,1,1,none,7.695282
