host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
103,140,complex,1,10,1/10,10
103,140,trans,9,10,9/10,10
103,713,trans,10,10,10/10,10
117,140,complex,7,10,7/10,10
126,190,trans,10,10,10/10,10
126,505,complex,2,10,2/10,10
126,505,trans,8,10,8/10,10
140,117,trans,3,10,3/10,10
140,28,complex,4,10,4/10,10
140,28,none,1,10,1/10,10
140,28,trans,5,10,5/10,10
172,473,complex,6,10,6/10,10
198,898,trans,10,10,10/10,10
28,125,trans,10,10,10/10,10
315,847,trans,10,10,10/10,10
381,120,trans,10,10,10/10,10
437,103,trans,10,10,10/10,10
437,126,trans,10,10,10/10,10
437,315,trans,10,10,10/10,10
437,802,none,10,10,10/10,10
452,473,complex,4,10,4/10,10
452,473,trans,6,10,6/10,10
473,172,trans,4,10,4/10,10
473,325,trans,10,10,10/10,10
684,109,trans,10,10,10/10,10
713,496,trans,10,10,10/10,10
713,788,trans,10,10,10/10,10
788,691,trans,10,10,10/10,10
802,198,trans,10,10,10/10,10
802,381,trans,10,10,10/10,10
802,452,trans,10,10,10/10,10
802,684,trans,10,10,10/10,10
