dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SEIR015_sl1000_mr0125_nv10_1,0.906,0.397,0.552,1.0,0.959,0.979,0.789,0.822,0.805,0.921,0.795,0.853,1.0,0.795,0.885
SEIR015_sl1000_mr0125_nv10_10,0.909,0.526,0.667,1.0,0.895,0.944,0.789,0.789,0.789,0.938,0.789,0.857,1.0,0.789,0.882
SEIR015_sl1000_mr0125_nv10_11,0.833,0.385,0.526,1.0,0.846,0.917,0.692,0.692,0.692,0.818,0.692,0.75,1.0,0.769,0.87
SEIR015_sl1000_mr0125_nv10_12,1.0,0.286,0.444,1.0,0.714,0.833,0.929,0.929,0.929,0.923,0.857,0.889,1.0,0.786,0.88
SEIR015_sl1000_mr0125_nv10_13,1.0,0.54,0.701,1.0,0.96,0.98,0.92,0.92,0.92,1.0,0.84,0.913,1.0,0.9,0.947
SEIR015_sl1000_mr0125_nv10_14,0.842,0.615,0.711,0.977,0.827,0.896,0.789,0.865,0.826,0.804,0.788,0.796,0.978,0.846,0.907
SEIR015_sl1000_mr0125_nv10_15,0.824,0.311,0.452,1.0,0.689,0.816,0.702,0.733,0.717,0.641,0.556,0.595,0.963,0.578,0.722
SEIR015_sl1000_mr0125_nv10_16,0.84,0.667,0.743,0.958,0.73,0.829,0.729,0.81,0.767,0.803,0.778,0.79,0.925,0.778,0.845
SEIR015_sl1000_mr0125_nv10_17,0.75,0.577,0.652,0.958,0.885,0.92,0.625,0.769,0.69,0.692,0.692,0.692,0.96,0.923,0.941
SEIR015_sl1000_mr0125_nv10_18,0.714,0.5,0.588,1.0,0.9,0.947,0.727,0.8,0.762,0.778,0.7,0.737,1.0,1.0,1.0
SEIR015_sl1000_mr0125_nv10_19,0.882,0.484,0.625,1.0,0.645,0.784,0.562,0.581,0.571,0.857,0.581,0.692,1.0,0.677,0.808
SEIR015_sl1000_mr0125_nv10_2,1.0,0.625,0.769,1.0,0.812,0.897,0.706,0.75,0.727,0.917,0.688,0.786,0.929,0.812,0.867
SEIR015_sl1000_mr0125_nv10_20,0.963,0.634,0.765,1.0,0.951,0.975,0.837,0.878,0.857,0.939,0.756,0.838,1.0,0.878,0.935
SEIR015_sl1000_mr0125_nv10_3,0.857,0.667,0.75,1.0,0.889,0.941,0.818,1.0,0.9,0.9,1.0,0.947,1.0,1.0,1.0
SEIR015_sl1000_mr0125_nv10_4,1.0,0.6,0.75,1.0,0.8,0.889,0.9,0.9,0.9,1.0,0.8,0.889,1.0,0.9,0.947
SEIR015_sl1000_mr0125_nv10_5,0.812,0.255,0.388,0.979,0.922,0.949,0.667,0.667,0.667,0.852,0.451,0.59,0.95,0.373,0.535
SEIR015_sl1000_mr0125_nv10_6,0.929,0.371,0.531,1.0,0.829,0.906,0.811,0.857,0.833,0.929,0.743,0.825,0.966,0.8,0.875
SEIR015_sl1000_mr0125_nv10_7,0.806,0.426,0.558,1.0,0.912,0.954,0.803,0.897,0.847,0.821,0.676,0.742,1.0,0.721,0.838
SEIR015_sl1000_mr0125_nv10_8,0.778,0.389,0.519,1.0,0.833,0.909,0.7,0.778,0.737,0.833,0.556,0.667,0.933,0.778,0.848
SEIR015_sl1000_mr0125_nv10_9,0.5,0.238,0.323,1.0,0.714,0.833,0.435,0.476,0.455,0.556,0.476,0.513,0.857,0.571,0.686
SEIR015_sl1000_mr025_nv10_1,0.889,0.8,0.842,1.0,0.8,0.889,0.9,0.9,0.9,0.889,0.8,0.842,0.889,0.8,0.842
SEIR015_sl1000_mr025_nv10_10,1.0,0.182,0.308,0.833,0.455,0.588,1.0,1.0,1.0,1.0,1.0,1.0,0.889,0.727,0.8
SEIR015_sl1000_mr025_nv10_11,0.833,0.446,0.581,1.0,0.875,0.933,0.741,0.768,0.754,0.884,0.679,0.768,1.0,0.804,0.891
SEIR015_sl1000_mr025_nv10_12,0.833,0.5,0.625,1.0,0.5,0.667,0.615,0.8,0.696,0.75,0.9,0.818,1.0,0.7,0.824
SEIR015_sl1000_mr025_nv10_13,0.286,0.2,0.235,0.6,0.3,0.4,0.417,0.5,0.455,0.5,0.4,0.444,0.6,0.3,0.4
SEIR015_sl1000_mr025_nv10_14,0.909,0.4,0.556,0.87,0.8,0.833,0.75,0.84,0.792,0.786,0.88,0.83,1.0,0.84,0.913
SEIR015_sl1000_mr025_nv10_15,0.531,0.293,0.378,0.938,0.776,0.849,0.443,0.534,0.484,0.58,0.5,0.537,0.9,0.466,0.614
SEIR015_sl1000_mr025_nv10_16,0.625,0.714,0.667,1.0,0.571,0.727,0.688,0.786,0.733,0.688,0.786,0.733,0.917,0.786,0.846
SEIR015_sl1000_mr025_nv10_17,0.833,0.395,0.536,1.0,0.763,0.866,0.769,0.789,0.779,0.857,0.789,0.822,1.0,0.711,0.831
SEIR015_sl1000_mr025_nv10_18,0.783,0.486,0.6,1.0,0.838,0.912,0.643,0.73,0.684,0.765,0.703,0.732,1.0,0.838,0.912
SEIR015_sl1000_mr025_nv10_19,0.667,0.421,0.516,1.0,0.947,0.973,0.81,0.895,0.85,0.789,0.789,0.789,1.0,0.842,0.914
SEIR015_sl1000_mr025_nv10_2,0.769,0.357,0.488,0.982,0.964,0.973,0.65,0.696,0.672,0.894,0.75,0.816,0.957,0.804,0.874
SEIR015_sl1000_mr025_nv10_20,0.571,0.5,0.533,1.0,0.75,0.857,0.6,0.75,0.667,0.556,0.625,0.588,1.0,0.875,0.933
SEIR015_sl1000_mr025_nv10_3,0.909,0.652,0.759,0.976,0.891,0.932,0.854,0.891,0.872,0.927,0.826,0.874,0.955,0.913,0.933
SEIR015_sl1000_mr025_nv10_4,0.875,0.477,0.618,1.0,0.864,0.927,0.745,0.795,0.769,0.825,0.75,0.786,0.971,0.773,0.861
SEIR015_sl1000_mr025_nv10_5,0.958,0.479,0.639,1.0,0.979,0.989,0.875,0.875,0.875,0.875,0.729,0.795,1.0,0.792,0.884
SEIR015_sl1000_mr025_nv10_6,1.0,0.457,0.627,0.956,0.935,0.945,0.891,0.891,0.891,0.875,0.761,0.814,0.951,0.848,0.897
SEIR015_sl1000_mr025_nv10_7,1.0,0.667,0.8,1.0,0.667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.947
SEIR015_sl1000_mr025_nv10_8,1.0,0.65,0.788,0.889,0.8,0.842,1.0,1.0,1.0,1.0,0.8,0.889,0.842,0.8,0.821
SEIR015_sl1000_mr025_nv10_9,0.938,0.536,0.682,0.981,0.911,0.944,0.914,0.946,0.93,0.958,0.821,0.885,0.979,0.821,0.893
SEIR015_sl1000_mr025_nv20_1,0.75,0.4,0.522,1.0,0.733,0.846,0.706,0.8,0.75,0.818,0.6,0.692,1.0,0.733,0.846
SEIR015_sl1000_mr025_nv20_10,0.556,0.556,0.556,1.0,0.667,0.8,0.8,0.889,0.842,0.75,0.667,0.706,0.9,1.0,0.947
SEIR015_sl1000_mr025_nv20_11,0.889,0.615,0.727,1.0,0.846,0.917,0.929,1.0,0.963,0.917,0.846,0.88,1.0,1.0,1.0
SEIR015_sl1000_mr025_nv20_12,0.579,0.55,0.564,0.889,0.8,0.842,0.5,0.65,0.565,0.65,0.65,0.65,0.833,0.75,0.789
SEIR015_sl1000_mr025_nv20_13,0.6,0.667,0.632,1.0,0.889,0.941,0.615,0.889,0.727,0.615,0.889,0.727,1.0,1.0,1.0
SEIR015_sl1000_mr025_nv20_14,0.889,0.364,0.516,1.0,1.0,1.0,0.955,0.955,0.955,0.95,0.864,0.905,0.952,0.909,0.93
SEIR015_sl1000_mr025_nv20_15,0.632,0.5,0.558,0.95,0.792,0.864,0.647,0.917,0.759,0.72,0.75,0.735,1.0,0.625,0.769
SEIR015_sl1000_mr025_nv20_16,0.955,0.7,0.808,0.967,0.967,0.967,0.935,0.967,0.951,0.931,0.9,0.915,0.967,0.967,0.967
SEIR015_sl1000_mr025_nv20_17,0.964,0.482,0.643,0.981,0.929,0.954,0.879,0.911,0.895,0.889,0.857,0.873,0.96,0.857,0.906
SEIR015_sl1000_mr025_nv20_18,0.606,0.513,0.556,1.0,0.872,0.932,0.6,0.769,0.674,0.643,0.692,0.667,0.97,0.821,0.889
SEIR015_sl1000_mr025_nv20_19,0.625,0.455,0.526,1.0,0.909,0.952,0.615,0.727,0.667,0.7,0.636,0.667,0.769,0.909,0.833
SEIR015_sl1000_mr025_nv20_2,0.938,0.6,0.732,0.955,0.84,0.894,0.846,0.88,0.863,0.846,0.88,0.863,0.92,0.92,0.92
SEIR015_sl1000_mr025_nv20_20,0.714,0.526,0.606,0.933,0.737,0.824,0.789,0.789,0.789,0.765,0.684,0.722,0.889,0.842,0.865
SEIR015_sl1000_mr025_nv20_3,0.791,0.515,0.624,1.0,0.864,0.927,0.557,0.667,0.607,0.667,0.606,0.635,0.958,0.697,0.807
SEIR015_sl1000_mr025_nv20_4,0.824,0.424,0.56,1.0,0.909,0.952,0.824,0.848,0.836,0.852,0.697,0.767,0.917,0.667,0.772
SEIR015_sl1000_mr025_nv20_5,0.95,0.487,0.644,1.0,0.974,0.987,0.923,0.923,0.923,0.973,0.923,0.947,1.0,0.897,0.946
SEIR015_sl1000_mr025_nv20_6,0.917,0.579,0.71,0.969,0.816,0.886,0.795,0.921,0.854,0.8,0.842,0.821,1.0,0.974,0.987
SEIR015_sl1000_mr025_nv20_7,1.0,0.722,0.839,0.943,0.917,0.93,0.889,0.889,0.889,0.938,0.833,0.882,1.0,0.889,0.941
SEIR015_sl1000_mr025_nv20_8,0.689,0.627,0.656,1.0,0.836,0.911,0.628,0.806,0.706,0.794,0.746,0.769,1.0,0.731,0.845
SEIR015_sl1000_mr025_nv20_9,0.833,0.278,0.417,1.0,1.0,1.0,0.556,0.556,0.556,0.714,0.556,0.625,1.0,0.778,0.875
SEIR015_sl1000_mr025_nv5_1,1.0,0.071,0.133,1.0,0.571,0.727,0.643,0.643,0.643,0.875,0.5,0.636,1.0,0.643,0.783
SEIR015_sl1000_mr025_nv5_10,0.75,0.5,0.6,1.0,0.667,0.8,0.795,0.861,0.827,0.806,0.694,0.746,0.909,0.556,0.69
SEIR015_sl1000_mr025_nv5_11,0.714,0.319,0.441,0.951,0.83,0.886,0.608,0.66,0.633,0.737,0.596,0.659,0.966,0.596,0.737
SEIR015_sl1000_mr025_nv5_12,1.0,0.182,0.308,0.778,0.636,0.7,0.727,0.727,0.727,0.571,0.364,0.444,1.0,0.364,0.533
SEIR015_sl1000_mr025_nv5_13,1.0,0.355,0.524,0.96,0.774,0.857,0.812,0.839,0.825,1.0,0.742,0.852,1.0,0.774,0.873
SEIR015_sl1000_mr025_nv5_14,0.889,0.533,0.667,1.0,0.867,0.929,0.765,0.867,0.812,0.833,0.667,0.741,1.0,0.8,0.889
SEIR015_sl1000_mr025_nv5_15,0.829,0.446,0.58,0.85,0.785,0.816,0.776,0.8,0.788,0.768,0.662,0.711,0.981,0.8,0.881
SEIR015_sl1000_mr025_nv5_16,1.0,0.308,0.471,1.0,0.885,0.939,0.769,0.769,0.769,1.0,0.731,0.844,1.0,0.731,0.844
SEIR015_sl1000_mr025_nv5_17,1.0,0.39,0.561,0.97,0.78,0.865,0.878,0.878,0.878,0.917,0.805,0.857,1.0,0.902,0.949
SEIR015_sl1000_mr025_nv5_18,0.833,0.455,0.588,0.881,0.673,0.763,0.649,0.673,0.661,0.897,0.636,0.745,0.947,0.655,0.774
SEIR015_sl1000_mr025_nv5_19,0.556,0.455,0.5,0.8,0.364,0.5,0.389,0.636,0.483,0.5,0.545,0.522,0.8,0.364,0.5
SEIR015_sl1000_mr025_nv5_2,1.0,0.444,0.615,1.0,0.444,0.615,0.9,1.0,0.947,1.0,0.667,0.8,1.0,0.778,0.875
SEIR015_sl1000_mr025_nv5_20,0.714,0.244,0.364,1.0,0.756,0.861,0.698,0.732,0.714,0.697,0.561,0.622,0.952,0.488,0.645
SEIR015_sl1000_mr025_nv5_3,0.867,0.481,0.619,0.941,0.593,0.727,0.63,0.63,0.63,0.875,0.519,0.651,0.857,0.444,0.585
SEIR015_sl1000_mr025_nv5_4,0.714,0.3,0.423,1.0,0.76,0.864,0.66,0.7,0.68,0.698,0.6,0.645,0.969,0.62,0.756
SEIR015_sl1000_mr025_nv5_5,0.833,0.238,0.37,1.0,0.429,0.6,0.609,0.667,0.636,0.688,0.524,0.595,1.0,0.238,0.385
SEIR015_sl1000_mr025_nv5_6,0.591,0.21,0.31,0.975,0.629,0.765,0.594,0.661,0.626,0.708,0.548,0.618,0.938,0.484,0.638
SEIR015_sl1000_mr025_nv5_7,0.889,0.308,0.457,1.0,0.885,0.939,0.808,0.808,0.808,0.864,0.731,0.792,1.0,0.577,0.732
SEIR015_sl1000_mr025_nv5_8,1.0,0.348,0.516,1.0,0.783,0.878,0.8,0.87,0.833,0.789,0.652,0.714,0.938,0.652,0.769
SEIR015_sl1000_mr025_nv5_9,0.652,0.375,0.476,0.88,0.55,0.677,0.614,0.675,0.643,0.767,0.575,0.657,0.87,0.5,0.635
SEIR015_sl1000_mr05_nv10_1,0.6,0.353,0.444,1.0,0.765,0.867,0.6,0.706,0.649,0.733,0.647,0.688,0.938,0.882,0.909
SEIR015_sl1000_mr05_nv10_10,0.875,0.778,0.824,1.0,0.111,0.2,0.9,1.0,0.947,0.9,1.0,0.947,1.0,1.0,1.0
SEIR015_sl1000_mr05_nv10_11,0.5,0.5,0.5,1.0,0.5,0.667,0.556,0.625,0.588,0.556,0.625,0.588,0.8,0.5,0.615
SEIR015_sl1000_mr05_nv10_12,0.571,0.5,0.533,1.0,0.625,0.769,0.727,1.0,0.842,0.727,1.0,0.842,1.0,1.0,1.0
SEIR015_sl1000_mr05_nv10_13,1.0,0.639,0.78,1.0,0.885,0.939,0.984,0.984,0.984,0.981,0.836,0.903,0.98,0.82,0.893
SEIR015_sl1000_mr05_nv10_14,0.933,0.304,0.459,0.977,0.913,0.944,0.564,0.674,0.614,0.811,0.652,0.723,0.97,0.696,0.81
SEIR015_sl1000_mr05_nv10_15,0.75,0.273,0.4,1.0,0.727,0.842,0.833,0.909,0.87,0.8,0.727,0.762,0.818,0.818,0.818
SEIR015_sl1000_mr05_nv10_16,0.929,0.634,0.754,1.0,0.854,0.921,0.848,0.951,0.897,0.857,0.878,0.867,0.973,0.878,0.923
SEIR015_sl1000_mr05_nv10_17,0.717,0.478,0.574,1.0,0.87,0.93,0.696,0.797,0.743,0.828,0.768,0.797,1.0,0.812,0.896
SEIR015_sl1000_mr05_nv10_18,0.8,0.488,0.606,0.968,0.732,0.833,0.8,0.878,0.837,0.786,0.805,0.795,0.969,0.756,0.849
SEIR015_sl1000_mr05_nv10_19,0.643,0.562,0.6,0.968,0.938,0.952,0.757,0.875,0.812,0.794,0.844,0.818,1.0,0.969,0.984
SEIR015_sl1000_mr05_nv10_2,1.0,0.31,0.473,0.975,0.929,0.951,0.857,0.857,0.857,0.939,0.738,0.827,0.971,0.786,0.868
SEIR015_sl1000_mr05_nv10_20,0.263,0.122,0.167,0.962,0.61,0.746,0.373,0.463,0.413,0.342,0.317,0.329,0.923,0.293,0.444
SEIR015_sl1000_mr05_nv10_3,0.905,0.679,0.776,1.0,0.875,0.933,0.831,0.875,0.852,0.902,0.821,0.86,1.0,0.875,0.933
SEIR015_sl1000_mr05_nv10_4,0.579,0.344,0.431,0.963,0.812,0.881,0.657,0.719,0.687,0.676,0.719,0.697,0.967,0.906,0.935
SEIR015_sl1000_mr05_nv10_5,0.857,0.545,0.667,1.0,0.818,0.9,0.909,0.909,0.909,0.909,0.909,0.909,1.0,0.727,0.842
SEIR015_sl1000_mr05_nv10_6,0.867,0.433,0.578,1.0,0.9,0.947,0.656,0.7,0.677,0.864,0.633,0.731,0.957,0.733,0.83
SEIR015_sl1000_mr05_nv10_7,0.692,0.692,0.692,0.917,0.846,0.88,0.6,0.923,0.727,0.667,0.769,0.714,1.0,0.923,0.96
SEIR015_sl1000_mr05_nv10_8,0.846,0.611,0.71,1.0,0.917,0.957,0.75,0.833,0.789,0.771,0.75,0.761,1.0,0.861,0.925
SEIR015_sl1000_mr05_nv10_9,0.875,0.467,0.609,1.0,0.667,0.8,0.667,0.8,0.727,0.923,0.8,0.857,1.0,0.6,0.75
SEIR015_sl250_mr025_nv10_1,0.545,0.706,0.615,0.933,0.824,0.875,0.6,0.882,0.714,0.6,0.882,0.714,0.938,0.882,0.909
SEIR015_sl250_mr025_nv10_10,0.477,0.356,0.408,0.94,0.797,0.862,0.481,0.644,0.551,0.574,0.593,0.583,0.927,0.644,0.76
SEIR015_sl250_mr025_nv10_11,0.56,0.412,0.475,0.739,0.5,0.596,0.477,0.618,0.538,0.486,0.529,0.507,0.7,0.412,0.519
SEIR015_sl250_mr025_nv10_12,0.697,0.535,0.605,0.828,0.558,0.667,0.411,0.698,0.517,0.5,0.698,0.583,0.867,0.605,0.712
SEIR015_sl250_mr025_nv10_13,1.0,0.688,0.815,1.0,0.688,0.815,0.765,0.812,0.788,0.812,0.812,0.812,1.0,0.75,0.857
SEIR015_sl250_mr025_nv10_14,0.462,0.48,0.471,0.857,0.72,0.783,0.381,0.64,0.478,0.429,0.6,0.5,0.81,0.68,0.739
SEIR015_sl250_mr025_nv10_15,0.818,0.735,0.774,0.932,0.837,0.882,0.849,0.918,0.882,0.84,0.857,0.848,0.95,0.776,0.854
SEIR015_sl250_mr025_nv10_16,0.231,0.333,0.273,0.8,0.444,0.571,0.186,0.407,0.256,0.213,0.37,0.27,0.786,0.407,0.537
SEIR015_sl250_mr025_nv10_17,0.8,0.333,0.471,1.0,0.25,0.4,0.833,0.833,0.833,0.545,0.5,0.522,0.75,0.5,0.6
SEIR015_sl250_mr025_nv10_18,0.222,0.182,0.2,0.778,0.636,0.7,0.588,0.909,0.714,0.588,0.909,0.714,0.5,0.273,0.353
SEIR015_sl250_mr025_nv10_19,0.5,0.243,0.327,0.917,0.595,0.721,0.619,0.703,0.658,0.655,0.514,0.576,0.818,0.486,0.61
SEIR015_sl250_mr025_nv10_2,0.375,0.273,0.316,0.846,0.5,0.629,0.355,0.5,0.415,0.25,0.273,0.261,0.909,0.455,0.606
SEIR015_sl250_mr025_nv10_20,0.8,0.606,0.69,0.929,0.788,0.852,0.675,0.818,0.74,0.73,0.818,0.771,0.964,0.818,0.885
SEIR015_sl250_mr025_nv10_3,0.538,0.467,0.5,0.429,0.2,0.273,0.65,0.867,0.743,0.684,0.867,0.765,0.7,0.467,0.56
SEIR015_sl250_mr025_nv10_4,0.95,0.76,0.844,0.8,0.64,0.711,0.8,0.8,0.8,0.8,0.8,0.8,0.76,0.76,0.76
SEIR015_sl250_mr025_nv10_5,0.8,0.5,0.615,1.0,0.25,0.4,0.667,0.75,0.706,0.667,0.75,0.706,1.0,0.5,0.667
SEIR015_sl250_mr025_nv10_6,0.577,0.429,0.492,0.828,0.686,0.75,0.692,0.771,0.73,0.711,0.771,0.74,0.862,0.714,0.781
SEIR015_sl250_mr025_nv10_7,0.625,0.625,0.625,0.667,0.75,0.706,0.444,0.5,0.471,0.444,0.5,0.471,0.556,0.625,0.588
SEIR015_sl250_mr025_nv10_8,0.8,0.444,0.571,0.952,0.741,0.833,0.786,0.815,0.8,0.792,0.704,0.745,0.923,0.889,0.906
SEIR015_sl250_mr025_nv10_9,0.444,0.267,0.333,0.933,0.933,0.933,0.458,0.733,0.564,0.611,0.733,0.667,0.8,0.533,0.64
SEIR015_sl500_mr025_nv10_1,0.833,0.5,0.625,0.889,0.8,0.842,0.727,0.8,0.762,0.727,0.8,0.762,0.818,0.9,0.857
SEIR015_sl500_mr025_nv10_10,0.923,0.558,0.696,0.952,0.93,0.941,0.909,0.93,0.92,0.951,0.907,0.929,0.975,0.907,0.94
SEIR015_sl500_mr025_nv10_11,0.75,0.375,0.5,1.0,0.625,0.769,0.545,0.75,0.632,0.5,0.625,0.556,1.0,0.875,0.933
SEIR015_sl500_mr025_nv10_12,0.741,0.377,0.5,0.979,0.868,0.92,0.587,0.698,0.638,0.729,0.66,0.693,0.974,0.698,0.813
SEIR015_sl500_mr025_nv10_13,0.5,0.429,0.462,1.0,0.893,0.943,0.487,0.679,0.567,0.545,0.643,0.59,0.957,0.786,0.863
SEIR015_sl500_mr025_nv10_14,1.0,0.778,0.875,1.0,0.222,0.364,0.9,1.0,0.947,0.9,1.0,0.947,1.0,1.0,1.0
SEIR015_sl500_mr025_nv10_15,0.909,0.517,0.659,1.0,0.914,0.955,0.78,0.793,0.786,0.855,0.81,0.832,1.0,0.759,0.863
SEIR015_sl500_mr025_nv10_16,0.556,0.417,0.476,1.0,0.75,0.857,0.625,0.833,0.714,0.714,0.833,0.769,1.0,0.833,0.909
SEIR015_sl500_mr025_nv10_17,0.769,0.714,0.741,0.909,0.714,0.8,0.632,0.857,0.727,0.667,0.857,0.75,1.0,0.929,0.963
SEIR015_sl500_mr025_nv10_18,0.875,0.269,0.412,1.0,0.923,0.96,0.667,0.692,0.679,0.765,0.5,0.605,0.95,0.731,0.826
SEIR015_sl500_mr025_nv10_19,0.875,0.7,0.778,1.0,0.7,0.824,0.727,0.8,0.762,0.727,0.8,0.762,1.0,0.9,0.947
SEIR015_sl500_mr025_nv10_2,1.0,0.5,0.667,1.0,0.75,0.857,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.875,0.933
SEIR015_sl500_mr025_nv10_20,0.837,0.562,0.673,0.949,0.875,0.911,0.771,0.844,0.806,0.83,0.688,0.752,1.0,0.766,0.867
SEIR015_sl500_mr025_nv10_3,0.773,0.459,0.576,0.731,0.514,0.603,0.659,0.73,0.692,0.757,0.757,0.757,0.947,0.486,0.643
SEIR015_sl500_mr025_nv10_4,0.538,0.341,0.418,0.971,0.805,0.88,0.472,0.61,0.532,0.463,0.463,0.463,0.971,0.805,0.88
SEIR015_sl500_mr025_nv10_5,1.0,0.571,0.727,1.0,0.857,0.923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR015_sl500_mr025_nv10_6,0.833,0.789,0.811,1.0,0.737,0.848,0.842,0.842,0.842,0.842,0.842,0.842,1.0,0.895,0.944
SEIR015_sl500_mr025_nv10_7,0.818,0.435,0.568,0.896,0.694,0.782,0.535,0.613,0.571,0.714,0.484,0.577,0.857,0.581,0.692
SEIR015_sl500_mr025_nv10_8,0.614,0.403,0.486,0.923,0.716,0.807,0.683,0.836,0.752,0.765,0.776,0.77,0.927,0.761,0.836
SEIR015_sl500_mr025_nv10_9,0.778,0.636,0.7,0.818,0.818,0.818,0.615,0.727,0.667,0.615,0.727,0.667,0.692,0.818,0.75
SEIR01_sl1000_mr0125_nv10_1,0.846,0.611,0.71,1.0,0.833,0.909,0.789,0.833,0.811,0.824,0.778,0.8,1.0,0.833,0.909
SEIR01_sl1000_mr0125_nv10_10,0.974,0.704,0.817,0.981,0.944,0.962,0.963,0.963,0.963,0.958,0.852,0.902,0.939,0.852,0.893
SEIR01_sl1000_mr0125_nv10_11,1.0,0.769,0.87,1.0,0.923,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923,0.96
SEIR01_sl1000_mr0125_nv10_12,1.0,0.2,0.333,1.0,0.4,0.571,0.4,0.4,0.4,0.5,0.4,0.444,1.0,0.8,0.889
SEIR01_sl1000_mr0125_nv10_13,1.0,1.0,1.0,1.0,0.9,0.947,0.909,1.0,0.952,0.909,1.0,0.952,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_14,0.96,0.8,0.873,1.0,0.967,0.983,0.933,0.933,0.933,0.933,0.933,0.933,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_15,1.0,0.417,0.588,1.0,0.875,0.933,0.875,0.875,0.875,0.87,0.833,0.851,1.0,0.75,0.857
SEIR01_sl1000_mr0125_nv10_16,1.0,0.429,0.6,1.0,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_17,1.0,0.833,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_18,0.973,0.8,0.878,0.955,0.933,0.944,0.913,0.933,0.923,0.933,0.933,0.933,1.0,0.933,0.966
SEIR01_sl1000_mr0125_nv10_19,1.0,0.7,0.824,1.0,0.867,0.929,0.9,0.9,0.9,0.929,0.867,0.897,1.0,0.967,0.983
SEIR01_sl1000_mr0125_nv10_2,1.0,0.654,0.791,1.0,0.846,0.917,0.962,0.962,0.962,0.962,0.962,0.962,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_20,1.0,0.92,0.958,1.0,0.96,0.98,0.962,1.0,0.98,1.0,0.92,0.958,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_3,0.885,0.605,0.719,1.0,0.974,0.987,0.868,0.868,0.868,0.917,0.868,0.892,1.0,0.921,0.959
SEIR01_sl1000_mr0125_nv10_4,1.0,0.667,0.8,0.909,0.833,0.87,0.875,0.875,0.875,0.952,0.833,0.889,0.913,0.875,0.894
SEIR01_sl1000_mr0125_nv10_5,0.974,0.809,0.884,1.0,0.957,0.978,0.898,0.936,0.917,0.913,0.894,0.903,1.0,0.957,0.978
SEIR01_sl1000_mr0125_nv10_6,1.0,0.604,0.753,0.935,0.896,0.915,0.917,0.917,0.917,0.95,0.792,0.864,0.95,0.792,0.864
SEIR01_sl1000_mr0125_nv10_7,1.0,0.795,0.886,1.0,0.872,0.932,0.923,0.923,0.923,0.973,0.923,0.947,1.0,0.923,0.96
SEIR01_sl1000_mr0125_nv10_8,1.0,0.5,0.667,1.0,0.833,0.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr0125_nv10_9,1.0,0.66,0.795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.915,0.956,1.0,0.915,0.956
SEIR01_sl1000_mr025_nv10_1,0.941,0.571,0.711,1.0,0.857,0.923,0.929,0.929,0.929,0.923,0.857,0.889,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_10,0.8,0.889,0.842,0.9,1.0,0.947,0.889,0.889,0.889,0.889,0.889,0.889,0.9,1.0,0.947
SEIR01_sl1000_mr025_nv10_11,0.917,0.629,0.746,1.0,0.943,0.971,0.811,0.857,0.833,0.879,0.829,0.853,1.0,0.971,0.986
SEIR01_sl1000_mr025_nv10_12,1.0,0.625,0.769,1.0,0.75,0.857,0.875,0.875,0.875,0.857,0.75,0.8,0.875,0.875,0.875
SEIR01_sl1000_mr025_nv10_13,0.8,0.2,0.32,1.0,0.75,0.857,0.85,0.85,0.85,0.944,0.85,0.895,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_14,0.958,0.676,0.793,1.0,0.941,0.97,0.914,0.941,0.928,0.912,0.912,0.912,0.97,0.941,0.955
SEIR01_sl1000_mr025_nv10_15,1.0,0.8,0.889,1.0,0.8,0.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_16,1.0,0.571,0.727,0.951,0.929,0.94,0.884,0.905,0.894,1.0,0.81,0.895,1.0,0.857,0.923
SEIR01_sl1000_mr025_nv10_17,1.0,0.644,0.784,0.951,0.867,0.907,0.8,0.8,0.8,0.842,0.711,0.771,1.0,0.867,0.929
SEIR01_sl1000_mr025_nv10_18,1.0,0.889,0.941,1.0,0.889,0.941,1.0,1.0,1.0,1.0,0.889,0.941,1.0,1.0,1.0
SEIR01_sl1000_mr025_nv10_19,0.974,0.627,0.763,0.965,0.932,0.948,0.852,0.881,0.867,0.873,0.814,0.842,0.962,0.847,0.901
