None	681	0.000000
681	475	0.183624
681	376	0.336239
681	681	0.938529
376	854	4.698177
376	376	5.454112
475	729	15.445685
475	602	16.011076
475	475	16.107114
729	223	17.305455
729	971	17.832429
729	713	17.937337
729	729	18.471892
602	602	18.987947
971	110	23.607926
971	296	23.706007
971	971	24.276807
854	854	26.671041
110	882	27.781046
110	659	27.787972
110	967	27.803386
110	82	27.823349
110	273	27.932638
110	110	27.950153
273	732	33.331633
273	131	33.711433
273	263	34.443862
273	662	34.776396
273	431	34.859032
273	273	35.024603
431	369	36.917580
431	431	37.081711
296	439	37.330600
82	121	37.923758
82	870	38.001516
296	296	38.169229
82	229	38.417379
82	82	38.822174
713	184	39.057858
713	713	39.279433
369	369	39.495218
223	147	42.154956
223	816	42.470747
223	92	42.501474
223	74	42.566638
223	430	42.674010
223	766	42.972146
223	223	43.555322
732	289	44.570929
732	54	44.711593
732	732	45.012979
967	967	46.103587
184	184	46.844928
882	153	47.875665
882	239	48.620885
147	349	48.887215
147	125	49.210473
147	127	49.218885
439	439	49.373144
147	132	49.489384
147	564	49.638559
882	673	49.752437
