host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
112,367,none,10,10,10/10,10
112,414,none,1,10,1/10,10
367,414,none,1,10,1/10,10
410,163,trans,10,10,10/10,10
410,18,trans,10,10,10/10,10
410,290,trans,10,10,10/10,10
410,414,none,2,10,2/10,7
410,571,none,9,10,9/10,10
410,571,trans,1,10,1/10,10
410,583,none,9,10,9/10,10
410,794,trans,10,10,10/10,10
410,847,trans,10,10,10/10,10
414,112,trans,9,10,9/10,10
414,367,trans,9,10,9/10,10
414,410,trans,5,10,5/10,7
414,571,none,2,10,2/10,7
414,571,trans,5,10,5/10,7
414,583,none,2,10,2/10,8
414,583,trans,6,10,6/10,8
414,892,complex,7,10,7/10,10
414,892,none,2,10,2/10,10
414,892,trans,1,10,1/10,10
571,583,none,8,10,8/10,9
583,410,trans,1,10,1/10,10
583,571,trans,1,10,1/10,9
687,83,none,6,10,6/10,7
687,83,trans,1,10,1/10,7
687,892,complex,6,10,6/10,10
687,892,none,2,10,2/10,10
794,847,none,10,10,10/10,10
83,892,none,2,10,2/10,8
892,687,trans,2,10,2/10,10
892,83,trans,6,10,6/10,8
