None	75	0.000000
75	253	0.741390
75	44	0.847276
75	339	1.399280
75	908	1.433906
339	434	1.486548
434	589	1.936593
75	288	2.183262
75	75	2.253308
288	556	2.425185
434	23	3.978636
44	50	4.110468
50	559	4.169467
44	56	4.309661
50	8	4.337487
56	3	4.647207
23	54	4.792319
3	392	4.794085
44	44	4.904487
8	129	4.990338
288	288	5.310325
559	478	5.475899
54	670	5.656897
559	743	5.676110
23	246	5.689484
50	2	5.690194
670	147	5.708874
434	784	5.759385
670	169	5.935597
670	16	6.068193
54	991	6.136719
54	915	6.169468
2	190	6.187331
50	50	6.218070
915	257	6.227158
908	17	6.248038
392	40	6.322435
670	542	6.479884
908	88	6.581418
169	169	6.707214
88	963	6.777826
54	406	6.914592
589	817	6.974420
991	991	6.994916
246	886	7.109460
88	71	7.240436
54	185	7.440769
542	273	7.518907
273	273	7.591911
17	353	7.858465
2	82	7.867933
129	129	7.998561
56	58	8.195150
915	983	8.253532
190	482	8.278449
983	699	8.297047
82	751	8.394846
784	103	8.462685
185	57	8.491649
670	670	8.509116
57	57	8.603808
23	400	8.678304
103	63	8.724511
406	417	8.802643
392	80	8.881505
743	743	8.896040
71	78	8.928529
56	136	8.931938
417	153	8.994079
556	518	9.054790
190	595	9.114410
8	295	9.127768
63	60	9.233244
80	669	9.340363
71	154	9.502518
185	493	9.587539
60	268	9.635677
60	633	9.673025
78	166	9.679956
58	85	9.742245
253	293	9.753610
54	32	9.754185
16	651	9.776362
85	114	9.777730
82	151	9.782524
542	863	9.816878
