host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
107,169,none,10,10,10/10,10
107,554,none,10,10,10/10,10
116,118,none,10,10,10/10,10
116,179,none,7,10,7/10,7
116,256,none,10,10,10/10,10
116,326,none,9,10,9/10,9
116,478,none,7,10,7/10,7
116,517,none,7,10,7/10,7
116,685,none,8,10,8/10,8
116,720,none,7,10,7/10,7
117,164,complex,1,10,1/10,10
118,179,none,7,10,7/10,7
118,256,complex,1,10,1/10,10
118,256,none,9,10,9/10,10
118,326,none,9,10,9/10,9
118,398,complex,1,10,1/10,10
118,478,none,7,10,7/10,7
118,517,none,7,10,7/10,7
118,685,none,8,10,8/10,8
118,720,none,7,10,7/10,7
130,139,none,8,10,8/10,9
130,324,none,7,10,7/10,8
130,324,trans,1,10,1/10,8
130,412,none,8,10,8/10,8
130,728,complex,1,10,1/10,7
130,728,none,5,10,5/10,7
130,728,trans,1,10,1/10,7
130,826,none,5,10,5/10,7
130,826,trans,1,10,1/10,7
133,398,complex,1,10,1/10,10
133,479,complex,1,10,1/10,10
133,479,none,6,10,6/10,10
133,479,trans,3,10,3/10,10
139,130,trans,1,10,1/10,9
139,161,trans,10,10,10/10,10
139,162,trans,10,10,10/10,10
139,189,trans,8,10,8/10,8
139,205,trans,10,10,10/10,10
139,292,trans,10,10,10/10,10
139,306,trans,10,10,10/10,10
139,324,none,8,10,8/10,8
139,385,trans,10,10,10/10,10
139,412,complex,4,10,4/10,10
139,412,none,6,10,6/10,10
139,53,trans,10,10,10/10,10
139,631,trans,10,10,10/10,10
139,728,none,6,10,6/10,6
139,826,complex,1,10,1/10,7
139,826,none,5,10,5/10,7
139,89,trans,10,10,10/10,10
161,631,none,8,10,8/10,8
162,385,none,9,10,9/10,9
164,117,trans,9,10,9/10,10
164,227,trans,7,10,7/10,7
164,244,trans,10,10,10/10,10
169,554,none,10,10,10/10,10
179,10,trans,10,10,10/10,10
179,24,trans,10,10,10/10,10
179,256,none,7,10,7/10,8
179,326,none,8,10,8/10,8
179,398,complex,1,10,1/10,7
179,427,trans,10,10,10/10,10
179,466,complex,2,10,2/10,9
179,466,trans,7,10,7/10,9
179,47,complex,1,10,1/10,10
179,47,trans,9,10,9/10,10
179,478,complex,1,10,1/10,9
179,478,none,7,10,7/10,9
179,478,trans,1,10,1/10,9
179,517,none,6,10,6/10,6
179,628,trans,9,10,9/10,9
179,685,none,6,10,6/10,6
179,720,complex,4,10,4/10,10
179,720,none,4,10,4/10,10
179,720,trans,2,10,2/10,10
179,843,complex,1,10,1/10,8
179,843,none,5,10,5/10,8
179,843,trans,2,10,2/10,8
189,292,none,8,10,8/10,10
196,333,none,8,10,8/10,10
196,333,trans,2,10,2/10,10
225,478,complex,1,10,1/10,6
225,478,none,4,10,4/10,6
225,720,none,5,10,5/10,7
227,268,complex,4,10,4/10,10
227,268,trans,6,10,6/10,10
256,179,trans,1,10,1/10,8
256,326,none,9,10,9/10,10
256,326,trans,1,10,1/10,10
256,478,none,7,10,7/10,7
256,517,none,7,10,7/10,7
256,685,none,8,10,8/10,9
256,685,trans,1,10,1/10,9
256,720,none,7,10,7/10,7
256,843,complex,1,10,1/10,6
256,843,none,4,10,4/10,6
256,843,trans,1,10,1/10,6
292,189,trans,2,10,2/10,10
324,164,trans,10,10,10/10,10
324,412,none,8,10,8/10,9
324,700,trans,10,10,10/10,10
324,728,none,6,10,6/10,6
326,107,trans,10,10,10/10,10
326,169,trans,10,10,10/10,10
326,19,trans,10,10,10/10,10
326,196,trans,10,10,10/10,10
326,283,trans,10,10,10/10,10
326,333,trans,8,10,8/10,8
326,348,trans,10,10,10/10,10
326,390,trans,8,10,8/10,8
326,406,trans,10,10,10/10,10
326,438,trans,10,10,10/10,10
326,478,none,7,10,7/10,7
326,517,none,7,10,7/10,10
326,517,trans,3,10,3/10,10
326,537,trans,9,10,9/10,9
326,546,trans,10,10,10/10,10
326,554,trans,10,10,10/10,10
326,610,trans,10,10,10/10,10
326,685,none,7,10,7/10,7
326,688,trans,10,10,10/10,10
326,720,none,7,10,7/10,7
326,850,trans,10,10,10/10,10
390,406,none,8,10,8/10,10
390,537,none,8,10,8/10,8
398,116,trans,10,10,10/10,10
398,118,trans,9,10,9/10,10
398,133,trans,9,10,9/10,10
398,179,trans,6,10,6/10,7
398,256,trans,10,10,10/10,10
398,326,trans,9,10,9/10,9
398,344,trans,10,10,10/10,10
398,36,trans,9,10,9/10,9
398,412,complex,1,10,1/10,9
398,412,none,2,10,2/10,9
398,457,trans,10,10,10/10,10
398,478,trans,7,10,7/10,7
398,479,trans,7,10,7/10,7
398,517,trans,7,10,7/10,7
398,657,complex,1,10,1/10,10
398,657,trans,9,10,9/10,10
398,685,trans,8,10,8/10,8
398,720,complex,2,10,2/10,7
398,720,trans,5,10,5/10,7
398,752,trans,10,10,10/10,10
398,840,trans,8,10,8/10,8
398,883,trans,10,10,10/10,10
406,390,trans,2,10,2/10,10
406,537,none,9,10,9/10,10
406,537,trans,1,10,1/10,10
41,412,complex,1,10,1/10,6
41,412,none,5,10,5/10,6
41,728,complex,1,10,1/10,7
41,728,none,4,10,4/10,7
41,826,complex,5,10,5/10,7
41,826,trans,1,10,1/10,7
412,324,trans,1,10,1/10,9
412,398,trans,6,10,6/10,9
412,728,complex,1,10,1/10,7
412,728,none,6,10,6/10,7
412,826,complex,1,10,1/10,6
412,826,none,5,10,5/10,6
478,225,trans,1,10,1/10,6
478,685,none,7,10,7/10,7
478,720,complex,2,10,2/10,9
478,720,none,6,10,6/10,9
478,843,none,6,10,6/10,6
546,610,none,10,10,10/10,10
685,720,none,6,10,6/10,7
720,225,trans,2,10,2/10,7
720,478,trans,1,10,1/10,9
