host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
145,165,none,9,10,9/10,10
145,168,none,10,10,10/10,10
145,925,none,8,10,8/10,8
165,145,trans,1,10,1/10,10
165,168,none,9,10,9/10,10
165,168,trans,1,10,1/10,10
165,173,trans,10,10,10/10,10
165,396,trans,10,10,10/10,10
165,550,trans,10,10,10/10,10
165,568,trans,10,10,10/10,10
165,925,none,9,10,9/10,10
165,925,trans,1,10,1/10,10
168,925,none,8,10,8/10,8
348,925,none,1,10,1/10,10
466,925,complex,1,10,1/10,10
925,348,trans,9,10,9/10,10
925,466,trans,9,10,9/10,10
