host.1,host.2,adjacent,contiguous,paths12,paths21,nodes1,nodes2,ancestry,min.distance.between.subgraphs
102,127,FALSE,FALSE,0,0,1,1,none,8.8855694
102,142,FALSE,FALSE,0,0,1,1,none,9.6727695
127,142,FALSE,FALSE,0,0,1,1,none,8.9785461
102,143,FALSE,FALSE,0,0,1,1,none,17.3492525
127,143,FALSE,FALSE,0,0,1,1,none,16.6550291
142,143,FALSE,FALSE,0,0,1,1,none,11.849863
102,148,FALSE,FALSE,0,0,1,1,none,6.034865999999999
127,148,FALSE,FALSE,0,0,1,1,none,14.4801574
142,148,FALSE,FALSE,0,0,1,1,none,15.2673575
143,148,FALSE,FALSE,0,0,1,1,none,22.943840499999997
102,179,FALSE,FALSE,0,1,1,1,desc,4.5074803999999995
127,179,FALSE,FALSE,0,1,1,1,desc,3.832155
142,179,FALSE,FALSE,0,0,1,1,none,4.8828731
143,179,FALSE,FALSE,0,0,1,1,none,12.5593561
148,179,FALSE,FALSE,0,1,1,1,desc,10.1020684
102,185,FALSE,FALSE,0,0,1,1,none,7.6948605
127,185,FALSE,FALSE,0,0,1,1,none,7.0006371000000005
142,185,TRUE,TRUE,0,0,1,1,none,2.195471
143,185,FALSE,FALSE,0,1,1,1,desc,8.811793999999999
148,185,FALSE,FALSE,0,0,1,1,none,13.2894485
179,185,FALSE,FALSE,0,0,1,1,none,2.9049641000000004
102,25,FALSE,FALSE,0,0,1,1,none,5.815447399999999
127,25,FALSE,FALSE,0,0,1,1,none,5.121224
142,25,FALSE,FALSE,0,0,1,1,none,5.4156761
143,25,FALSE,FALSE,0,0,1,1,none,13.092159100000002
148,25,FALSE,FALSE,0,0,1,1,none,11.4100354
179,25,TRUE,TRUE,0,0,1,1,none,1.025551
185,25,FALSE,FALSE,0,0,1,1,none,3.4377671000000003
102,262,FALSE,FALSE,0,0,1,1,none,17.455092499999996
127,262,FALSE,FALSE,0,0,1,1,none,16.7608691
142,262,FALSE,FALSE,0,0,1,1,none,11.955703
143,262,FALSE,FALSE,0,0,1,1,none,6.406135999999999
148,262,FALSE,FALSE,0,0,1,1,none,23.049680499999994
179,262,FALSE,FALSE,0,0,1,1,none,12.6651961
185,262,FALSE,FALSE,1,0,1,1,anc,8.917634
25,262,FALSE,FALSE,0,0,1,1,none,13.1979991
102,272,TRUE,TRUE,0,0,1,1,none,0.641734
127,272,FALSE,FALSE,0,0,1,1,none,9.0870254
142,272,FALSE,FALSE,0,0,1,1,none,9.8742255
143,272,FALSE,FALSE,0,0,1,1,none,17.5507085
148,272,FALSE,FALSE,0,1,1,1,desc,4.378432
179,272,FALSE,FALSE,1,0,1,1,anc,4.7089364
