host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1
111,1000_to_1099,1049.5,10,10,1,4,2.9901248000000002,2.9901248000000002,2.530878,6.430833999999999,5.056348222222223,5.056348222222223,2.9901248000000002,2.9901248000000002,2.530878,6.430833999999999,5.056348222222223,5.056348222222223,1
129,1000_to_1099,1049.5,10,10,1,1,0.28063760000000004,0.28063760000000004,0.347127,0.56187,0.35602124444444444,0.35602124444444444,0.28063760000000004,0.28063760000000004,0.347127,0.56187,0.35602124444444444,0.35602124444444444,1
281,1000_to_1099,1049.5,10,10,1,1,2.0070987,2.0070987,2.305826,4.001276,2.5362609555555555,2.5362609555555555,2.0070987,2.0070987,2.305826,4.001276,2.5362609555555555,2.5362609555555555,1
29,1000_to_1099,1049.5,10,10,1,1,0.7316899,0.7316899,0.8093899999999999,1.628978,1.0348509555555556,1.0348509555555556,0.7316899,0.7316899,0.8093899999999999,1.628978,1.0348509555555556,1.0348509555555556,1
304,1000_to_1099,1049.5,10,10,1,1,1.130234,1.130234,1.0392780000000001,2.4192080000000002,1.6907475111111112,1.6907475111111112,1.130234,1.130234,1.0392780000000001,2.4192080000000002,1.6907475111111112,1.6907475111111112,1
371,1000_to_1099,1049.5,10,10,1,1,1.4440167000000002,1.4440167000000002,1.692863,2.57257,1.382074111111111,1.382074111111111,1.4440167000000002,1.4440167000000002,1.692863,2.57257,1.382074111111111,1.382074111111111,1
51,1000_to_1099,1049.5,10,10,1,4,2.5710239,2.5710239,2.414768,5.27469,3.8606769111111108,3.8606769111111108,2.5710239,2.5710239,2.414768,5.27469,3.8606769111111108,3.8606769111111108,1
59,1000_to_1099,1049.5,10,10,1,1,0.6044011,0.6044011,0.482497,1.2313589999999999,0.8661146444444444,0.8661146444444444,0.6044011,0.6044011,0.482497,1.2313589999999999,0.8661146444444444,0.8661146444444444,1
677,1000_to_1099,1049.5,10,10,1,1,0.201035,0.201035,0.279549,0.45157800000000003,0.2848456444444445,0.2848456444444445,0.201035,0.201035,0.279549,0.45157800000000003,0.2848456444444445,0.2848456444444445,1
88,1000_to_1099,1049.5,10,10,1,1,0.22593500000000005,0.22593500000000005,0.165029,0.481946,0.3738936,0.3738936,0.22593500000000005,0.22593500000000005,0.165029,0.481946,0.3738936,0.3738936,1
927,1000_to_1099,1049.5,10,10,1,1,1.2604806,1.2604806,1.075469,2.8972700000000002,2.0342712,2.0342712,1.2604806,1.2604806,1.075469,2.8972700000000002,2.0342712,2.0342712,1
968,1000_to_1099,1049.5,10,10,1,1,0.6126811000000001,0.6126811000000001,0.402461,1.350472,0.9154573111111111,0.9154573111111111,0.6126811000000001,0.6126811000000001,0.402461,1.350472,0.9154573111111111,0.9154573111111111,1
111,1100_to_1199,1149.5,10,10,1,4,6.3012186,6.3012186,5.196951,14.694223999999998,10.849283555555555,10.849283555555555,6.3012186,6.3012186,5.196951,14.694223999999998,10.849283555555555,10.849283555555555,1
129,1100_to_1199,1149.5,10,10,1,1,0.4261349,0.4261349,0.492329,0.8746370000000001,0.5640765555555556,0.5640765555555556,0.4261349,0.4261349,0.492329,0.8746370000000001,0.5640765555555556,0.5640765555555556,1
