host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
474,776,complex,4,10,4/10,10
507,532,complex,1,10,1/10,10
507,532,none,1,10,1/10,10
532,507,trans,8,10,8/10,10
532,621,complex,1,10,1/10,10
532,621,none,5,10,5/10,10
532,621,trans,1,10,1/10,10
532,715,complex,5,10,5/10,10
532,715,trans,5,10,5/10,10
532,927,complex,5,10,5/10,6
532,927,none,1,10,1/10,6
621,532,trans,3,10,3/10,10
621,776,complex,8,10,8/10,9
621,776,trans,1,10,1/10,9
621,927,complex,5,10,5/10,8
621,927,none,1,10,1/10,8
621,927,trans,2,10,2/10,8
776,474,trans,6,10,6/10,10
776,989,complex,6,10,6/10,10
776,989,none,1,10,1/10,10
776,989,trans,3,10,3/10,10
