None	109	0.000000
109	423	1.838948
109	846	2.822751
423	145	3.735278
109	150	4.233079
150	91	4.305100
109	117	5.721152
117	98	6.638338
109	139	6.664019
91	94	6.697746
109	109	6.810865
94	875	7.250370
875	165	7.600593
91	60	7.952119
145	312	8.157222
91	138	8.305998
423	770	8.388841
94	802	8.571216
91	570	8.660671
770	434	8.663964
98	859	8.731285
423	425	8.821292
94	385	9.132132
150	482	9.137993
138	359	9.158806
139	188	9.219607
150	260	9.220561
139	26	9.223431
98	912	9.285020
260	260	9.420286
117	218	9.482099
770	886	9.503066
165	270	9.546556
312	332	9.578439
359	359	9.603345
94	382	9.668161
382	464	9.669831
385	709	9.715484
570	313	9.770549
709	448	9.778582
138	129	9.784005
