host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
119,351,complex,7,10,7/10,8
119,540,complex,2,10,2/10,7
119,540,none,3,10,3/10,7
144,244,complex,5,10,5/10,6
144,244,none,1,10,1/10,6
144,498,complex,7,10,7/10,10
144,498,none,1,10,1/10,10
144,77,none,6,10,6/10,6
144,977,complex,2,10,2/10,6
144,977,none,4,10,4/10,6
169,498,none,1,10,1/10,8
177,361,none,1,10,1/10,10
177,670,none,7,10,7/10,10
177,670,trans,3,10,3/10,10
244,196,trans,10,10,10/10,10
244,263,trans,10,10,10/10,10
244,498,complex,2,10,2/10,10
244,498,none,1,10,1/10,10
244,66,trans,10,10,10/10,10
244,861,trans,9,10,9/10,9
244,977,complex,4,10,4/10,6
244,977,none,2,10,2/10,6
263,861,none,9,10,9/10,10
263,861,trans,1,10,1/10,10
351,119,trans,1,10,1/10,8
351,384,none,8,10,8/10,8
351,498,complex,1,10,1/10,9
351,498,none,8,10,8/10,9
351,540,complex,3,10,3/10,10
351,540,none,6,10,6/10,10
351,690,none,9,10,9/10,9
361,177,trans,9,10,9/10,10
361,59,none,3,10,3/10,9
361,59,trans,6,10,6/10,9
361,670,none,1,10,1/10,7
361,670,trans,6,10,6/10,7
361,853,trans,10,10,10/10,10
371,540,complex,3,10,3/10,7
371,760,complex,2,10,2/10,6
371,760,none,2,10,2/10,6
384,361,trans,10,10,10/10,10
384,442,none,1,10,1/10,10
384,442,trans,9,10,9/10,10
384,498,none,10,10,10/10,10
384,540,none,8,10,8/10,9
384,540,trans,1,10,1/10,9
384,690,complex,1,10,1/10,8
384,690,none,7,10,7/10,8
384,993,complex,1,10,1/10,10
384,993,none,1,10,1/10,10
384,993,trans,8,10,8/10,10
442,321,trans,10,10,10/10,10
442,445,trans,10,10,10/10,10
442,485,trans,10,10,10/10,10
442,495,trans,10,10,10/10,10
442,75,trans,9,10,9/10,9
442,849,trans,10,10,10/10,10
442,946,trans,8,10,8/10,8
445,495,none,8,10,8/10,8
445,849,none,10,10,10/10,10
495,849,none,8,10,8/10,8
498,144,trans,2,10,2/10,10
498,169,trans,7,10,7/10,8
498,244,trans,7,10,7/10,10
498,540,none,8,10,8/10,8
498,690,none,8,10,8/10,9
498,690,trans,1,10,1/10,9
498,77,complex,7,10,7/10,10
498,77,none,1,10,1/10,10
498,77,trans,2,10,2/10,10
498,977,complex,7,10,7/10,10
498,977,none,2,10,2/10,10
498,977,trans,1,10,1/10,10
540,119,trans,2,10,2/10,7
540,351,trans,1,10,1/10,10
540,371,trans,4,10,4/10,7
540,64,complex,6,10,6/10,10
540,64,trans,4,10,4/10,10
540,690,none,7,10,7/10,8
540,690,trans,1,10,1/10,8
540,712,complex,5,10,5/10,9
540,712,trans,4,10,4/10,9
540,760,complex,7,10,7/10,10
540,760,none,1,10,1/10,10
540,760,trans,2,10,2/10,10
75,946,none,7,10,7/10,10
75,946,trans,2,10,2/10,10
760,371,trans,2,10,2/10,6
946,75,trans,1,10,1/10,10
