host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
165,483,none,10,10,10/10,10
166,268,none,8,10,8/10,8
166,483,complex,1,10,1/10,10
166,483,none,1,10,1/10,10
166,5,complex,1,10,1/10,10
166,5,trans,9,10,9/10,10
166,801,none,1,10,1/10,10
166,801,trans,9,10,9/10,10
268,332,trans,10,10,10/10,10
268,483,none,1,10,1/10,10
268,618,none,1,10,1/10,10
268,618,trans,9,10,9/10,10
285,549,none,5,10,5/10,10
285,549,trans,5,10,5/10,10
285,69,none,5,10,5/10,10
285,69,trans,5,10,5/10,10
285,77,none,5,10,5/10,10
285,77,trans,5,10,5/10,10
29,593,none,6,10,6/10,6
332,618,none,9,10,9/10,9
354,165,trans,10,10,10/10,10
354,483,trans,10,10,10/10,10
354,695,complex,1,10,1/10,10
354,695,none,9,10,9/10,10
354,784,none,9,10,9/10,9
354,960,none,6,10,6/10,6
356,960,complex,1,10,1/10,10
356,960,none,2,10,2/10,10
483,166,trans,8,10,8/10,10
483,268,trans,9,10,9/10,10
549,69,none,9,10,9/10,9
549,77,none,7,10,7/10,7
69,77,none,8,10,8/10,8
69,945,trans,10,10,10/10,10
695,285,trans,10,10,10/10,10
695,784,none,9,10,9/10,9
695,960,none,6,10,6/10,6
784,177,trans,10,10,10/10,10
784,911,trans,10,10,10/10,10
784,960,complex,8,10,8/10,10
784,960,none,1,10,1/10,10
784,960,trans,1,10,1/10,10
960,29,trans,10,10,10/10,10
960,356,trans,7,10,7/10,10
960,593,trans,10,10,10/10,10
