host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
106,199,complex,6,10,6/10,10
106,199,trans,4,10,4/10,10
106,343,complex,6,10,6/10,10
106,343,none,1,10,1/10,10
106,343,trans,3,10,3/10,10
106,858,none,5,10,5/10,8
106,858,trans,3,10,3/10,8
106,88,complex,8,10,8/10,9
167,246,complex,5,10,5/10,10
167,246,none,3,10,3/10,10
167,246,trans,2,10,2/10,10
167,270,none,3,10,3/10,10
167,270,trans,7,10,7/10,10
167,30,complex,1,10,1/10,10
167,30,trans,9,10,9/10,10
167,452,none,3,10,3/10,10
167,452,trans,7,10,7/10,10
167,88,none,3,10,3/10,10
167,88,trans,7,10,7/10,10
169,270,complex,1,10,1/10,10
196,658,complex,1,10,1/10,10
227,270,complex,2,10,2/10,9
227,97,complex,6,10,6/10,10
227,97,trans,4,10,4/10,10
246,260,complex,1,10,1/10,9
246,260,none,2,10,2/10,9
246,260,trans,6,10,6/10,9
260,450,trans,10,10,10/10,10
260,49,trans,9,10,9/10,9
260,81,trans,9,10,9/10,9
270,169,trans,9,10,9/10,10
270,227,trans,7,10,7/10,9
270,345,complex,1,10,1/10,10
270,345,none,1,10,1/10,10
270,345,trans,8,10,8/10,10
270,452,none,10,10,10/10,10
270,88,none,10,10,10/10,10
30,658,complex,1,10,1/10,10
30,658,trans,9,10,9/10,10
343,858,none,7,10,7/10,7
345,45,none,1,10,1/10,10
345,45,trans,9,10,9/10,10
45,154,trans,10,10,10/10,10
450,49,none,9,10,9/10,9
450,81,none,9,10,9/10,9
452,88,none,10,10,10/10,10
49,81,none,8,10,8/10,10
49,81,trans,1,10,1/10,10
658,196,trans,9,10,9/10,10
81,117,trans,10,10,10/10,10
81,49,trans,1,10,1/10,10
88,106,trans,1,10,1/10,9
88,263,trans,10,10,10/10,10
88,343,trans,7,10,7/10,7
88,577,trans,10,10,10/10,10
88,858,trans,7,10,7/10,7
88,9,trans,10,10,10/10,10
88,960,trans,7,10,7/10,7
9,960,none,7,10,7/10,10
9,960,trans,3,10,3/10,10
