None	2	0.000000
2	581	2.449524
2	398	4.291581
581	229	5.048625
2	218	5.661554
218	268	5.827775
229	772	5.900324
398	81	6.433183
229	640	6.507757
2	390	6.930159
2	311	7.220598
268	395	7.221911
218	617	7.342291
311	10	7.667848
81	841	7.748545
398	884	8.061073
395	738	8.066936
772	74	8.732542
772	37	8.969453
37	998	8.990818
229	224	9.022448
738	86	9.149389
311	311	9.233688
581	774	9.322086
74	723	9.328957
86	335	9.359157
268	20	9.479559
335	176	9.586228
218	588	9.676944
335	320	9.706027
640	66	9.793405
