None	559	0.000000
559	689	0.690608
559	186	1.184206
559	628	2.092070
559	581	2.160441
559	559	3.272630
628	627	13.213050
628	723	13.562048
628	434	13.871136
628	152	14.811232
628	891	14.812022
628	628	15.739067
627	506	32.177184
627	117	32.189795
627	627	32.339011
152	74	38.868415
152	107	39.341715
152	898	39.427170
152	152	40.229651
107	948	42.426544
107	107	42.513324
117	297	45.633215
117	122	46.239476
117	80	46.426484
117	269	46.595183
117	177	46.644654
117	390	46.933974
117	928	46.984908
117	375	47.003861
117	668	47.048428
117	380	47.196268
117	25	47.301479
117	64	47.404315
117	207	47.551107
117	174	47.601804
117	61	47.915308
117	277	48.144708
117	103	48.211761
117	693	48.343925
117	169	48.375933
117	43	48.433163
117	224	48.496173
117	849	48.639992
117	790	48.812258
117	307	48.890703
117	947	48.975790
117	596	49.132838
