host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
104,18,none,6,10,6/10,7
104,740,none,8,10,8/10,8
106,294,trans,10,10,10/10,10
106,299,none,5,10,5/10,10
106,299,trans,5,10,5/10,10
106,44,complex,3,10,3/10,10
106,44,trans,7,10,7/10,10
106,691,trans,7,10,7/10,7
106,750,none,6,10,6/10,10
106,750,trans,4,10,4/10,10
108,392,none,6,10,6/10,9
108,434,none,5,10,5/10,10
108,434,trans,5,10,5/10,10
108,459,none,6,10,6/10,6
118,44,complex,5,10,5/10,10
121,827,complex,1,10,1/10,10
121,827,trans,1,10,1/10,10
126,318,none,6,10,6/10,10
126,318,trans,4,10,4/10,10
126,44,complex,1,10,1/10,10
153,392,none,5,10,5/10,7
153,459,none,7,10,7/10,10
153,63,none,8,10,8/10,8
18,104,trans,1,10,1/10,7
18,260,trans,10,10,10/10,10
18,450,trans,9,10,9/10,9
18,516,trans,10,10,10/10,10
18,740,none,6,10,6/10,6
188,427,complex,9,10,9/10,10
195,665,none,10,10,10/10,10
229,827,complex,1,10,1/10,10
234,26,none,6,10,6/10,10
234,26,trans,2,10,2/10,10
234,580,none,7,10,7/10,7
234,6,none,8,10,8/10,8
238,427,none,1,10,1/10,10
26,234,trans,2,10,2/10,10
26,392,none,1,10,1/10,8
26,580,none,8,10,8/10,8
26,6,none,8,10,8/10,8
277,962,complex,1,10,1/10,6
277,962,none,4,10,4/10,6
277,982,none,5,10,5/10,6
286,962,complex,7,10,7/10,7
286,982,complex,6,10,6/10,8
286,982,none,2,10,2/10,8
299,750,none,9,10,9/10,9
343,630,complex,1,10,1/10,6
343,630,none,5,10,5/10,6
343,881,complex,1,10,1/10,7
343,881,none,6,10,6/10,7
343,902,complex,2,10,2/10,7
343,902,none,5,10,5/10,7
343,962,complex,7,10,7/10,8
343,962,none,1,10,1/10,8
343,982,complex,5,10,5/10,9
343,982,none,4,10,4/10,9
392,104,trans,9,10,9/10,9
392,108,trans,3,10,3/10,9
392,153,trans,2,10,2/10,7
392,18,trans,10,10,10/10,10
392,234,trans,7,10,7/10,7
392,26,trans,7,10,7/10,8
392,369,trans,10,10,10/10,10
392,394,trans,10,10,10/10,10
392,459,complex,1,10,1/10,10
392,459,none,6,10,6/10,10
392,459,trans,3,10,3/10,10
392,559,trans,10,10,10/10,10
392,580,none,1,10,1/10,10
392,580,trans,9,10,9/10,10
392,6,none,1,10,1/10,9
392,6,trans,8,10,8/10,9
392,63,none,5,10,5/10,7
392,63,trans,2,10,2/10,7
392,740,trans,10,10,10/10,10
392,809,complex,4,10,4/10,8
392,809,none,1,10,1/10,8
392,809,trans,3,10,3/10,8
392,982,complex,8,10,8/10,10
400,504,none,7,10,7/10,10
400,504,trans,3,10,3/10,10
408,44,complex,2,10,2/10,10
427,188,trans,1,10,1/10,10
427,190,trans,10,10,10/10,10
427,238,trans,9,10,9/10,10
427,665,complex,5,10,5/10,10
44,118,trans,5,10,5/10,10
44,126,trans,9,10,9/10,10
44,318,trans,6,10,6/10,6
44,408,trans,8,10,8/10,10
44,491,trans,9,10,9/10,9
44,691,none,7,10,7/10,10
44,691,trans,3,10,3/10,10
450,516,none,9,10,9/10,10
459,153,trans,3,10,3/10,10
459,63,none,7,10,7/10,10
459,63,trans,3,10,3/10,10
470,827,none,4,10,4/10,9
470,863,none,5,10,5/10,6
502,644,complex,1,10,1/10,10
502,644,trans,9,10,9/10,10
502,982,complex,1,10,1/10,10
516,450,trans,1,10,1/10,10
530,827,complex,3,10,3/10,9
530,827,none,1,10,1/10,9
530,827,trans,4,10,4/10,9
580,6,none,9,10,9/10,9
580,809,none,6,10,6/10,6
596,809,complex,6,10,6/10,10
596,809,none,2,10,2/10,10
6,809,none,6,10,6/10,6
630,962,complex,5,10,5/10,7
630,962,none,2,10,2/10,7
630,97,complex,4,10,4/10,8
630,97,none,2,10,2/10,8
630,97,trans,1,10,1/10,8
630,982,complex,4,10,4/10,6
630,982,none,2,10,2/10,6
644,25,trans,10,10,10/10,10
644,641,trans,10,10,10/10,10
665,427,trans,5,10,5/10,10
665,962,complex,1,10,1/10,10
809,596,trans,2,10,2/10,10
827,121,trans,8,10,8/10,10
827,229,trans,9,10,9/10,10
827,470,trans,5,10,5/10,9
827,530,trans,1,10,1/10,9
827,566,trans,10,10,10/10,10
827,863,none,4,10,4/10,10
827,863,trans,6,10,6/10,10
827,967,complex,2,10,2/10,10
827,967,trans,8,10,8/10,10
835,881,none,6,10,6/10,6
835,962,complex,5,10,5/10,7
835,962,none,2,10,2/10,7
835,97,complex,4,10,4/10,7
835,97,none,3,10,3/10,7
835,982,complex,5,10,5/10,8
835,982,none,3,10,3/10,8
863,470,trans,1,10,1/10,6
881,902,complex,4,10,4/10,8
881,902,none,4,10,4/10,8
881,962,complex,3,10,3/10,8
881,962,none,5,10,5/10,8
881,982,complex,6,10,6/10,8
881,982,none,2,10,2/10,8
902,962,complex,3,10,3/10,8
902,962,none,5,10,5/10,8
902,97,complex,5,10,5/10,6
902,97,none,1,10,1/10,6
902,982,complex,1,10,1/10,7
902,982,none,6,10,6/10,7
962,106,trans,10,10,10/10,10
962,187,trans,9,10,9/10,9
962,195,trans,10,10,10/10,10
962,277,trans,1,10,1/10,6
962,400,trans,8,10,8/10,8
962,504,trans,6,10,6/10,6
962,665,trans,9,10,9/10,10
962,750,trans,6,10,6/10,6
962,97,complex,6,10,6/10,8
962,97,none,2,10,2/10,8
962,982,none,8,10,8/10,9
97,630,trans,1,10,1/10,8
97,982,complex,4,10,4/10,7
97,982,none,3,10,3/10,7
982,277,trans,1,10,1/10,6
982,392,trans,2,10,2/10,10
982,502,trans,9,10,9/10,10
982,962,trans,1,10,1/10,9
