None	858	0.000000
858	547	1.418746
858	858	2.051169
547	75	3.619696
547	630	4.463011
547	413	4.749366
547	147	5.080645
547	130	5.172412
547	547	5.739997
630	998	6.451246
630	336	6.595423
130	570	6.910415
630	630	6.926481
130	899	7.260213
130	517	7.424929
130	130	7.539710
336	336	10.258652
570	570	16.626651
75	75	21.509376
998	690	24.592745
517	628	24.964815
517	528	25.026588
998	93	25.133071
998	35	25.280803
998	998	25.580753
517	517	25.788308
628	857	30.236640
628	769	31.918214
628	628	32.345601
35	118	32.468082
35	35	32.664130
93	946	33.080814
93	93	33.357253
147	332	34.067874
147	929	34.252929
147	173	34.283465
147	70	34.404863
147	14	35.003593
147	544	35.029958
147	738	35.148367
147	786	35.296272
147	361	35.365366
147	915	35.465315
147	147	35.540842
118	32	39.054509
118	69	39.378894
332	332	39.435664
118	92	39.442645
118	118	39.472198
173	639	40.042564
173	502	40.085080
173	660	40.099529
173	173	40.101571
14	539	40.901025
14	224	41.512244
32	32	42.252575
14	167	42.565520
224	224	42.709812
690	359	42.780186
14	609	43.134828
14	191	43.251159
690	690	43.278575
14	344	44.295774
14	14	44.829061
361	159	44.892157
361	52	45.088400
361	361	45.239330
159	159	45.917264
738	738	46.134711
191	903	46.571507
191	258	46.607269
191	338	47.163805
609	354	47.516474
191	191	47.561758
903	741	48.238426
903	120	48.418505
903	903	48.772051
609	498	48.868926
609	609	48.983607
639	107	49.532830
