host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
140,15,complex,1,10,1/10,9
140,15,none,1,10,1/10,9
149,387,none,5,10,5/10,9
15,140,trans,7,10,7/10,9
15,16,complex,5,10,5/10,9
15,16,none,4,10,4/10,9
15,185,none,1,10,1/10,10
15,185,trans,9,10,9/10,10
15,405,complex,5,10,5/10,9
15,405,none,4,10,4/10,9
15,407,trans,9,10,9/10,9
15,525,complex,5,10,5/10,9
15,525,none,1,10,1/10,9
15,525,trans,3,10,3/10,9
15,73,complex,3,10,3/10,6
15,73,trans,3,10,3/10,6
15,801,none,1,10,1/10,9
15,801,trans,8,10,8/10,9
16,149,trans,7,10,7/10,7
16,375,complex,2,10,2/10,9
16,375,none,2,10,2/10,9
16,375,trans,5,10,5/10,9
16,387,complex,3,10,3/10,10
16,387,trans,7,10,7/10,10
16,405,complex,5,10,5/10,9
16,405,none,4,10,4/10,9
16,532,complex,2,10,2/10,9
16,532,none,1,10,1/10,9
16,532,trans,6,10,6/10,9
243,73,complex,5,10,5/10,6
243,73,trans,1,10,1/10,6
387,149,trans,4,10,4/10,9
525,73,complex,5,10,5/10,8
525,73,none,2,10,2/10,8
525,73,trans,1,10,1/10,8
