None	171	0.000000
171	545	0.223454
171	443	0.605605
171	481	0.811063
171	171	0.869924
443	476	1.429163
443	443	1.621219
545	518	4.426829
545	808	4.861902
545	545	5.100645
518	518	8.896994
476	408	14.940547
476	894	15.098671
476	476	15.226409
408	730	16.202742
808	530	16.726447
808	217	16.781407
808	808	16.912049
894	966	16.946159
894	984	16.958410
408	408	17.043571
894	894	17.271448
481	481	18.418301
730	730	24.015843
530	717	24.220499
966	966	24.689413
217	219	24.994207
217	169	25.008917
217	360	25.245984
530	579	25.569800
217	573	25.649405
530	495	25.705362
217	121	25.773638
530	530	25.803482
217	57	25.861202
217	217	26.404029
984	164	26.706417
984	984	27.472031
495	495	27.558626
360	480	30.831001
360	360	31.291260
164	773	32.354011
164	38	32.561005
164	164	32.753554
773	147	33.801285
773	773	34.680793
147	71	35.024360
147	147	35.198072
573	573	46.143977
38	879	49.027411
38	201	49.376057
38	120	49.419932
38	137	49.567826
38	175	49.600057
38	628	49.672104
