host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
137,405,none,8,10,8/10,10
137,624,none,1,10,1/10,8
189,624,none,4,10,4/10,10
278,624,trans,1,10,1/10,10
293,539,trans,10,10,10/10,10
293,606,complex,1,10,1/10,10
293,606,none,9,10,9/10,10
293,624,trans,8,10,8/10,8
405,137,trans,2,10,2/10,10
405,624,none,2,10,2/10,10
441,624,complex,1,10,1/10,10
606,761,complex,3,10,3/10,10
606,761,none,1,10,1/10,10
606,761,trans,6,10,6/10,10
624,104,trans,9,10,9/10,9
624,137,trans,7,10,7/10,8
624,169,trans,10,10,10/10,10
624,189,trans,6,10,6/10,10
624,278,trans,9,10,9/10,10
624,405,trans,8,10,8/10,10
624,441,trans,9,10,9/10,10
624,64,trans,10,10,10/10,10
624,728,none,1,10,1/10,10
624,728,trans,8,10,8/10,10
728,624,trans,1,10,1/10,10
