host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4
10,1000_to_1099,1049.5,10,10,2,4,4.0768912,3.566665777777777,4.554016000000001,8.854746,6.252033022222222,5.784870833333333,4.0768912,3.566665777777777,4.554016000000001,8.854746,6.252033022222222,5.784870833333333,0.9,0.1,0,0
115,1000_to_1099,1049.5,10,10,3,3,4.0724023,0.4836845,3.55052,8.695711999999999,5.317860333333333,0.8542731333333333,4.0724023,0.4836845,3.55052,8.695711999999999,5.317860333333333,0.8542731333333333,0.6,0.3,0.1,0
144,1000_to_1099,1049.5,10,10,2,2,5.0010384,3.969015,4.619094,10.196287,7.135015955555556,4.761740133333333,5.0010384,3.969015,4.619094,10.196287,7.135015955555556,4.761740133333333,0.6,0.4,0,0
167,1000_to_1099,1049.5,10,10,2,8,0.325054,0.32196055555555553,0.24565499999999998,0.717917,0.4971718222222222,0.5058402777777777,0.325054,0.32196055555555553,0.24565499999999998,0.717917,0.4971718222222222,0.5058402777777777,0.9,0.1,0,0
176,1000_to_1099,1049.5,10,10,1,1,0.5370801000000001,0.5370801000000001,0.463926,1.173484,0.8714053555555555,0.8714053555555555,0.5370801000000001,0.5370801000000001,0.463926,1.173484,0.8714053555555555,0.8714053555555555,1,0,0,0
179,1000_to_1099,1049.5,10,10,4,4,3.7723624,2.3027687500000003,4.359104,8.322774,6.130795022222222,3.2270108333333334,3.7723624,2.3027687500000003,4.359104,8.322774,6.130795022222222,3.2270108333333334,0.4,0.4,0.1,0.1
184,1000_to_1099,1049.5,10,10,3,3,4.458228,1.2488743333333334,4.524372,9.272964,5.938020311111111,1.8458172,4.458228,1.2488743333333334,4.524372,9.272964,5.938020311111111,1.8458172,0.6,0.3,0.1,0
19,1000_to_1099,1049.5,10,10,2,2,4.223629700000001,1.055251666666667,5.3981200000000005,8.75563,5.326097755555556,1.5413228,4.223629700000001,1.055251666666667,5.3981200000000005,8.75563,5.326097755555556,1.5413228,0.6,0.4,0,0
210,1000_to_1099,1049.5,10,10,2,2,3.4192907,2.4592758,2.58467,8.590451999999999,5.432218911111111,3.9204144,3.4192907,2.4592758,2.58467,8.590451999999999,5.432218911111111,3.9204144,0.5,0.5,0,0
333,1000_to_1099,1049.5,10,10,1,1,0.4166074999999999,0.4166074999999999,0.44061100000000003,0.878322,0.6282455333333333,0.6282455333333333,0.4166074999999999,0.4166074999999999,0.44061100000000003,0.878322,0.6282455333333333,0.6282455333333333,1,0,0,0
368,1000_to_1099,1049.5,10,10,1,1,0.4386005,0.4386005,0.517392,1.033853,0.6708161555555555,0.6708161555555555,0.4386005,0.4386005,0.517392,1.033853,0.6708161555555555,0.6708161555555555,1,0,0,0
