host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
0,13,none,2,10,2/10,10
122,3,complex,1,10,1/10,10
122,3,none,3,10,3/10,10
13,0,trans,8,10,8/10,10
13,4,trans,10,10,10/10,10
13,980,none,10,10,10/10,10
219,3,none,10,10,10/10,10
219,38,none,10,10,10/10,10
219,505,none,10,10,10/10,10
219,656,none,10,10,10/10,10
254,389,trans,10,10,10/10,10
254,600,trans,10,10,10/10,10
254,706,none,9,10,9/10,10
254,706,trans,1,10,1/10,10
3,107,trans,10,10,10/10,10
3,122,trans,6,10,6/10,10
3,13,trans,10,10,10/10,10
3,254,trans,10,10,10/10,10
3,38,none,10,10,10/10,10
3,505,none,10,10,10/10,10
3,51,trans,10,10,10/10,10
3,656,none,10,10,10/10,10
3,706,trans,9,10,9/10,9
3,756,trans,10,10,10/10,10
3,980,trans,10,10,10/10,10
38,160,trans,10,10,10/10,10
38,505,none,10,10,10/10,10
38,526,none,3,10,3/10,10
38,526,trans,7,10,7/10,10
38,656,none,10,10,10/10,10
389,760,trans,10,10,10/10,10
505,656,none,10,10,10/10,10
526,739,none,2,10,2/10,10
526,739,trans,8,10,8/10,10
