host.1,host.2,ancestry,ancestry.tree.count,both.exist,fraction,any.relationship.tree.count
117,524,complex,1,10,1/10,10
117,53,trans,10,10,10/10,10
117,801,complex,1,10,1/10,10
117,801,trans,9,10,9/10,10
122,147,complex,3,10,3/10,10
122,147,trans,7,10,7/10,10
122,230,trans,10,10,10/10,10
122,264,trans,10,10,10/10,10
122,286,trans,9,10,9/10,9
122,295,complex,1,10,1/10,10
122,295,trans,9,10,9/10,10
122,42,trans,10,10,10/10,10
122,50,none,6,10,6/10,6
122,593,none,6,10,6/10,6
122,84,trans,7,10,7/10,7
122,843,trans,10,10,10/10,10
122,863,none,6,10,6/10,10
147,42,complex,3,10,3/10,6
147,42,none,3,10,3/10,6
153,339,complex,7,10,7/10,9
153,339,none,1,10,1/10,9
194,680,trans,10,10,10/10,10
194,842,none,4,10,4/10,10
194,914,trans,10,10,10/10,10
206,380,none,8,10,8/10,9
206,380,trans,1,10,1/10,9
206,84,complex,3,10,3/10,10
217,414,trans,10,10,10/10,10
217,461,none,10,10,10/10,10
221,316,trans,10,10,10/10,10
221,50,none,2,10,2/10,10
245,450,complex,4,10,4/10,10
245,450,none,1,10,1/10,10
245,450,trans,1,10,1/10,10
261,103,trans,10,10,10/10,10
261,885,trans,10,10,10/10,10
286,295,none,9,10,9/10,9
286,843,none,9,10,9/10,10
295,392,complex,4,10,4/10,10
295,392,trans,6,10,6/10,10
295,56,complex,1,10,1/10,10
295,56,trans,9,10,9/10,10
295,843,none,10,10,10/10,10
339,153,trans,1,10,1/10,9
339,765,trans,1,10,1/10,10
370,524,complex,2,10,2/10,10
370,524,none,3,10,3/10,10
370,765,complex,4,10,4/10,10
370,765,trans,6,10,6/10,10
42,470,trans,10,10,10/10,10
42,84,complex,1,10,1/10,10
42,84,none,7,10,7/10,10
42,84,trans,2,10,2/10,10
450,245,trans,4,10,4/10,10
460,695,none,1,10,1/10,10
460,695,trans,1,10,1/10,10
50,221,trans,8,10,8/10,10
50,593,none,7,10,7/10,7
50,824,trans,10,10,10/10,10
50,842,none,6,10,6/10,6
50,863,none,9,10,9/10,10
50,875,trans,10,10,10/10,10
524,117,trans,9,10,9/10,10
524,370,trans,5,10,5/10,10
524,863,none,1,10,1/10,10
53,217,trans,10,10,10/10,10
53,377,trans,10,10,10/10,10
53,461,trans,10,10,10/10,10
57,765,none,1,10,1/10,10
593,450,trans,9,10,9/10,9
593,695,none,1,10,1/10,9
593,695,trans,8,10,8/10,9
593,842,none,9,10,9/10,10
593,842,trans,1,10,1/10,10
593,863,none,8,10,8/10,10
695,460,trans,8,10,8/10,10
765,339,trans,9,10,9/10,10
765,57,trans,9,10,9/10,10
824,170,trans,10,10,10/10,10
824,454,trans,10,10,10/10,10
84,206,trans,7,10,7/10,10
84,380,trans,9,10,9/10,9
842,194,trans,6,10,6/10,10
842,863,none,7,10,7/10,9
843,261,trans,10,10,10/10,10
843,286,trans,1,10,1/10,10
863,122,trans,4,10,4/10,10
863,171,trans,10,10,10/10,10
863,50,trans,1,10,1/10,10
863,524,trans,9,10,9/10,10
863,593,trans,2,10,2/10,10
863,842,trans,2,10,2/10,9
